date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,c6h6,co,no,no2,nox,o3,so2
2019-10-23,2.575,235.604.166.666.667,852.083.333.333.333,NA,978.333.333.333.333,160.520.833.333.333,19.9,11.2,4.8,56,21727,257.743.821.052.147,0.6,0.21,4.17,15.56,21.61,48.94,4
2019-10-24,260.416.666.666.667,292.395.833.333.333,762.708.333.333.333,NA,163.375,1.491.875,20.5,11.1,0,35,17669,19.808.704.510.725,0.67,0.24,10.22,37.56,53.22,34.78,1
2019-10-25,206.875,270.395.833.333.333,756.458.333.333.333,NA,162.5,152.645.833.333.333,22.6,11.3,0,49,23507,208.448.547.241.247,0.72,0.21,13.83,34.58,55.54,34.92,1.62
2019-10-26,226.666.666.666.667,2.401.875,741.666.666.666.667,NA,157.5,158.270.833.333.333,23.8,10.9,0,16,8928,17.921.146.953.405,0.62,0.2,4.83,20.29,27.88,53,1.12
2019-10-27,2.35,260.770.833.333.333,822.916.666.666.667,NA,1.493.125,162.645.833.333.333,22.9,12.3,0,5,2756,181.422.351.233.672,0.89,0.23,26.5,31.25,71.58,40.71,1.96
2019-10-28,214.375,259.458.333.333.333,85.875,NA,77.5,161.125,20.8,12.5,0,67,29207,229.397.062.348.067,0.81,0.23,20.96,32.92,64.58,32.92,2.25
2019-10-29,204.791.666.666.667,2.644.375,852.916.666.666.667,NA,121.854.166.666.667,164.104.166.666.667,22.1,13,0,59,29727,198.472.768.863.323,0.87,0.24,19.5,38.88,68.46,27.42,2.46
2019-10-30,228.958.333.333.333,2.601.875,760.416.666.666.667,NA,143.770.833.333.333,176.145.833.333.333,25.2,13.3,0,41,17871,229.421.968.552.403,0.76,0.23,13.54,35.12,55.75,24.62,2.33
2019-10-31,1.9125,263.770.833.333.333,79.75,NA,786.875,171.916.666.666.667,22.6,13.1,0,37,20066,184.391.508.023.522,0.67,0.21,4.67,20.88,27.62,37.58,2.12
2019-11-01,1.7375,261.083.333.333.333,819.583.333.333.333,NA,1.110.625,163.625,22.1,12.7,0,11,6350,173.228.346.456.693,0.79,0.25,14.5,28.08,49.96,27.96,2.21
2019-11-02,243.333.333.333.333,237.145.833.333.333,804.166.666.666.667,NA,142.208.333.333.333,179.854.166.666.667,24.4,14.2,0.2,16,9257,172.842.173.490.332,0.6,0.2,2.25,08.04,10.88,68.96,02.08
2019-11-03,447.708.333.333.333,267.854.166.666.667,52.5,NA,124.604.166.666.667,179.854.166.666.667,20.7,14.5,0.5,7,3896,179.671.457.905.544,0.68,0.23,6.62,22,31.88,55.25,2.25
2019-11-04,3.6625,251.75,606.458.333.333.333,NA,118.041.666.666.667,179.125,23.9,11.7,0,98,46362,211.380.009.490.531,0.6,0.2,2.62,9.96,13.88,70.21,2
2019-11-05,3.8625,250.645.833.333.333,521.666.666.666.667,NA,1.438.125,157.958.333.333.333,18.9,11.3,0,69,32249,213.960.122.794.505,0.63,0.22,4,14,19.83,54.54,2
2019-11-06,338.541.666.666.667,295.25,611.875,NA,140.729.166.666.667,134.770.833.333.333,19.8,8,0,58,29783,194.741.966.893.866,0.8,0.25,20.04,25.08,55.38,44.92,2.54
2019-11-07,198.958.333.333.333,272.708.333.333.333,691.041.666.666.667,NA,777.916.666.666.667,1.150.625,19.3,4.3,0,79,41362,190.996.566.897.152,0.6,0.2,2.62,7.88,11.71,69.25,2
2019-11-08,372.083.333.333.333,283.833.333.333.333,571.458.333.333.333,NA,1.289.375,106.354.166.666.667,15.3,5.3,0,53,29013,182.676.731.120.532,0.6,0.21,3.38,17.21,22.25,55.75,2
2019-11-09,221.458.333.333.333,264.416.666.666.667,635.833.333.333.333,NA,109.875,111.479.166.666.667,16.4,6.4,0,20,13564,147.449.130.050.133,0.6,0.21,2.88,13.79,18.12,53.42,2
2019-11-10,189.375,2.685.625,70.375,NA,1.051.875,109.458.333.333.333,16.5,7.9,5.1,6,4394,136.549.840.691.853,0.6,0.23,4,14.57,20.48,54.32,02.05
2019-11-11,413.541.666.666.667,309.645.833.333.333,567.291.666.666.667,NA,110.604.166.666.667,105.041.666.666.667,16.3,6.7,0,102,46621,218.785.525.835.997,0.72,0.34,14.71,29.04,51.38,45.46,2.33
2019-11-12,265.416.666.666.667,292.125,546.666.666.666.667,NA,133.125,1.255.625,18.4,8.6,0,83,36412,227.946.830.715.149,0.73,0.37,7.88,24.29,35.92,36.42,02.04
2019-11-13,217.083.333.333.333,279.395.833.333.333,80.875,NA,595.416.666.666.667,939.166.666.666.666,15.1,6.2,0.7,52,25695,202.374.002.724.265,0.89,0.44,18.67,31.46,59.71,27.88,2.12
2019-11-14,206.458.333.333.333,296.979.166.666.667,87.5,NA,262.708.333.333.333,804.791.666.666.667,12.1,2.9,23.1,52,23856,217.974.513.749.162,0.73,0.4,13.58,31.42,51.96,32.79,2.42
2019-11-15,256.875,292.708.333.333.333,737.083.333.333.333,NA,1.023.125,741.458.333.333.333,13.6,4.2,0.1,71,34197,207.620.551.510.366,0.6,0.36,3.67,14.33,19.88,49.96,2.12
2019-11-16,295.416.666.666.667,299.791.666.666.667,686.458.333.333.333,NA,112.083.333.333.333,819.375,14,4.1,0,28,17478,160.201.396.040.737,0.72,0.41,6.75,21.17,31.58,40.17,2.25
2019-11-17,192.291.666.666.667,283.354.166.666.667,72.25,NA,934.375,8.4,14.4,2.5,0,9,6009,149.775.336.994.508,0.71,0.31,08.04,23.75,35.83,36,2.12
2019-11-18,2.1375,276.520.833.333.333,719.583.333.333.333,NA,1.014.375,991.458.333.333.333,15.4,6.2,0,91,37187,244.709.172.560.303,0.68,0.27,10.62,32.92,48.79,32.12,2.38
2019-11-19,260.625,2.834.375,662.708.333.333.333,NA,1.203.125,771.041.666.666.667,13.8,4.3,0,73,31983,228.246.255.823.406,0.81,0.35,11.42,38.33,55.67,25.33,2.46
2019-11-20,273.541.666.666.667,281.020.833.333.333,769.375,NA,90,722.291.666.666.667,14.1,2.7,0,61,30146,202.348.570.291.249,01.08,0.39,35.29,36.83,90.54,29.75,3.29
2019-11-21,256.666.666.666.667,278.270.833.333.333,735.416.666.666.667,NA,986.666.666.666.667,990.416.666.666.667,16.5,6,0,63,33700,186.943.620.178.042,0.73,0.36,10.92,31,47.42,20.92,02.08
2019-11-22,355.208.333.333.333,246,838.125,NA,804.166.666.666.667,119.041.666.666.667,16.5,6.8,10.3,68,31055,218.966.350.024.151,NA,NA,NA,NA,NA,NA,NA
2019-11-23,405.416.666.666.667,285.604.166.666.667,702.708.333.333.333,NA,105.25,130.520.833.333.333,15.9,9,1.2,12,5332,225.056.264.066.016,NA,NA,NA,NA,NA,NA,NA
2019-11-24,281.666.666.666.667,293.541.666.666.667,629.375,NA,114.729.166.666.667,11.6875,17.8,7.3,0,11,7305,150.581.793.292.266,01.04,0.56,18,42.11,69.22,13.89,1.78
2019-11-25,207.708.333.333.333,275.75,75.125,NA,107.208.333.333.333,110.791.666.666.667,17.9,6.6,0,78,39308,198.432.888.979.343,1.36,0.55,51,45.17,122.67,15.88,2.83
2019-11-26,286.666.666.666.667,262.375,798.541.666.666.667,NA,108.166.666.666.667,11.9625,19.2,7.2,0,79,39482,200.091.180.791.247,0.74,0.27,6.25,25.25,34.71,46.12,2.54
2019-11-27,2.3875,253.854.166.666.667,65.875,NA,93.125,137.625,19.6,8.4,0,77,36739,209.586.542.910.803,0.96,0.35,21.71,35.88,68.88,35,2.58
2019-11-28,278.958.333.333.333,251.770.833.333.333,647.916.666.666.667,NA,971.875,142.833.333.333.333,19.7,5.5,0,67,34504,194.180.384.882.912,0.89,0.38,21.33,43.96,76.25,25.17,2.79
2019-11-29,1.6,211.145.833.333.333,789.375,NA,723.541.666.666.667,1.375.625,19.3,8.9,0,68,30594,22.226.580.375.237,0.69,0.32,6.9,23.9,34.6,30.8,2.3
2019-11-30,236.666.666.666.667,265.666.666.666.667,865.208.333.333.333,NA,103.75,127.541.666.666.667,18.3,9.7,0.1,17,10035,169.407.075.236.672,0.73,0.37,5.14,29.21,36.93,52,1.93
2019-12-01,182.291.666.666.667,250.083.333.333.333,79.625,NA,88.625,1.265.625,17.9,8.3,0,16,6495,246.343.341.031.563,0.78,0.36,13.33,32.54,52.79,25.67,2.42
2019-12-02,194.375,275.458.333.333.333,805.416.666.666.667,NA,691.875,989.166.666.666.666,15.2,7,0,108,45330,238.252.812.706.817,0.6,0.33,5.75,22.79,31.33,36,2.21
2019-12-03,347.083.333.333.333,1.908.125,683.333.333.333.333,NA,610.625,112.729.166.666.667,14.5,6.8,0,81,39580,204.648.812.531.582,0.6,0.3,4.5,21.25,28.12,53.79,2
2019-12-04,5.4625,470.625,845.416.666.666.667,NA,614.583.333.333.333,126.354.166.666.667,14.4,11,63.6,54,27505,196.327.940.374.477,0.6,0.32,04.04,23.25,29.25,49.33,2
2019-12-05,266.041.666.666.667,152.270.833.333.333,816.041.666.666.667,NA,25.25,122.645.833.333.333,14,10.8,12.9,59,28315,208.370.121.843.546,0.83,0.38,7,24.38,34.75,39.08,2.54
2019-12-06,217.708.333.333.333,273.833.333.333.333,819.583.333.333.333,NA,828.958.333.333.333,117.833.333.333.333,17.1,8.2,0,21,11066,189.770.468.100.488,0.78,0.39,7.92,22.58,34.21,26.83,2.25
2019-12-07,245.416.666.666.667,279.416.666.666.667,818.125,NA,985.208.333.333.333,106.770.833.333.333,17.4,7.1,0,29,19347,149.894.040.419.703,0.79,0.42,11.21,22.5,39.25,19.25,2.58
2019-12-08,327.916.666.666.667,305.5,77,NA,986.041.666.666.667,979.375,14.2,6.1,0,16,9884,161.877.782.274.383,0.62,0.31,5.38,19.08,27.21,45.83,2.29
2019-12-09,409.583.333.333.333,296.916.666.666.667,615.833.333.333.333,NA,101.354.166.666.667,12.1625,16.3,8.5,0,112,50484,221.852.468.108.708,0.77,0.3,17.48,35.52,61.86,24.05,2.38
2019-12-10,198.333.333.333.333,271.625,680.208.333.333.333,NA,780.833.333.333.333,971.041.666.666.667,14.7,3.9,0,71,30647,231.670.310.307.697,1.4,0.47,61.83,40.58,134.83,11.88,2.71
2019-12-11,2.7875,289.833.333.333.333,70.875,NA,591.666.666.666.667,911.666.666.666.667,14.3,5.6,0.3,85,39535,214.999.367.648.919,0.61,0.21,5.33,11.42,19.58,58.88,1.88
2019-12-12,368.958.333.333.333,276.375,609.583.333.333.333,NA,55.875,1.110.625,13.8,8.6,0,64,33688,189.978.627.404.417,0.6,0.2,01.08,06.04,7.54,66.92,1.62
2019-12-13,450.208.333.333.333,290.020.833.333.333,603.958.333.333.333,NA,574.375,165.875,20.7,11.3,0,57,33346,17.093.504.468.302,0.76,0.25,5.12,15.38,23.17,57.12,1.83
2019-12-14,367.083.333.333.333,292.645.833.333.333,621.666.666.666.667,NA,108.75,146.479.166.666.667,18.7,6.7,0,34,21755,156.285.911.284.762,0.68,0.27,4.54,20.25,27.17,39.83,1.79
2019-12-15,181.041.666.666.667,255.5,801.458.333.333.333,NA,981.666.666.666.667,998.125,17.7,4.1,0,24,13316,180.234.304.595.975,01.02,0.4,18.38,40.79,68.71,16.08,1.88
2019-12-16,213.125,304.5,81.75,NA,31.25,10.7,13.9,7.3,0,88,35227,249.808.385.613.308,0.9,0.41,16.75,41.96,67.33,17.46,1.92
2019-12-17,195.416.666.666.667,228.5,852.916.666.666.667,NA,427.708.333.333.333,136.645.833.333.333,17.1,11.5,0,66,35688,184.936.112.979.153,0.91,0.38,15.88,34.62,58.79,20.25,2
2019-12-18,195.625,252.125,813.125,NA,586.666.666.666.667,1.325.625,18.4,10.3,0,54,29441,183.417.682.823.274,1.12,0.34,29.92,32.79,78.12,14.04,02.08
2019-12-19,219.791.666.666.667,253.5,858.541.666.666.667,NA,53.125,113.145.833.333.333,16.4,8.2,0,69,36150,190.871.369.294.606,0.76,0.23,8.83,21.33,34.79,44.75,1.33
2019-12-20,3.0625,214.958.333.333.333,878.125,NA,461.875,144.041.666.666.667,17.5,11.7,11.8,66,30707,214.934.705.441.756,0.71,0.23,8.5,24.79,37.58,43.42,1.42
2019-12-21,3.4125,236.395.833.333.333,788.125,NA,765.208.333.333.333,137.354.166.666.667,18.8,8,0.6,17,13100,129.770.992.366.412,0.6,0.2,1,1.83,3.5,81.38,1.54
2019-12-22,712.708.333.333.333,279.125,488.333.333.333.333,NA,99.75,160.416.666.666.667,18.4,13.1,0,21,9767,21.500.972.663.049,0.63,0.21,3.25,12.92,17.83,66.88,1.71
2019-12-23,324.166.666.666.667,2.934.375,605.833.333.333.333,NA,933.541.666.666.667,119.541.666.666.667,16.6,6.4,0,90,39103,230.161.368.692.939,0.91,0.28,11.96,25.79,43.67,27.92,1.96
2019-12-24,269.583.333.333.333,295.125,706.666.666.666.667,NA,913.541.666.666.667,116.520.833.333.333,17.7,7.1,0,54,28637,188.567.238.188.358,01.02,0.32,12.46,21.29,40.21,17.5,1.96
2019-12-25,2.85,277.125,76.625,NA,97.875,12.075,18.2,9.1,0,26,16697,155.716.595.795.652,0.75,0.25,5.25,17.88,25.79,23.88,1.96
2019-12-26,257.083.333.333.333,266.604.166.666.667,755.625,NA,811.666.666.666.667,119.583.333.333.333,17.1,8.7,0,25,13086,191.043.863.671.099,0.78,0.26,8.58,17.46,30.62,28.5,2
2019-12-27,342.291.666.666.667,304,727.916.666.666.667,NA,986.041.666.666.667,990.625,13.8,6.1,0,100,43721,228.723.039.271.746,0.85,0.32,11.62,26.21,43.71,16.71,2.12
2019-12-28,246.458.333.333.333,254.25,81.5,NA,959.583.333.333.333,8.3875,15.1,4.4,0,30,18886,158.847.823.784.814,0.91,0.32,8.58,27.92,41.04,19.83,2
2019-12-29,189.583.333.333.333,272.166.666.666.667,802.916.666.666.667,NA,639.166.666.666.667,10.175,14.2,6.6,0,29,17963,161.442.966.096.977,0.8,0.26,5,24.38,31.71,25.92,2
2019-12-30,225.208.333.333.333,288.375,749.375,NA,566.666.666.666.667,101.270.833.333.333,14.4,6.6,0,110,47731,230.458.192.788.754,0.72,0.27,6.83,18.79,29.38,34.46,2
2019-12-31,3.25,300.75,751.666.666.666.667,NA,769.791.666.666.667,879.791.666.666.667,14,6.5,0,60,32173,18.649.177.882.075,0.81,0.3,3.5,16.42,21.58,28.58,2
2020-01-01,225.833.333.333.333,264,791.458.333.333.333,NA,97.125,759.583.333.333.333,13.4,4.3,0,16,8753,182.794.470.467.268,0.9,0.34,16.79,23.33,48.83,22.21,02.04
2020-01-02,305.416.666.666.667,2.781.875,823.958.333.333.333,NA,809.166.666.666.667,6.7625,14.3,2.9,0,97,44575,217.610.768.367.919,1.12,0.34,19.67,25.92,55.88,21.42,2
2020-01-03,3.675,299.75,735.416.666.666.667,NA,710.416.666.666.667,706.666.666.666.667,10.4,4.3,0,78,38038,205.058.099.794.942,0.96,0.28,12.88,28.92,48.29,19.67,02.04
2020-01-04,362.916.666.666.667,2.971.875,634.791.666.666.667,NA,100.416.666.666.667,829.583.333.333.334,14.7,3.5,0,22,14900,147.651.006.711.409,0.85,0.3,6.17,22.29,31.62,24.92,02.08
2020-01-05,391.875,2.710.625,681.666.666.666.667,NA,104.625,837.291.666.666.667,15.4,5.3,0,15,10938,13.713.658.804.169,0.75,0.27,3.46,19,24.12,40.96,2
2020-01-06,239.791.666.666.667,261.041.666.666.667,782.916.666.666.667,NA,1.003.125,757.291.666.666.667,15.8,3.4,0,13,10292,126.311.698.406.529,1.17,0.38,21.29,34.5,66.83,16.54,02.08
2020-01-07,3.375,288.958.333.333.333,699.375,NA,102.833.333.333.333,796.875,14.9,3.9,0,105,49037,214.124.028.794.584,1.2,0.4,25.54,40.58,79.67,13.58,2.25
2020-01-08,233.958.333.333.333,2.631.875,764.375,NA,982.083.333.333.333,869.166.666.666.667,16.7,4.7,0,75,35897,208.931.108.449.174,1.16,0.42,31.5,31.88,79.88,29.04,2.33
2020-01-09,274.166.666.666.667,2.686.875,850.833.333.333.333,NA,994.583.333.333.333,818.125,14.9,4.3,0,54,28354,190.449.319.320.025,0.88,0.3,11.38,36.83,54.04,24.58,2
2020-01-10,207.083.333.333.333,288.458.333.333.333,876.666.666.666.667,NA,304.791.666.666.667,869.375,12.3,5.7,20,87,44445,195.747.553.155.586,0.69,0.23,5.42,16.46,24.75,38.54,02.04
2020-01-11,3.275,309.104.166.666.667,721.041.666.666.667,NA,107.395.833.333.333,776.666.666.666.667,12.6,4.3,0,42,23994,175.043.760.940.235,0.75,0.26,4.33,19.46,25.96,35.96,2.21
2020-01-12,278.125,287.541.666.666.667,724.375,NA,110.770.833.333.333,657.708.333.333.333,14.5,2.6,0,21,11588,181.221.953.745.254,1.33,0.41,47.04,46.04,117.71,20.38,2.71
2020-01-13,285.833.333.333.333,276.895.833.333.333,738.333.333.333.333,NA,99.125,654.166.666.666.667,12.9,2.1,0,107,52405,204.178.990.554.336,1.38,0.44,38.04,43.5,101.42,19.25,2.62
2020-01-14,2.95,273.583.333.333.333,754.166.666.666.667,NA,111.479.166.666.667,669.166.666.666.667,14.5,2.1,0,87,39465,220.448.498.669.707,1.45,0.35,38.88,41.25,100.54,24.08,2.58
2020-01-15,311.041.666.666.667,271.75,746.041.666.666.667,NA,100.708.333.333.333,711.458.333.333.333,14.6,2.6,0,94,42794,219.656.961.256.251,1.45,0.3,49.42,43.42,118.88,23.92,2.62
2020-01-16,266.875,264.875,78.375,NA,1.084.375,851.458.333.333.333,15.3,4.4,0,87,47497,183.169.463.334.526,01.01,0.25,20.71,27.38,58.92,38.71,2.21
2020-01-17,271.458.333.333.333,257.833.333.333.333,672.708.333.333.333,NA,111.625,110.979.166.666.667,18.6,5.4,0,79,41748,189.230.621.826.195,0.85,0.22,5.96,23.62,32.33,45.38,02.08
2020-01-18,266.875,265.291.666.666.667,665.416.666.666.667,NA,105.833.333.333.333,964.583.333.333.333,14.8,5.3,0,33,20960,157.442.748.091.603,0.65,0.2,1.88,11.83,14.46,63.29,1.92
2020-01-19,514.375,714.583.333.333.333,479.375,NA,395.833.333.333.333,107.520.833.333.333,12.3,9.2,1.1,24,13937,172.203.487.120.614,0.6,0.2,2.25,11.17,14.5,67.54,2
2020-01-20,802.708.333.333.333,33.375,54.125,NA,491.458.333.333.333,976.458.333.333.333,11.2,8.2,8.1,147,64863,226.631.515.656.075,0.68,0.27,2,11.5,14.44,64.33,2
2020-01-21,854.375,484.166.666.666.667,89,NA,445.833.333.333.333,107.416.666.666.667,12.5,8.5,98,78,38779,201.139.792.155.548,0.63,0.23,2.52,20.24,24.24,67.75,1.96
2020-01-22,431.458.333.333.333,155.479.166.666.667,893.541.666.666.667,NA,190.625,12.7875,14.6,10.1,3.5,103,46180,223.040.277.176.267,0.71,0.3,6.33,26.38,36,47.42,1.96
2020-01-23,272.708.333.333.333,190.104.166.666.667,872.916.666.666.667,NA,103.666.666.666.667,115.166.666.666.667,15.4,7.6,8.3,82,46729,175.479.894.712.063,1.28,0.5,23.81,42.86,79.1,20,2.38
2020-01-24,267.708.333.333.333,269.708.333.333.333,825.833.333.333.333,NA,108.604.166.666.667,926.458.333.333.333,15.7,5.8,0,85,36564,23.246.909.528.498,1.12,0.45,9.58,45.21,59.62,20.21,2
2020-01-25,191.458.333.333.333,274.25,827.083.333.333.333,NA,557.916.666.666.667,104.541.666.666.667,14.2,7.4,0,42,23826,176.278.015.613.196,0.84,0.4,7.92,25.58,37.62,36.46,2
2020-01-26,218.125,270.729.166.666.667,804.791.666.666.667,NA,103.270.833.333.333,1.098.125,16.9,6.4,0,19,13237,143.537.055.223.993,0.83,0.37,14.33,26.42,48.42,39.04,2.12
2020-01-27,276.875,269.895.833.333.333,76.5,NA,100.166.666.666.667,942.083.333.333.333,15,4.9,0.1,144,64168,224.410.921.331.505,0.77,0.33,10.17,25.88,41.12,47.46,02.08
2020-01-28,210.833.333.333.333,2.814.375,730.416.666.666.667,NA,706.458.333.333.333,113.833.333.333.333,17.3,5.6,0,112,53306,210.107.680.186.095,1,0.49,26.38,43.33,83.46,14.25,2.17
2020-01-29,146.875,253.333.333.333.333,842.916.666.666.667,NA,855.625,1.004.375,16.5,5.5,0,102,47368,215.335.247.424.422,1.43,0.56,45.38,40.83,109.92,14.21,2.46
2020-01-30,2.125,270.895.833.333.333,814.583.333.333.333,NA,969.166.666.666.667,11.8375,19.2,7.5,0,93,45794,20.308.337.336.769,1.1,0.5,37.58,41.21,98.38,16,2.38
2020-01-31,24.304.347.826.087,302.652.173.913.043,752.173.913.043.478,NA,110.217.391.304.348,12.3,18.7,9.2,0,103,46643,220.826.276.182.921,1.22,0.51,23.79,38.67,74.79,17,2.25
2020-02-03,248.333.333.333.333,254.738.095.238.095,748.095.238.095.238,NA,134.571.428.571.429,154.928.571.428.571,23,10.6,0,141,61246,230.219.116.350.456,0.89,0.4,25.42,33.46,72.04,26.29,2.29
2020-02-04,284.166.666.666.667,254.25,761.458.333.333.333,NA,123.833.333.333.333,139.770.833.333.333,21.9,9.1,0,105,50341,208.577.501.440.178,0.68,0.36,5.46,24.96,33.04,51.12,2
2020-02-05,274.791.666.666.667,275.604.166.666.667,650.416.666.666.667,NA,142.854.166.666.667,985.208.333.333.333,15.5,4.4,0,97,51972,186.638.959.439.698,0.88,0.43,16.96,30.17,56,42.17,2.12
2020-02-06,2.95,264.854.166.666.667,790.416.666.666.667,NA,143.708.333.333.333,859.375,15.1,4.5,0,78,37901,205.799.319.279.175,0.86,0.47,14.17,34.92,56.58,41.12,2
2020-02-07,198.541.666.666.667,253.770.833.333.333,839.375,NA,74.25,891.041.666.666.666,14.8,5.6,0,84,42112,199.468.085.106.383,0.84,0.48,7.21,32.21,43.04,38.58,2
2020-02-08,176.041.666.666.667,259.541.666.666.667,865.833.333.333.333,NA,65.25,969.791.666.666.667,14.2,5.5,0.1,26,16379,158.739.849.807.681,0.76,0.44,4.38,18.58,25.38,53.12,02.04
2020-02-09,373.541.666.666.667,249.375,830.208.333.333.333,NA,138.395.833.333.333,110.145.833.333.333,15.5,6.5,0,25,15099,165.573.879.064.839,0.74,0.47,11.91,27,44.95,41.91,2.38
2020-02-10,2.475,249.770.833.333.333,77.125,NA,1.454.375,133.791.666.666.667,21.7,8.2,0,117,53589,218.328.388.288.641,0.84,0.45,14,39,60.12,25.54,2.62
2020-02-11,201.666.666.666.667,192.291.666.666.667,822.708.333.333.333,NA,1.120.625,133.208.333.333.333,17.9,8,0,109,51792,210.457.213.469.262,0.69,0.41,4.79,32.67,39.83,42.96,03.04
2020-02-12,226.875,174.854.166.666.667,878.333.333.333.333,NA,305.625,119.541.666.666.667,12.9,10.9,0.1,93,43934,211.681.158.100.788,0.81,0.46,14.62,25.58,47.79,39.58,3.12
2020-02-13,318.125,2.441.875,879.791.666.666.667,NA,142.541.666.666.667,121.854.166.666.667,17.1,8.2,0,90,48437,185.808.369.634.783,0.72,0.46,9.96,28,42.92,31.17,03.08
2020-02-14,175.625,245.145.833.333.333,876.458.333.333.333,NA,725.625,112.333.333.333.333,16.4,6.4,0.1,72,36931,194.958.165.227.045,0.74,0.43,4.42,20.21,27.08,45.29,03.04
2020-02-15,252.083.333.333.333,253.520.833.333.333,872.291.666.666.667,NA,150.729.166.666.667,116.020.833.333.333,16.4,6.4,0,23,14854,154.840.447.017.638,0.62,0.39,1.38,9.83,12,75.96,3
2020-02-16,365.625,232.208.333.333.333,85.75,NA,689.375,127.395.833.333.333,15.3,6.8,0,14,9304,150.472.914.875.322,0.63,0.4,04.08,21.33,27.58,66.38,3
2020-02-17,255.416.666.666.667,215.229.166.666.667,863.541.666.666.667,NA,141.604.166.666.667,127.770.833.333.333,16.9,8,0,107,49573,215.843.301.797.349,0.65,0.4,3.12,18.71,23.25,55.5,3
2020-02-18,232.083.333.333.333,2.498.125,707.708.333.333.333,NA,1.655.625,111.416.666.666.667,15.8,6.3,0.2,74,41491,178.351.931.744.234,0.67,0.37,4.42,28.88,35.25,41.96,3.12
2020-02-19,264.791.666.666.667,2.649.375,709.583.333.333.333,NA,169,952.708.333.333.333,16.5,5.7,0,61,32721,186.424.620.274.441,0.88,0.42,22.92,35.62,70.5,38.54,3.67
2020-02-20,39.030.303.030.303,241.212.121.212.121,759.393.939.393.939,NA,246.090.909.090.909,117.666.666.666.667,16.2,6.2,0,46,24108,190.808.030.529.285,0.9,0.43,16.62,35.58,60.75,44.88,3.62
2020-02-21,326.041.666.666.667,258.875,700.416.666.666.667,NA,169.583.333.333.333,108.208.333.333.333,17.8,5.8,0,75,40607,184.697.219.691.186,0.77,0.45,05.08,31.79,39.29,48.21,3.5
2020-02-22,226.875,2.130.625,814.166.666.666.667,NA,161.645.833.333.333,104.083.333.333.333,16.8,6.1,0,17,11306,150.362.639.306.563,0.88,0.43,4.5,25.96,32.62,45.88,3.38
2020-02-23,326.041.666.666.667,247.020.833.333.333,781.458.333.333.333,NA,175.625,1.203.125,18.9,7.1,0.1,13,7148,181.869.054.280.918,0.93,0.45,14.79,39.08,61.58,44.96,3.58
2020-02-24,352.916.666.666.667,246.541.666.666.667,68.75,NA,177.541.666.666.667,127.083.333.333.333,19.4,8.7,0,94,43024,218.482.707.326.144,0.81,0.47,16.12,43.5,67.92,35.33,3.42
2020-02-25,261.666.666.666.667,201.583.333.333.333,810.208.333.333.333,NA,1.020.625,11.325,16.1,7.8,0,71,41599,170.677.179.739.898,0.6,0.34,1.83,14.38,17.04,67.54,03.04
2020-02-26,414.791.666.666.667,235.583.333.333.333,608.333.333.333.333,NA,182.520.833.333.333,128.958.333.333.333,18.5,7.6,0,66,38348,172.108.063.001.982,0.61,0.3,3.42,14.62,19.92,66.67,3.21
2020-02-27,384.583.333.333.333,265.041.666.666.667,555.208.333.333.333,NA,159.083.333.333.333,145.854.166.666.667,19.6,8.9,0,78,38294,203.687.261.712.018,0.68,0.38,8.58,23.92,36.96,54.71,03.08
2020-02-28,2.2875,244.020.833.333.333,766.666.666.666.667,NA,855.625,126.145.833.333.333,16.3,8.3,0,78,39734,196.305.431.116.928,0.65,0.38,3.21,24.38,28.88,55.58,03.04
2020-02-29,274.791.666.666.667,243.625,832.708.333.333.333,NA,132.916.666.666.667,13.45,17.5,8.7,0,30,22351,134.222.182.452.687,0.64,0.37,2.54,20.25,24.29,63.58,03.04
2020-03-01,393.958.333.333.333,184.520.833.333.333,679.583.333.333.333,NA,178.395.833.333.333,151.520.833.333.333,21,10.5,0,14,8760,159.817.351.598.174,0.61,0.3,1.12,6.25,08.08,81.5,3
2020-03-02,673.541.666.666.667,262.979.166.666.667,550.208.333.333.333,NA,169,144.104.166.666.667,18.3,9.1,2.4,111,51882,21.394.703.365.329,0.63,0.35,3.96,17,23.04,72.67,3.17
2020-03-03,394.375,275.895.833.333.333,549.375,NA,943.541.666.666.667,118.395.833.333.333,16.1,7.4,0,77,40687,189.249.637.476.344,0.61,0.41,3.38,28.88,33.88,47.75,3.25
2020-03-04,140.416.666.666.667,188.666.666.666.667,723.125,NA,870.625,115.208.333.333.333,17,5.6,0,85,40826,208.200.656.444.423,0.6,0.38,3.69,12.31,17.69,76.08,03.08
2020-03-05,423.541.666.666.667,267.5,648.333.333.333.333,NA,150.666.666.666.667,1.441.875,20.9,8.8,0.1,60,36559,164.118.274.569.873,0.6,0.33,1.96,8.71,11.62,81.92,3
2020-03-06,4.45,301.75,484.375,NA,186.541.666.666.667,116.083.333.333.333,16.9,7.6,0,66,34952,188.830.395.971.618,0.62,0.4,1.88,13.96,16.96,74.71,3.25
2020-03-07,263.541.666.666.667,238.083.333.333.333,554.583.333.333.333,NA,212.604.166.666.667,116.458.333.333.333,18.4,3.6,0,23,16185,142.106.889.094.841,0.61,0.38,2.12,15.79,18.96,72.38,3.5
