date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,c6h6,co,no,no2,nox,o3,so2,casos_total,poblacio_total,incidencia_1000
2018-01-03,518.541.666.666.667,289.666.666.666.667,593.958.333.333.333,NA,745.416.666.666.667,1.755.625,22.2,10.7,0,0.6,NA,1.36,13.55,15.64,49,2.45,155,72745,213.073.063.440.786
2018-01-04,440.625,287.354.166.666.667,546.458.333.333.333,NA,101.666.666.666.667,18.375,22.6,11.5,0,0.6,NA,3.38,22.12,27.42,34.75,2.71,134,61577,217.613.719.408.221
2018-01-05,2.625,270.395.833.333.333,617.916.666.666.667,NA,103.229.166.666.667,129.145.833.333.333,19.7,4.9,0,0.6,0.21,10.08,33.25,48.54,29.88,2.12,102,52890,192.853.091.321.611
2018-01-06,387.083.333.333.333,181.125,78.125,NA,548.958.333.333.333,115.416.666.666.667,15.7,6.4,0,0.6,0.24,13.21,30.38,50.5,24.88,3.79,94,46329,202.896.673.789.635
2018-01-07,2.55,203.75,841.666.666.666.667,NA,779.166.666.666.667,104.166.666.666.667,14.2,5.5,5.9,0.6,0.2,5.67,26.92,35.46,46.42,2.33,166,75776,219.066.722.972.973
2018-01-08,358.958.333.333.333,305.395.833.333.333,755.416.666.666.667,NA,970.625,830.416.666.666.666,13.7,5,0,0.6,NA,18.54,40,68.17,13.29,2.58,146,70707,206.485.920.771.635
2018-01-09,255.833.333.333.333,278.208.333.333.333,643.958.333.333.333,NA,1.016.875,827.291.666.666.667,14.7,4.3,0,0.6,NA,14.67,36.38,58.75,27,3,146,66499,219.552.173.716.898
2018-01-10,239.583.333.333.333,2.841.875,617.083.333.333.333,NA,973.958.333.333.333,930.416.666.666.667,14.1,5.8,0,0.6,NA,23.88,42.62,79.08,25.88,3.17,122,62469,195.296.867.246.154
2018-01-11,346.041.666.666.667,305.854.166.666.667,561.458.333.333.333,NA,109.020.833.333.333,10.2125,14.3,7.4,0,0.6,0.28,6.1,33.29,42.76,36.19,2,145,66170,219.132.537.403.657
2018-01-12,3.475,293.604.166.666.667,657.291.666.666.667,NA,107.375,752.083.333.333.333,13.6,4.1,0,0.6,0.37,31.29,41.67,89.42,26.71,2.88,60,36854,162.804.580.235.524
2018-01-13,309.166.666.666.667,277.520.833.333.333,756.041.666.666.667,NA,634.166.666.666.667,731.041.666.666.667,12.6,2.2,6,0.63,0.35,28.38,41.79,85.17,20,02.08,71,40368,175.881.886.642.885
2018-01-14,279.791.666.666.667,300.770.833.333.333,769.791.666.666.667,NA,102.958.333.333.333,8.575,12,5.6,0.6,0.6,0.32,8.21,29.54,41.83,30.88,1,158,64135,246.355.344.195.837
2018-01-15,286.041.666.666.667,300.208.333.333.333,734.166.666.666.667,NA,108.666.666.666.667,750.833.333.333.333,12.7,3.8,0,0.6,0.28,26.54,39.75,80.12,16.5,1.67,177,74743,236.811.473.984.186
2018-01-16,268.958.333.333.333,2.793.125,648.958.333.333.333,NA,110.854.166.666.667,113.958.333.333.333,18.1,4.2,0,0.6,0.31,20.58,39.04,70.29,26.5,2.54,167,74123,225.301.188.564.953
2018-01-17,362.916.666.666.667,249.208.333.333.333,642.291.666.666.667,NA,113.229.166.666.667,141.645.833.333.333,17.7,10.5,0.7,0.6,0.21,5.96,22.04,31.08,47.29,3.5,132,66826,197.527.908.299.165
2018-01-18,292.291.666.666.667,287.104.166.666.667,681.041.666.666.667,NA,114.229.166.666.667,975.833.333.333.333,14.6,6.3,0.3,0.6,0.28,20.79,43.38,74.96,28.33,3.29,122,54163,225.246.016.653.435
2018-01-19,244.375,270.208.333.333.333,731.458.333.333.333,NA,729.375,846.875,13.3,4.6,0,0.6,0.33,48.62,52.29,126.54,8.29,5,77,38838,198.259.436.634.224
2018-01-20,358.958.333.333.333,2.816.875,625.833.333.333.333,NA,115.895.833.333.333,117.395.833.333.333,17.9,6,0,0.6,0.27,12.42,29.21,47.83,34.92,3.83,62,36915,167.953.406.474.333
2018-01-21,454.583.333.333.333,2.908.125,584.791.666.666.667,NA,128.979.166.666.667,169.125,22.6,14.9,0,0.6,0.2,2.92,15.83,20.17,42.46,03.08,161,70187,229.387.208.457.407
2018-01-22,337.708.333.333.333,254.979.166.666.667,62.5,NA,118.625,150.375,20.7,10.4,0,0.61,0.28,19.54,31.54,61.25,24.92,4.12,126,54740,230.179.028.132.992
2018-01-23,234.791.666.666.667,267.145.833.333.333,772.916.666.666.667,NA,115.041.666.666.667,116.145.833.333.333,18.8,7.3,0,0.6,0.3,35.04,40.42,93.62,11.92,4.71,125,54632,22.880.363.157.124
2018-01-24,295.208.333.333.333,260.270.833.333.333,807.708.333.333.333,NA,119.875,1.081.875,17.4,5.6,0,0.6,0.3,31.5,36.96,84.96,12.54,4.12,134,62024,216.045.401.779.956
2018-01-25,196.666.666.666.667,235.854.166.666.667,851.875,NA,291.458.333.333.333,116.479.166.666.667,14,8.6,0,0.6,0.25,37.75,37,94.62,29.67,2.62,101,44670,226.102.529.661.966
2018-01-26,256.041.666.666.667,265.083.333.333.333,920.416.666.666.667,NA,897.916.666.666.667,819.791.666.666.667,13,5.7,38.7,0.6,0.24,21.21,56.38,88.71,17.62,02.08,50,27809,179.797.907.152.361
2018-01-27,250.208.333.333.333,209.916.666.666.667,713.541.666.666.667,NA,980.208.333.333.333,9.6625,13.5,6,0,0.6,0.24,16.29,36.04,60.62,25.42,3.29,81,47987,168.795.715.506.283
2018-01-28,225.416.666.666.667,206.291.666.666.667,702.916.666.666.667,NA,126.645.833.333.333,1.121.875,16.3,6.7,0,0.62,0.27,12.38,36.83,55.54,31.12,3.75,146,61081,239.026.865.964.866
2018-01-29,2.65,269,777.291.666.666.667,NA,1.289.375,953.958.333.333.333,16.1,5.8,0,0.6,0.28,37.33,44.92,101.88,20.54,4,99,44898,220.499.799.545.637
2018-01-30,2.5875,2.481.875,793.333.333.333.333,NA,129.458.333.333.333,918.541.666.666.666,15.7,5.3,0,0.6,0.3,38.21,44.33,102.67,22.46,4,123,57184,215.095.131.505.316
2018-01-31,297.708.333.333.333,261.270.833.333.333,805.208.333.333.333,NA,133.291.666.666.667,8.1125,15.1,3.9,0,0.6,0.28,38.17,40.88,98.88,17.6,2.33,110,58659,187.524.506.043.403
2018-02-01,225.416.666.666.667,2.450.625,836.875,NA,371.041.666.666.667,715.625,10.9,4.2,6,0.6,0.26,36.96,48.5,104.79,15.08,1.75,126,54304,23.202.710.665.881
2018-02-02,275.625,306.458.333.333.333,679.583.333.333.333,NA,676.875,697.083.333.333.333,11.4,5.3,0.2,0.6,0.22,35.46,44.54,98.67,19.67,02.08,57,31951,178.398.172.201.183
2018-02-03,353.333.333.333.333,296.875,507.708.333.333.333,NA,124.708.333.333.333,793.333.333.333.333,12.2,3.6,0,0.6,0.2,3.17,24.17,29.04,44.62,3.25,54,28200,191.489.361.702.128
2018-02-04,304.375,215.479.166.666.667,836.458.333.333.333,NA,147.916.666.666.667,740.208.333.333.333,9.9,5.6,35.8,0.6,0.2,2.83,26.21,30.58,39.67,03.08,95,45176,210.288.648.840.092
2018-02-05,236.875,173.604.166.666.667,945.833.333.333.333,NA,218.333.333.333.333,8.45,9.5,5.8,39.8,0.6,0.25,18.21,51.21,78.96,27.12,3.71,102,51741,197.135.733.750.797
2018-02-06,204.791.666.666.667,229.145.833.333.333,805.208.333.333.333,NA,64.75,847.083.333.333.333,11.4,6.3,5.4,0.6,0.22,17.54,38.71,65.38,24.79,3.42,101,48602,207.810.378.173.738
2018-02-07,2.7625,291.875,586.875,NA,145.708.333.333.333,6.0875,11.5,1.6,0,0.6,0.29,24.64,41,78.55,26.18,3.41,68,34455,197.358.873.893.484
2018-02-08,3.2,226.604.166.666.667,70.375,NA,92.5,418.958.333.333.333,8.5,1.3,0,0.6,0.23,17.54,43.83,70.79,25,3,110,48904,22.493.047.603.468
2018-02-09,274.166.666.666.667,2.861.875,62.875,NA,138.958.333.333.333,516.041.666.666.667,10.1,0.8,0,0.6,0.26,21.74,44.78,78.13,21.61,3.7,57,32893,173.289.149.667.102
2018-02-10,272.083.333.333.333,278.375,49.75,NA,155.666.666.666.667,640.833.333.333.333,13.2,1.8,0,0.6,0.23,15,40.92,63.92,32.88,3.96,54,30121,179.276.916.437.037
2018-02-11,3.1625,263.041.666.666.667,631.875,NA,140.583.333.333.333,833.541.666.666.667,14.3,1.8,0,0.6,0.22,05.08,28,35.71,40.42,4.79,119,58682,202.787.907.705.941
2018-02-12,1.9,156.333.333.333.333,887.291.666.666.667,NA,246.875,736.041.666.666.667,10.9,3,12.8,0.6,0.22,12.42,39.42,58.38,33.95,3,116,56127,206.674.149.696.225
2018-02-13,361.458.333.333.333,285.645.833.333.333,687.916.666.666.667,NA,113.208.333.333.333,5.6,11.3,1.3,0,0.6,0.24,12.3,41.5,60.1,32.57,2.13,116,59356,195.430.958.959.499
2018-02-14,206.041.666.666.667,274.479.166.666.667,753.333.333.333.333,NA,561.458.333.333.333,657.916.666.666.667,11.3,0.4,0,0.6,0.32,41.09,52.96,115.78,14.83,3,98,54787,178.874.550.532.061
2018-02-15,228.958.333.333.333,2.629.375,800.208.333.333.333,NA,1.583.125,106.729.166.666.667,17.1,5.9,0,NA,0.42,60.46,49.33,141.62,14.71,3.83,85,37957,223.937.613.615.407
2018-02-16,258.958.333.333.333,2.401.875,851.458.333.333.333,NA,857.916.666.666.667,119.645.833.333.333,16.7,8.5,0,0.6,0.23,32.38,38.62,87.92,25.83,3.21,58,35194,164.800.818.321.305
2018-02-17,229.375,192.479.166.666.667,898.333.333.333.333,NA,736.458.333.333.333,11.3375,15.2,8.4,0.2,0.6,0.27,14.08,28.38,49.71,35,2,58,33292,174.216.027.874.564
2018-02-18,249.583.333.333.333,256.625,716.458.333.333.333,NA,1.470.625,1.023.125,15.5,7.1,0,0.6,0.23,11.04,29.62,46.54,47,1.79,111,51674,214.808.220.768.665
2018-02-19,204.166.666.666.667,231.833.333.333.333,803.958.333.333.333,NA,791.666.666.666.667,9.5125,13.3,5.8,0,0.6,0.28,33.46,41.25,92.12,29.08,2.21,118,53963,218.668.346.830.236
2018-02-20,173.958.333.333.333,237.625,82.125,NA,104.75,111.708.333.333.333,15.6,7.1,0,0.6,0.32,36.5,48.75,104.21,19.71,2.29,95,46859,202.735.867.175.996
2018-02-21,283.958.333.333.333,237.958.333.333.333,63.625,NA,105.083.333.333.333,9.5125,15.5,4.6,0.4,0.6,0.28,31.88,47.96,96.42,26.62,2.88,106,53014,19.994.718.376.278
2018-02-22,2.7125,198.354.166.666.667,648.541.666.666.667,NA,172.875,658.333.333.333.333,11.2,1.5,0,0.6,0.21,20.21,35.25,65.92,42.46,2.92,117,60793,19.245.636.833.188
2018-02-23,256.666.666.666.667,252.729.166.666.667,671.041.666.666.667,NA,149.5,644.583.333.333.333,11.3,3.2,0,0.6,0.31,26.29,50.96,91.12,33.12,2.79,62,30068,206.199.281.628.309
2018-02-24,304.166.666.666.667,261.020.833.333.333,698.333.333.333.333,NA,178.708.333.333.333,639.791.666.666.667,13.2,1.7,0,0.6,0.3,17.58,47.12,73.79,37.46,3.21,49,28080,174.501.424.501.424
2018-02-25,2.475,250.375,675.833.333.333.333,NA,178.916.666.666.667,860.208.333.333.333,16.3,2.8,0,0.6,0.35,16.92,47.67,73.5,39.88,2.83,126,53354,236.158.488.585.673
2018-02-26,352.708.333.333.333,173.375,718.333.333.333.333,NA,515.625,642.916.666.666.667,10.7,3.1,0.2,0.6,0.28,27.29,38.38,80.21,45.45,2.46,86,41141,209.037.213.485.331
2018-02-27,169.166.666.666.667,172.708.333.333.333,707.916.666.666.667,NA,415.625,256.458.333.333.333,4.4,1.1,2.9,0.6,0.27,6.92,38.04,48.42,50,1.38,93,46035,202.020.202.020.202
2018-02-28,281.666.666.666.667,1.995.625,879.583.333.333.333,NA,164.583.333.333.333,390.416.666.666.667,6.3,0.5,13.3,0.6,0.32,15.21,55.29,78.42,29.33,1.58,106,49570,213.839.015.533.589
2018-03-01,287.291.666.666.667,206.166.666.666.667,885.625,NA,963.333.333.333.333,108.770.833.333.333,15.5,6.3,2.4,0.6,0.32,23.17,52.29,87.58,26.25,2.71,106,49494,21.416.737.382.309
2018-03-02,457.916.666.666.667,257.020.833.333.333,572.083.333.333.333,NA,139.479.166.666.667,117.833.333.333.333,15.1,9.2,2.3,0.6,0.23,5.58,27.17,35.5,64.33,2,41,26541,154.477.977.468.822
2018-03-03,290.625,236.020.833.333.333,746.875,NA,184.354.166.666.667,119.708.333.333.333,19,7.1,0.9,0.6,0.24,7.79,30.79,42.5,57,02.08,47,28626,16.418.640.396.842
2018-03-04,205.208.333.333.333,249.125,817.291.666.666.667,NA,1.136.875,1.146.875,16.9,7.7,0,0.6,0.36,13.83,42.08,63,29.62,3.17,121,56493,214.185.828.332.714
2018-03-05,295.625,262.708.333.333.333,814.583.333.333.333,NA,114.333.333.333.333,1.058.125,15.4,6.3,3.4,0.6,0.27,25.79,39.08,78.42,36.04,2.58,97,54063,179.420.305.939.367
2018-03-06,365.208.333.333.333,272.916.666.666.667,624.583.333.333.333,NA,207.770.833.333.333,118.270.833.333.333,17.8,5.8,0,0.6,0.23,5.25,31.92,39.54,54.04,02.08,92,46704,196.985.268.927.715
2018-03-07,293.333.333.333.333,280.5,597.291.666.666.667,NA,214.145.833.333.333,101.791.666.666.667,16.6,4.6,0,0.6,0.24,17.21,39.62,65.92,40.88,3.17,68,33841,200.939.688.543.483
2018-03-08,280.833.333.333.333,260.854.166.666.667,759.791.666.666.667,NA,108.833.333.333.333,931.666.666.666.667,15,4.1,0.1,0.6,0.3,36.5,49,104.62,36.29,3.54,105,47026,223.280.738.314.975
2018-03-09,242.083.333.333.333,2.244.375,855.208.333.333.333,NA,193.854.166.666.667,114.770.833.333.333,17.5,6.3,0,0.6,0.26,31.14,46.18,93.32,34.73,3.5,51,31182,16.355.589.763.325
2018-03-10,2.975,226.395.833.333.333,85.125,NA,2.026.875,143.625,19.8,9.2,0.8,0.6,0.2,14.92,31.46,54.04,47.42,2.71,61,32710,186.487.312.748.395
2018-03-11,415.208.333.333.333,236.645.833.333.333,744.583.333.333.333,NA,171.854.166.666.667,131.270.833.333.333,18.5,8.6,0.1,0.6,0.2,3.54,21.46,26.79,54.46,2,109,56902,191.557.414.502.126
2018-03-12,349.791.666.666.667,2.390.625,54.25,NA,208.291.666.666.667,135.979.166.666.667,19.3,7.2,0,0.6,0.21,4.33,25.21,31.71,66.38,1.67,78,42373,184.079.484.577.443
2018-03-13,251.458.333.333.333,2.606.875,742.083.333.333.333,NA,977.291.666.666.667,102.604.166.666.667,15.8,5.9,0.1,0.6,0.28,30.12,50.12,96.17,31.88,3.62,96,44546,215.507.565.213.487
2018-03-14,260.625,2.093.125,820.625,NA,153.104.166.666.667,1.168.125,16.4,6.4,0,0.6,0.32,25.86,42.64,82,34.41,3.33,105,48539,216.320.896.598.611
2018-03-15,311.041.666.666.667,253.416.666.666.667,699.166.666.666.667,NA,149.5,136.104.166.666.667,19.1,7.5,0.1,0.6,0.22,10.96,37.92,54.62,54.33,1.75,53,26265,201.789.453.645.536
2018-03-16,265.833.333.333.333,243.979.166.666.667,665.625,NA,196.208.333.333.333,11.075,17.6,4.6,0.1,0.6,0.23,13.67,45.42,66.25,42.75,2,43,29717,144.698.320.826.463
2018-03-17,261.875,244.25,726.041.666.666.667,NA,140.020.833.333.333,822.291.666.666.667,15.4,2.3,1.3,0.6,0.2,3.71,29.42,35.08,56.96,1.42,43,27634,155.605.413.620.902
2018-03-18,265.416.666.666.667,249.229.166.666.667,68,NA,245.354.166.666.667,911.875,15.3,4.2,0,0.6,0.24,6.5,29.04,38.71,53.58,1.67,98,49487,198.031.806.332.976
2018-03-19,345.208.333.333.333,268.75,648.333.333.333.333,NA,189.020.833.333.333,936.875,15.3,1.8,0.6,0.6,0.23,11.54,41.71,59.17,45.88,2.29,77,31924,241.197.844.881.594
2018-03-20,3.1125,256.208.333.333.333,725.208.333.333.333,NA,155.104.166.666.667,714.375,14.1,1.4,36,0.6,0.32,13.04,38.33,58,50.83,1.67,97,47371,204.766.629.372.401
2018-03-21,296.666.666.666.667,272.041.666.666.667,377.083.333.333.333,NA,233.604.166.666.667,888.541.666.666.667,14.7,4.5,0,0.6,0.22,08.08,39.54,51.62,56.46,2.21,87,40967,212.366.050.723.753
2018-03-22,284.583.333.333.333,277.125,415.416.666.666.667,NA,245.333.333.333.333,963.958.333.333.333,16.6,0.9,0,0.6,0.28,21.04,49,80.92,44.5,2.71,79,37643,209.866.376.218.686
2018-03-23,291.875,222.520.833.333.333,52.125,NA,238.145.833.333.333,105.583.333.333.333,18,6.6,0,0.61,0.25,15.88,47.38,71.5,49.08,3.75,23,13878,165.729.932.266.897
2018-03-24,349.166.666.666.667,301.416.666.666.667,883.125,NA,291.041.666.666.667,796.875,9.3,6.2,35.2,0.6,0.32,14.67,43.46,65.88,39.71,2.38,37,17655,209.572.359.105.069
2018-03-25,227.291.666.666.667,274.354.166.666.667,753.541.666.666.667,NA,841.041.666.666.667,101.208.333.333.333,13.3,7.6,0.5,0.6,0.22,4.43,30.7,37.17,60.7,1.61,116,51901,223.502.437.332.614
2018-03-26,278.541.666.666.667,249.5,767.916.666.666.667,NA,234.895.833.333.333,107.479.166.666.667,18.4,5.8,5.9,0.6,0.32,14,44.25,65.5,32.54,2.25,92,45866,200.584.310.818.471
2018-03-27,297.083.333.333.333,225.854.166.666.667,710.208.333.333.333,NA,222.166.666.666.667,118.395.833.333.333,15.9,7.5,0,0.6,0.26,18.08,46,73.71,39.96,2.58,79,35894,220.092.494.567.337
2018-03-28,3.2375,195.541.666.666.667,723.541.666.666.667,NA,259.875,147.395.833.333.333,20.3,9.4,0,0.6,0.31,32.62,45.5,95.33,29.58,4.75,54,31871,169.433.026.889.649
2018-03-29,210.625,2.050.625,783.333.333.333.333,NA,2.498.125,132.604.166.666.667,17.6,8.2,0,0.6,0.25,25,34.92,73.04,54.25,3.54,48,26543,18.083.863.918.924
2018-03-30,301.875,258.729.166.666.667,678.541.666.666.667,NA,232.520.833.333.333,125.395.833.333.333,19.4,6.6,0,0.6,0.24,4.42,25.75,32.21,58.71,2.33,45,25064,179.540.376.635.812
2018-03-31,476.041.666.666.667,280.229.166.666.667,483.333.333.333.333,NA,240.208.333.333.333,12.25,17.8,4.8,0,0.6,0.2,02.08,12.04,14.88,84.29,1.92,37,17012,217.493.533.976.017
2018-04-01,305.208.333.333.333,244.895.833.333.333,595.416.666.666.667,NA,2.646.875,11.575,16.4,6.2,0,0.6,0.2,2.92,15.33,19.46,79.17,1.96,44,22513,195.442.633.145.294
2018-04-02,243.333.333.333.333,165.541.666.666.667,710.416.666.666.667,NA,204.958.333.333.333,1.263.125,18.1,6.9,0,0.6,0.22,5.17,31.33,39.08,60.75,3.58,109,53609,203.324.068.719.804
2018-04-03,2.925,208.125,80.625,NA,236.604.166.666.667,139.625,17.6,10.6,0,0.6,0.25,19.96,36.58,66.96,65.54,2.67,74,36684,20.172.282.193.872
2018-04-04,359.166.666.666.667,249.333.333.333.333,619.583.333.333.333,NA,2.734.375,165.020.833.333.333,22.2,10.4,0,0.6,0.22,9.38,26.46,40.71,69.75,2.38,72,35825,200.976.971.388.695
2018-04-05,243.958.333.333.333,212.916.666.666.667,736.666.666.666.667,NA,262.604.166.666.667,135.729.166.666.667,19.1,8.5,0,0.6,0.22,23.04,35.92,71,55.29,3.12,53,31288,169.394.016.875.479
2018-04-06,298.958.333.333.333,159.520.833.333.333,766.875,NA,178.166.666.666.667,132.604.166.666.667,17.6,8.1,0.2,0.6,0.25,21.25,44.38,76.79,39.71,3.46,44,30086,146.247.424.051.054
2018-04-07,552.083.333.333.333,552.916.666.666.667,69.25,NA,117.166.666.666.667,1.494.375,16.9,13.4,0.4,0.6,0.2,2.42,14.54,18,89.83,2.17,33,21095,156.435.174.211.899
2018-04-08,312.708.333.333.333,194.645.833.333.333,81.75,NA,684.583.333.333.333,1.318.125,14.7,10.9,3.6,0.6,0.2,2.71,19.67,23.54,71,1.54,91,45539,199.828.718.241.507
2018-04-09,267.916.666.666.667,246.520.833.333.333,785.416.666.666.667,NA,257.270.833.333.333,127.041.666.666.667,17.8,7,0.1,0.6,0.24,27.12,33.17,74.38,49.79,2.29,77,39853,19.321.004.692.244
2018-04-10,326.875,205.520.833.333.333,764.166.666.666.667,NA,2.194.375,11.7375,16.3,5.4,7.5,0.6,0.22,18.21,32.38,59.96,61.5,2.71,81,40374,200.624.164.065.983
2018-04-11,453.333.333.333.333,1.271.875,828.958.333.333.333,NA,222.270.833.333.333,117.791.666.666.667,15.8,8.7,24.9,0.6,0.2,2.57,14.1,17.9,96.5,1.75,62,30528,203.092.243.186.583
2018-04-12,279.791.666.666.667,254.791.666.666.667,758.541.666.666.667,NA,238.791.666.666.667,11.85,16.4,7.5,0,0.6,0.21,10.71,34.38,50.62,64.3,02.05,79,32826,240.662.889.173.216
2018-04-13,242.708.333.333.333,137.625,910.416.666.666.667,NA,813.958.333.333.333,125.458.333.333.333,15.2,7,6.3,0.6,0.3,18.21,46.25,74.25,43.25,2.54,43,22882,187.920.636.308.015
2018-04-14,2.25,244.333.333.333.333,869.166.666.666.667,NA,45.125,132.166.666.666.667,14.5,12,8.8,0.6,0.23,4.96,41.21,48.54,44.96,1.83,29,18370,157.866.086.009.799
2018-04-15,295.208.333.333.333,234.958.333.333.333,701.041.666.666.667,NA,269.041.666.666.667,1.550.625,20.7,10.7,0,0.6,0.2,3,20.83,25.21,65.12,02.04,90,36194,248.659.998.894.844
2018-04-16,195.625,1.855.625,821.666.666.666.667,NA,721.458.333.333.333,137.333.333.333.333,16.8,9.5,0.4,0.6,0.27,24.17,64.08,100.92,23.46,3.62,68,30222,22.500.165.442.393
2018-04-17,306.458.333.333.333,248.291.666.666.667,73.25,NA,295.395.833.333.333,163.083.333.333.333,23,10,0,0.6,0.25,14.42,39.71,61.58,39.08,2.83,69,37339,184.793.379.576.314
2018-04-18,2.3875,204.895.833.333.333,648.333.333.333.333,NA,293,1.763.125,23.2,11.9,0,0.6,0.27,21.5,52.12,85,39.55,4.12,84,38547,217.915.791.112.149
2018-04-19,247.291.666.666.667,167.041.666.666.667,707.916.666.666.667,NA,286.041.666.666.667,1.643.125,21.4,11.2,0,0.61,0.31,22.79,57.42,92.17,57.08,6.42,70,36852,189.948.985.129.708
2018-04-20,2.0875,222.541.666.666.667,733.333.333.333.333,NA,288.104.166.666.667,160.708.333.333.333,22.3,10.9,0,0.6,0.27,28.67,51.96,95.71,51.42,05.08,35,19464,179.819.153.308.672
2018-04-21,265.833.333.333.333,235.895.833.333.333,70.75,NA,295.916.666.666.667,1.669.375,23.6,11.4,0,0.6,0.27,9.58,39.5,54,49.79,4.75,56,31628,177.058.302.769.698
2018-04-22,303.958.333.333.333,2.336.875,71.5,NA,264.583.333.333.333,16.725,22.8,11.2,0,0.6,0.21,4,30.25,36.38,61.62,3.92,99,39700,249.370.277.078.086
2018-04-23,183.958.333.333.333,204.291.666.666.667,705.208.333.333.333,NA,247.479.166.666.667,17.625,23.6,11,0,0.6,0.26,20.12,53.12,83.67,42.33,6.25,75,34801,215.511.048.533.088
2018-04-24,190.208.333.333.333,230.583.333.333.333,713.333.333.333.333,NA,2.758.125,183.125,25,13.2,0,0.6,0.26,27.21,48.21,89.54,45.75,4.88,72,33984,211.864.406.779.661
2018-04-25,251.666.666.666.667,177.770.833.333.333,736.666.666.666.667,NA,276.75,184.354.166.666.667,25.3,13.6,0,0.6,0.3,19.67,53.67,83.58,26.85,4.88,88,41218,213.498.956.766.461
2018-04-26,263.541.666.666.667,231.208.333.333.333,778.125,NA,293.708.333.333.333,175.416.666.666.667,22.1,13.2,0,0.6,0.23,16.83,34.46,60.08,48.67,3.17,72,38781,185.657.925.272.685
2018-04-27,270.208.333.333.333,190.416.666.666.667,799.166.666.666.667,NA,2.931.875,173.520.833.333.333,22.4,12.6,0,0.6,0.22,11.04,30.25,47.04,55.21,1.92,34,18461,184.172.038.351.119
2018-04-28,1.85,1.785.625,803.333.333.333.333,NA,266.541.666.666.667,176.604.166.666.667,22,12.7,0,0.6,0.21,6.38,26,35.75,68.5,3.46,43,24040,178.868.552.412.646
2018-04-29,3.475,203.729.166.666.667,761.666.666.666.667,NA,201.583.333.333.333,150.270.833.333.333,19.4,8.2,1,0.6,0.2,2.54,13.96,17.29,80.92,1.67,72,33416,215.465.645.199.904
2018-04-30,339.166.666.666.667,240.770.833.333.333,652.708.333.333.333,NA,302.708.333.333.333,132.166.666.666.667,18.8,6.3,0,0.6,0.2,8.42,25.12,37.62,63.71,2.17,48,25851,185.679.470.813.508
2018-05-01,211.041.666.666.667,214.916.666.666.667,807.916.666.666.667,NA,165.645.833.333.333,11.05,17.5,7.3,19.8,0.6,0.2,2.5,23.38,27.08,70.25,2.33,82,43162,18.998.192.854.826
2018-05-02,320.625,235.895.833.333.333,713.333.333.333.333,NA,329.729.166.666.667,133.458.333.333.333,19.3,6.7,0,0.6,0.22,10.38,36.5,52.25,45.83,2.33,93,45217,205.674.856.801.645
2018-05-03,210.208.333.333.333,244.604.166.666.667,74.375,NA,213.333.333.333.333,1.575.625,22.3,9.9,1.2,0.6,0.26,20.29,45.54,76.29,32.42,2.96,55,30084,182.821.433.320.037
2018-05-04,284.166.666.666.667,269.416.666.666.667,655.416.666.666.667,NA,112.5,148.166.666.666.667,17.2,12.4,0.3,0.6,0.22,10.54,39.54,55.62,37.17,2.58,47,24127,194.802.503.419.406
2018-05-05,278.125,275.479.166.666.667,763.333.333.333.333,NA,982.708.333.333.333,15.775,20.9,13.1,3.1,0.6,0.27,6.21,38.58,48.17,40.17,2.58,46,28791,159.772.151.019.416
2018-05-06,234.791.666.666.667,255,829.166.666.666.667,NA,189.416.666.666.667,16.6,23.8,13.1,2.4,0.6,0.25,8.38,32.92,45.62,39.57,2.42,99,48853,202.648.762.614.374
2018-05-07,2.2,216.75,849.166.666.666.667,NA,245.833.333.333.333,176.458.333.333.333,23.7,12.9,0,0.6,0.3,13.21,35.21,55.21,49.58,2.33,93,46707,199.113.623.225.641
2018-05-08,1.7625,2.126.875,874.375,NA,204.833.333.333.333,173.041.666.666.667,23.8,12.6,0.5,0.6,0.26,12.67,33.12,52.29,53.21,2,65,36876,176.266.406.334.743
2018-05-09,223.541.666.666.667,2.254.375,83.375,NA,214.375,1.715.625,22.6,13.8,0.6,0.6,0.3,7.33,32.33,43.46,51.71,2.33,61,27906,218.590.984.017.774
2018-05-10,221.875,199.354.166.666.667,824.375,NA,241,173.104.166.666.667,21.2,13.1,0,0.6,0.25,16.38,27.9,52.81,50.91,2.58,60,30474,196.889.151.407.757
2018-05-11,400.208.333.333.333,217.5,821.666.666.666.667,NA,324.875,1.684.375,21.2,11.4,0,0.6,0.25,12.04,21.83,40.29,65.38,1.88,49,23837,205.562.780.551.244
2018-05-12,2.7875,209.354.166.666.667,894.791.666.666.667,NA,1.271.875,164.875,20.4,11.2,2.9,0.6,0.21,4.38,25.33,32.12,57.96,1.83,38,16825,225.854.383.358.098
2018-05-13,277.916.666.666.667,2.035.625,685.833.333.333.333,NA,252.895.833.333.333,132.875,18.2,8.8,4.4,0.6,0.21,3,18,22.46,68.25,3.92,86,41439,207.533.965.587.973
2018-05-14,2.8625,198.020.833.333.333,65.25,NA,286.229.166.666.667,137.291.666.666.667,19.4,6.6,0,0.6,0.2,7.29,31.62,42.58,49.67,5.12,80,39318,203.469.148.990.284
2018-05-15,270.416.666.666.667,236.958.333.333.333,66.875,NA,317.875,158.875,23.8,8.2,0,0.6,0.21,7.83,29.08,41.08,57.92,4.62,96,47683,201.329.614.327.958
