,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,so2
4527,2024-04-15,230.416.666.666.667,198.125,652.083.333.333.333,NA,2.144.375,1.779.375,23.8,10.4,0,31,16878,183.671.051.072.402,NA,NA,NA,NA,NA
4528,2024-04-16,334.583.333.333.333,234.645.833.333.333,660.833.333.333.333,NA,284.729.166.666.667,166.604.166.666.667,21,13.5,1.7,22,9776,225.040.916.530.278,NA,NA,NA,NA,NA
4529,2024-04-17,347.708.333.333.333,236.166.666.666.667,67,NA,213.229.166.666.667,14.875,18.3,12.2,0,20,8511,234.990.012.924.451,NA,NA,NA,NA,NA
4530,2024-04-18,2.8125,210.416.666.666.667,71.125,NA,213.291.666.666.667,136.895.833.333.333,18.9,7.1,0,24,12553,191.189.357.125.787,NA,NA,NA,NA,NA
4531,2024-04-19,397.291.666.666.667,255.104.166.666.667,722.916.666.666.667,NA,307.5,133.458.333.333.333,19.5,7.5,0,26,14671,177.220.366.709.836,NA,NA,NA,NA,NA
4532,2024-04-20,213.333.333.333.333,208,793.333.333.333.333,NA,285.479.166.666.667,138.104.166.666.667,20.4,6.3,0,16,7040,227.272.727.272.727,NA,NA,NA,NA,NA
4533,2024-04-21,211.041.666.666.667,228.791.666.666.667,766.458.333.333.333,NA,194.145.833.333.333,135.958.333.333.333,18.7,8.2,0,11,5284,208.175.624.526.874,NA,NA,NA,NA,NA
4534,2024-04-22,304.791.666.666.667,208.354.166.666.667,890.208.333.333.333,NA,1.694.375,110.458.333.333.333,15.4,8,12.6,41,20850,196.642.685.851.319,NA,NA,NA,NA,NA
4535,2024-04-23,234.791.666.666.667,242.416.666.666.667,710.625,NA,236.333.333.333.333,1.040.625,16.8,3.9,0.1,25,11677,214.096.086.323.542,NA,NA,NA,NA,NA
4536,2024-04-24,361.914.893.617.021,259.106.382.978.723,630.212.765.957.447,NA,323.978.723.404.255,123.978.723.404.255,19.1,5,0,31,18338,16.904.787.872.178,NA,NA,NA,NA,NA
4537,2024-04-25,271.041.666.666.667,160.791.666.666.667,762.916.666.666.667,NA,199.916.666.666.667,134.583.333.333.333,16.4,10.9,0.8,8,3713,21.545.919.741.449,NA,NA,NA,NA,NA
4538,2024-04-26,235.416.666.666.667,2.034.375,810.625,NA,278.479.166.666.667,154.270.833.333.333,20.5,9,0.1,29,14212,204.052.913.031.241,NA,NA,NA,NA,NA
4539,2024-04-27,302.708.333.333.333,124.166.666.666.667,90.875,NA,126.875,172.416.666.666.667,20.8,15.2,0.5,19,12132,156.610.616.551.269,NA,NA,NA,NA,NA
4540,2024-04-28,2.225,138.875,923.333.333.333.333,NA,790.833.333.333.333,15.75,18.5,13.5,4.3,17,9881,172.047.363.627.163,NA,NA,NA,NA,NA
4541,2024-04-29,188.958.333.333.333,184.229.166.666.667,997.708.333.333.333,NA,197.083.333.333.333,136.583.333.333.333,14.6,13.1,99.7,21,9608,21.856.786.011.657,NA,NA,NA,NA,NA
4542,2024-04-30,2.275,198.214.285.714.286,946.428.571.428.571,NA,176.142.857.142.857,154.785.714.285.714,18.3,13.6,0,27,12581,214.609.331.531.675,NA,NA,NA,NA,NA
4543,2024-06-09,2.065,168.1,82.675,NA,232.325,220.625,26,18.4,2,11,5559,19.787.731.606.404,NA,NA,NA,NA,NA
4544,2024-06-10,177.916.666.666.667,211.125,743.541.666.666.667,NA,920.208.333.333.333,201.083.333.333.333,22.3,17.9,0.2,27,10202,26.465.398.941.384,NA,NA,NA,NA,NA
4545,2024-06-11,1.65,292.041.666.666.667,908.125,NA,712.916.666.666.667,181.770.833.333.333,21.6,15.5,22.3,23,11604,198.207.514.650.121,NA,NA,NA,NA,NA
4546,2024-06-12,241.666.666.666.667,229.979.166.666.667,833.541.666.666.667,NA,255.291.666.666.667,184.708.333.333.333,24.3,14,13.8,21,11506,1.825.134.712.324,NA,NA,NA,NA,NA
4547,2024-06-13,373.541.666.666.667,253.291.666.666.667,801.041.666.666.667,NA,360.520.833.333.333,186.854.166.666.667,22.9,12.8,0.2,26,13430,193.596.425.912.137,NA,NA,NA,NA,NA
4548,2024-06-14,291.041.666.666.667,225.25,892.708.333.333.333,NA,2.646.875,209.791.666.666.667,25.4,15.4,0,31,16121,192.295.763.290.118,NA,NA,NA,NA,NA
4549,2024-06-15,305.416.666.666.667,136.041.666.666.667,770.833.333.333.333,NA,325.041.666.666.667,205.104.166.666.667,24.2,15.9,0,9,3701,2.431.775.195.893,NA,NA,NA,NA,NA
4550,2024-06-16,217.291.666.666.667,221.916.666.666.667,77.875,NA,344.5,209.833.333.333.333,25.8,15.9,0,15,8636,173.691.523.853.636,NA,NA,NA,NA,NA
4551,2024-06-17,260.625,198.979.166.666.667,838.125,NA,3.384.375,227.916.666.666.667,27.4,17.6,0,30,17410,172.314.761.631.246,NA,NA,NA,NA,NA
4552,2024-06-18,255.208.333.333.333,1.448.125,813.125,NA,3.415.625,23.05,27.5,18.3,0,25,14864,168.191.603.875.135,NA,NA,NA,NA,NA
4553,2024-06-19,2.4625,154.583.333.333.333,88.625,NA,232.583.333.333.333,225.979.166.666.667,26.8,17.5,0.5,22,13321,165.152.766.308.836,NA,NA,NA,NA,NA
4554,2024-06-20,238.125,1.266.875,913.958.333.333.333,NA,138.291.666.666.667,215.166.666.666.667,24.7,19.4,8,23,12951,177.592.463.902.401,NA,NA,NA,NA,NA
4555,2024-06-21,288.541.666.666.667,213.020.833.333.333,716.666.666.666.667,NA,3.488.125,226.916.666.666.667,27.6,17.2,0,8,3909,20.465.592.223.075,NA,NA,NA,NA,NA
4556,2024-06-22,264.166.666.666.667,167.208.333.333.333,815.208.333.333.333,NA,2.963.125,231.020.833.333.333,28.1,18.4,0.5,12,7363,162.977.047.399.158,NA,NA,NA,NA,NA
4557,2024-06-23,2.3,191.020.833.333.333,831.666.666.666.667,NA,155.083.333.333.333,206.791.666.666.667,24.2,18.2,0.1,9,5461,164.804.980.772.752,NA,NA,NA,NA,NA
4558,2024-06-24,285.833.333.333.333,247.541.666.666.667,742.708.333.333.333,NA,272.416.666.666.667,229.333.333.333.333,27.4,18.8,0,31,11955,259.305.729.820.159,NA,NA,NA,NA,NA
4559,2024-06-25,3.7625,236.645.833.333.333,820.833.333.333.333,NA,3.451.875,224.625,26.7,16.9,0,21,12232,171.680.837.148.463,NA,NA,NA,NA,NA
4560,2024-06-26,300.833.333.333.333,2.371.875,792.291.666.666.667,NA,334.916.666.666.667,232.791.666.666.667,28.3,17.2,0,19,8688,218.692.449.355.433,NA,NA,NA,NA,NA
4561,2024-06-27,227.083.333.333.333,202.145.833.333.333,65.625,NA,291.541.666.666.667,243.479.166.666.667,28.6,19.6,0,23,11841,194.240.351.321.679,NA,NA,NA,NA,NA
4562,2024-06-28,324.583.333.333.333,157.125,603.958.333.333.333,NA,309.125,2.513.125,30,19.3,0,20,12655,158.040.300.276.571,NA,NA,NA,NA,NA
4563,2024-06-29,288.125,184.229.166.666.667,794.166.666.666.667,NA,220.229.166.666.667,2.410.625,28.8,19.6,0.8,16,11515,138.949.196.699.957,NA,NA,NA,NA,NA
4564,2024-06-30,256.458.333.333.333,1.018.125,834.583.333.333.333,NA,224.729.166.666.667,23.275,27.1,18.9,0,23,9967,230.761.512.992.877,NA,NA,NA,NA,NA
4565,2024-07-01,181.875,265.770.833.333.333,912.708.333.333.333,NA,1.101.875,210.020.833.333.333,24.8,18,15.8,21,11910,17.632.241.813.602,NA,NA,NA,NA,NA
4566,2024-07-02,301.875,215.604.166.666.667,764.791.666.666.667,NA,325.854.166.666.667,2.270.625,27.3,17.5,0,31,18057,171.678.573.406.435,NA,NA,NA,NA,NA
4567,2024-07-03,224.791.666.666.667,1.955.625,818.125,NA,252.104.166.666.667,219.833.333.333.333,26.5,17.8,0,24,11540,207.972.270.363.951,NA,NA,NA,NA,NA
4568,2024-07-04,228.541.666.666.667,214.791.666.666.667,831.458.333.333.333,NA,306.729.166.666.667,2.288.125,28.5,18.4,0,28,15544,18.013.381.369.017,NA,NA,NA,NA,NA
4569,2024-07-05,215.357.142.857.143,245.857.142.857.143,783.333.333.333.333,NA,408.444.444.444.444,239.037.037.037.037,29.7,18.9,0,25,14173,176.391.730.755.662,NA,NA,NA,NA,NA
4570,2024-08-18,1.2,313,100,NA,-1,22.4,22.4,22.4,0,11,6828,161.101.347.393.087,NA,NA,NA,NA,NA
4571,2024-08-19,271.489.361.702.128,263.229.166.666.667,749.791.666.666.667,NA,230.104.166.666.667,246.895.833.333.333,30.5,19.3,0,18,9626,186.993.559.110.742,NA,NA,NA,NA,NA
4572,2024-08-20,289.583.333.333.333,249.854.166.666.667,76.5,NA,2.710.625,248.958.333.333.333,31.3,19.7,0,9,4966,18.123.238.018.526,NA,NA,NA,NA,NA
4573,2024-08-21,325.625,235.833.333.333.333,741.458.333.333.333,NA,2.659.375,260.895.833.333.333,32.5,21.7,0,19,8766,216.746.520.647.958,NA,NA,NA,NA,NA
4574,2024-08-22,2.8875,235.875,840.416.666.666.667,NA,246.458.333.333.333,2.645.625,31.3,20.8,0,19,11007,172.617.425.274.825,NA,NA,NA,NA,NA
4575,2024-08-23,245.416.666.666.667,234.020.833.333.333,823.958.333.333.333,NA,257.729.166.666.667,268.625,33,22.3,0,19,10365,183.309.213.699.952,NA,NA,NA,NA,NA
4576,2024-08-24,2.1,232.25,818.541.666.666.667,NA,264.458.333.333.333,264.791.666.666.667,32.4,20.9,0,5,3326,150.330.727.600.722,NA,NA,NA,NA,NA
4577,2024-08-25,209.791.666.666.667,1.478.125,71.875,NA,236.291.666.666.667,261.833.333.333.333,31.9,20.5,0.3,8,2841,281.590.989.088.349,NA,NA,NA,NA,NA
4578,2024-08-26,319.791.666.666.667,242.666.666.666.667,695.833.333.333.333,NA,243.645.833.333.333,259.916.666.666.667,31.3,21.8,0,19,10734,177.007.639.277.064,NA,NA,NA,NA,NA
4579,2024-08-27,299.375,2.289.375,803.333.333.333.333,NA,2.614.375,257.916.666.666.667,31.8,20.1,0,11,5854,187.905.705.500.512,NA,NA,NA,NA,NA
4580,2024-08-28,208.125,2.171.875,813.333.333.333.333,NA,239.166.666.666.667,260.604.166.666.667,31.4,20.9,0,16,8650,184.971.098.265.896,NA,NA,NA,NA,NA
4581,2024-08-29,204.583.333.333.333,1.886.875,81.875,NA,2.653.125,252.604.166.666.667,29.8,20.5,0,12,9216,130.208.333.333.333,NA,NA,NA,NA,NA
4582,2024-08-30,201.875,216.166.666.666.667,80.5,NA,251.791.666.666.667,252.770.833.333.333,31.4,20.2,0,16,8618,185.657.925.272.685,NA,NA,NA,NA,NA
4583,2024-08-31,209.791.666.666.667,196.083.333.333.333,814.375,NA,2.274.375,255.645.833.333.333,31.4,20.1,0,10,6432,15.547.263.681.592,NA,NA,NA,NA,NA
4584,2024-09-01,223.958.333.333.333,220.5,759.375,NA,151.854.166.666.667,252.583.333.333.333,30.4,22.5,0.3,11,7023,156.628.221.557.739,NA,NA,NA,NA,NA
4585,2024-09-02,2.35,232.583.333.333.333,671.041.666.666.667,NA,249.145.833.333.333,254.833.333.333.333,32.1,20.8,0,19,10488,181.159.420.289.855,NA,NA,NA,NA,NA
4586,2024-09-03,217.916.666.666.667,309.625,896.666.666.666.667,NA,534.583.333.333.333,2.189.375,26.6,18.9,5.2,15,7281,206.015.657.189.946,NA,NA,NA,NA,NA
4587,2024-09-04,229.166.666.666.667,2.973.125,951.458.333.333.333,NA,505.833.333.333.333,197.645.833.333.333,23.6,17.8,11.9,15,7529,199.229.645.371.231,NA,NA,NA,NA,NA
4588,2024-09-05,228.125,230.708.333.333.333,718.333.333.333.333,NA,2.156.875,209.229.166.666.667,27.1,16.2,0,13,7801,166.645.301.884.374,NA,NA,NA,NA,NA
4589,2024-09-06,342.708.333.333.333,185.145.833.333.333,810.833.333.333.333,NA,182.75,243.020.833.333.333,29.5,19.2,0.3,16,9054,176.717.472.940.137,NA,NA,NA,NA,NA
4590,2024-09-07,298.958.333.333.333,254.979.166.666.667,860.625,NA,254.875,251.645.833.333.333,30.1,20.8,2,3,2036,147.347.740.667.976,NA,NA,NA,NA,NA
4591,2024-09-08,160.625,162.770.833.333.333,956.458.333.333.333,NA,111.583.333.333.333,2.199.375,25.3,19.4,43.2,9,5210,172.744.721.689.059,NA,NA,NA,NA,NA
4592,2024-09-09,274.375,235.229.166.666.667,660.208.333.333.333,NA,258.270.833.333.333,227.958.333.333.333,28.1,17.9,0,21,11837,177.409.816.676.523,NA,NA,NA,NA,NA
4593,2024-09-10,298.541.666.666.667,270.729.166.666.667,75.25,NA,226.5,221.708.333.333.333,27.6,18.9,0,13,7519,172.895.331.826.041,NA,NA,NA,NA,NA
4594,2024-09-11,276.153.846.153.846,310,821.538.461.538.462,NA,469.230.769.230.769,179.076.923.076.923,18.8,16.9,0,13,4908,264.873.675.631.622,NA,NA,NA,NA,NA
4595,2024-10-30,345.217.391.304.348,904.347.826.086.957,885.217.391.304.348,NA,319.347.826.086.957,196.673.913.043.478,20.8,17.6,8.7,22,10606,207.429.756.741.467,NA,NA,NA,NA,NA
4596,2024-10-31,231.458.333.333.333,129.083.333.333.333,926.666.666.666.667,NA,853.333.333.333.333,197.125,22.5,17.6,0.1,27,12888,209.497.206.703.911,NA,NA,NA,NA,NA
4597,2024-11-01,220.208.333.333.333,178.458.333.333.333,907.291.666.666.667,NA,747.083.333.333.333,1.786.875,22,14.4,0,14,9258,151.220.565.996.976,NA,NA,NA,NA,NA
4598,2024-11-02,271.875,220.229.166.666.667,882.291.666.666.667,NA,255.208.333.333.333,1.738.125,20.2,15,0,14,6343,220.715.749.645.278,NA,NA,NA,NA,NA
4599,2024-11-03,241.458.333.333.333,210.979.166.666.667,995.833.333.333.333,NA,238.541.666.666.667,170.333.333.333.333,19.3,14,3.8,19,6897,275.482.093.663.912,NA,NA,NA,NA,NA
4600,2024-11-04,225.833.333.333.333,153.770.833.333.333,974.166.666.666.667,NA,558.541.666.666.667,1.840.625,20.7,15.5,72.6,19,11675,162.740.899.357.602,NA,NA,NA,NA,NA
4601,2024-11-05,1.425,232.833.333.333.333,93.75,NA,102.770.833.333.333,190.729.166.666.667,24.4,16.5,0,24,13272,180.831.826.401.447,NA,NA,NA,NA,NA
4602,2024-11-06,205.416.666.666.667,233.958.333.333.333,919.583.333.333.333,NA,102.541.666.666.667,18.1,21.9,15.5,0,23,8369,274.823.754.331.461,NA,NA,NA,NA,NA
4603,2024-11-07,214.166.666.666.667,173.541.666.666.667,888.958.333.333.333,NA,790.625,170.895.833.333.333,20.1,14.2,0.5,24,9428,254.560.882.477.726,NA,NA,NA,NA,NA
4604,2024-11-08,196.666.666.666.667,2.495.625,88.125,NA,107.291.666.666.667,167.625,22.3,14,0,21,12288,1.708.984.375,NA,NA,NA,NA,NA
4605,2024-11-09,178.125,271.541.666.666.667,895.416.666.666.667,NA,819.791.666.666.667,1.598.125,20.4,12.8,0,16,8794,181.942.233.340.914,NA,NA,NA,NA,NA
4606,2024-11-10,314.583.333.333.333,320.479.166.666.667,780.208.333.333.333,NA,125.583.333.333.333,1.603.125,21.2,12.6,0,10,5475,182.648.401.826.484,NA,NA,NA,NA,NA
4607,2024-11-11,2.5125,278.520.833.333.333,810.833.333.333.333,NA,124.208.333.333.333,147.520.833.333.333,21,11.2,0,17,10061,168.969.287.347.182,NA,NA,NA,NA,NA
4608,2024-11-12,272.708.333.333.333,262.791.666.666.667,770.416.666.666.667,NA,464.791.666.666.667,12.525,16.7,10.2,2.8,29,13111,221.188.315.155.213,NA,NA,NA,NA,NA
4609,2024-11-13,3.15,170.333.333.333.333,862.291.666.666.667,NA,431.458.333.333.333,132.708.333.333.333,17.3,9.1,5.3,28,12448,224.935.732.647.815,NA,NA,NA,NA,NA
4610,2024-11-14,209.375,218.541.666.666.667,817.083.333.333.333,NA,98.625,13.675,20.4,9.9,0,33,14090,234.208.658.623.137,NA,NA,NA,NA,NA
4611,2024-11-15,1.5,323,73.5,NA,-0.25,12.5,12.9,12,0,20,10371,192.845.434.384.341,NA,NA,NA,NA,NA
4612,2024-12-27,185.625,2.803.125,830.625,NA,-875,6.325,11.7,5.1,0,61,21726,280.769.584.829.237,NA,NA,NA,NA,NA
4613,2024-12-28,2.6875,280.979.166.666.667,774.166.666.666.667,NA,956.041.666.666.667,757.916.666.666.667,16,3.4,0,22,11393,193.101.026.946.371,NA,NA,NA,NA,NA
4614,2024-12-29,267.291.666.666.667,2.871.875,757.083.333.333.333,NA,972.916.666.666.667,752.708.333.333.333,16.1,3.6,0,23,11339,202.839.756.592.292,NA,NA,NA,NA,NA
4615,2024-12-30,274.791.666.666.667,282.375,789.791.666.666.667,NA,958.125,679.791.666.666.667,15.5,2.7,0,84,33286,252.358.348.855.375,NA,NA,NA,NA,NA
4616,2024-12-31,232.916.666.666.667,271.520.833.333.333,82.25,NA,832.291.666.666.667,749.791.666.666.667,15.4,2.9,0,32,14661,218.266.148.284.564,NA,NA,NA,NA,NA
4617,2025-01-01,270.625,2.915.625,860.833.333.333.333,NA,88.25,796.041.666.666.667,15.2,4.7,0,18,8517,211.342.021.838.676,NA,NA,NA,NA,NA
4618,2025-01-02,302.291.666.666.667,309.270.833.333.333,721.875,NA,946.458.333.333.333,779.375,15.6,3,0,70,30252,231.389.660.187.756,NA,NA,NA,NA,NA
4619,2025-01-03,324.583.333.333.333,3.178.125,67.125,NA,572.916.666.666.667,8.775,13.6,4.8,0,56,22813,245.474.071.801.166,NA,NA,NA,NA,NA
4620,2025-01-04,2.1625,292.541.666.666.667,83.875,NA,904.791.666.666.667,1.064.375,16.5,7.9,0,20,11834,169.004.563.123.204,NA,NA,NA,NA,NA
4621,2025-01-05,274.583.333.333.333,276.083.333.333.333,881.666.666.666.667,NA,830.625,9.7,15.9,5.9,0,16,10526,152.004.560.136.804,NA,NA,NA,NA,NA
4622,2025-01-06,1.6375,236.833.333.333.333,838.958.333.333.333,NA,702.083.333.333.333,11.4125,17.4,6.4,0.2,23,14615,157.372.562.435.854,NA,NA,NA,NA,NA
4623,2025-01-07,271.458.333.333.333,286.125,616.041.666.666.667,NA,102.395.833.333.333,1.004.375,15.3,6,0,63,27914,22.569.320.054.453,NA,NA,NA,NA,NA
4624,2025-01-08,281.875,264.416.666.666.667,715.625,NA,91.25,122.104.166.666.667,18.3,6.4,0,51,21968,232.155.863.073.562,NA,NA,NA,NA,NA
4625,2025-01-09,334.791.666.666.667,293.458.333.333.333,595.625,NA,102.5,141.291.666.666.667,19.8,8.1,0,49,18880,259.533.898.305.085,NA,NA,NA,NA,NA
4626,2025-01-10,192.291.666.666.667,269.5,78,NA,960.208.333.333.333,1.239.375,20.3,6.6,0,54,25072,215.379.706.445.437,NA,NA,NA,NA,NA
4627,2025-01-11,246.129.032.258.064,274.161.290.322.581,756.774.193.548.387,NA,89.741.935.483.871,140.741.935.483.871,19.5,10.2,0.1,21,13685,153.452.685.421.995,NA,NA,NA,NA,NA
4628,2025-02-25,22.452.380.952.381,157.309.523.809.524,901.904.761.904.762,NA,798.333.333.333.333,117.952.380.952.381,16.7,6.9,0.5,23,13354,172.233.038.789.876,NA,NA,NA,NA,NA
4629,2025-02-26,203.958.333.333.333,235.916.666.666.667,765.208.333.333.333,NA,1.875.625,101.895.833.333.333,16.5,5.6,0,20,12699,157.492.715.961.887,NA,NA,NA,NA,NA
4630,2025-02-27,200.833.333.333.333,263.916.666.666.667,851.666.666.666.667,NA,146.166.666.666.667,103.916.666.666.667,17.5,4.9,0,22,13941,15.780.790.474.141,NA,NA,NA,NA,NA
4631,2025-02-28,248.958.333.333.333,1.991.875,842.708.333.333.333,NA,162.979.166.666.667,105.729.166.666.667,15.3,7.2,0,18,10143,177.462.289.263.532,NA,NA,NA,NA,NA
4632,2025-03-01,250.625,191.354.166.666.667,747.916.666.666.667,NA,159.791.666.666.667,1.016.875,14.3,5.8,0,10,6190,161.550.888.529.887,NA,NA,NA,NA,NA
4633,2025-03-02,386.875,156.75,635.416.666.666.667,NA,882.916.666.666.667,12.15,15.2,9.2,0,12,7566,158.604.282.315.623,NA,NA,NA,NA,NA
4634,2025-03-03,433.125,584.375,777.916.666.666.667,NA,63.75,135.208.333.333.333,15.1,12.8,0,31,15513,199.832.398.633.404,NA,NA,NA,NA,NA
4635,2025-03-04,368.541.666.666.667,918.958.333.333.333,776.875,NA,182.875,1.329.375,16.6,8.8,0,40,18187,219.937.317.864.409,NA,NA,NA,NA,NA
4636,2025-03-05,389.375,125.875,757.708.333.333.333,NA,192.354.166.666.667,12.775,16.2,8.9,0,24,9655,248.575.867.426.204,NA,NA,NA,NA,NA
4637,2025-03-06,497.083.333.333.333,651.458.333.333.333,864.583.333.333.333,NA,918.125,135.854.166.666.667,15.4,11.2,10.3,31,18354,16.890.051.214.994,NA,NA,NA,NA,NA
4638,2025-03-07,317.708.333.333.333,758.333.333.333.333,986.875,NA,410.416.666.666.667,125.895.833.333.333,13.6,11.1,14.3,22,12107,181.713.058.561.163,NA,NA,NA,NA,NA
4639,2025-03-08,338.958.333.333.333,1.133.125,999.583.333.333.333,NA,594.375,143.666.666.666.667,15.6,13,3.8,11,7476,147.137.506.688.068,NA,NA,NA,NA,NA
4640,2025-03-09,2.375,199.708.333.333.333,914.375,NA,145.166.666.666.667,12.6875,17.6,7.6,32.1,14,7569,184.964.988.769.983,NA,NA,NA,NA,NA
4641,2025-05-03,233.636.363.636.364,183.522.727.272.727,818.863.636.363.636,NA,299.590.909.090.909,195.045.454.545.455,26.1,14.8,0,9,5635,159.716.060.337.178,NA,NA,NA,NA,NA
4642,2025-05-04,252.291.666.666.667,209.166.666.666.667,851.458.333.333.333,NA,231.25,1.848.125,23.1,13.3,0.7,6,2910,206.185.567.010.309,NA,NA,NA,NA,NA
4643,2025-05-05,221.875,225.229.166.666.667,85.375,NA,215.791.666.666.667,160.083.333.333.333,22.5,10,22.9,30,13922,215.486.280.706.795,NA,NA,NA,NA,NA
4644,2025-05-06,281.458.333.333.333,240.229.166.666.667,816.041.666.666.667,NA,221.395.833.333.333,138.145.833.333.333,18.3,9.8,2.9,19,9210,206.297.502.714.441,NA,NA,NA,NA,NA
4645,2025-05-07,295.416.666.666.667,248.125,778.125,NA,326.104.166.666.667,1.406.875,19.7,9.4,0.1,16,7575,211.221.122.112.211,NA,NA,NA,NA,NA
4646,2025-05-08,2.95,237,779.166.666.666.667,NA,305.916.666.666.667,161.604.166.666.667,21.6,9.7,0,32,14677,218.028.207.399.332,NA,NA,NA,NA,NA
4647,2025-05-09,204.375,128.604.166.666.667,922.083.333.333.333,NA,255.229.166.666.667,1.659.375,20.1,13.8,9.4,20,10357,193.106.111.808.439,NA,NA,NA,NA,NA
4648,2025-05-10,278.541.666.666.667,1.609.375,93.5,NA,217.583.333.333.333,180.604.166.666.667,22.4,14.9,1.2,10,4752,21.043.771.043.771,NA,NA,NA,NA,NA
4649,2025-05-11,248.125,2.515.625,850.625,NA,308,177.145.833.333.333,23.7,12.6,0.9,11,4999,22.004.400.880.176,NA,NA,NA,NA,NA
4650,2025-05-12,239.583.333.333.333,219.666.666.666.667,837.708.333.333.333,NA,244.25,162.375,21.6,11.7,0,25,12749,196.093.811.279.316,NA,NA,NA,NA,NA
4651,2025-05-13,243.541.666.666.667,233.666.666.666.667,840.208.333.333.333,NA,316.791.666.666.667,169.875,23.1,11.7,0,17,8840,192.307.692.307.692,NA,NA,NA,NA,NA
4652,2025-05-14,254.583.333.333.333,189.645.833.333.333,849.791.666.666.667,NA,266.041.666.666.667,169.104.166.666.667,22,12.4,0,24,12848,186.799.501.867.995,NA,NA,NA,NA,NA
4653,2025-05-15,331.458.333.333.333,2.621.875,739.583.333.333.333,NA,285.875,187.645.833.333.333,24.6,13.2,0.1,33,14460,228.215.767.634.855,NA,NA,NA,NA,NA
4654,2025-05-16,374.166.666.666.667,254.708.333.333.333,68.25,NA,335.458.333.333.333,195.104.166.666.667,24.4,15.3,0,24,9764,245.800.901.269.971,NA,NA,NA,NA,NA
4655,2025-05-17,3.5875,249.3,71.175,NA,406.75,194.825,24.1,13,0,16,8110,197.287.299.630.086,NA,NA,NA,NA,NA
4656,2025-07-22,318.108.108.108.108,208.621.621.621.622,708.918.918.918.919,NA,285.540.540.540.541,268.333.333.333.333,30.4,21.4,0,22,12973,169.582.980.035.458,NA,NA,NA,NA,NA
4657,2025-07-23,2.185,213.825,84.15,NA,102.75,247.075,30.9,19.8,5.6,11,6457,170.357.751.277.683,NA,NA,NA,NA,NA
4658,2025-07-24,146.666.666.666.667,243.145.833.333.333,945.416.666.666.667,NA,486.666.666.666.667,197.458.333.333.333,22.8,18.1,14.2,14,8796,159.163.256.025.466,NA,NA,NA,NA,NA
4659,2025-07-25,326.041.666.666.667,236.75,724.166.666.666.667,NA,290.104.166.666.667,229.708.333.333.333,28.5,17.8,0,19,9164,20.733.304.233.959,NA,NA,NA,NA,NA
4660,2025-07-26,286.875,261.979.166.666.667,704.166.666.666.667,NA,332.833.333.333.333,240.770.833.333.333,30.5,18.6,0,11,6211,177.105.136.048.945,NA,NA,NA,NA,NA
4661,2025-07-27,315.416.666.666.667,215.729.166.666.667,667.708.333.333.333,NA,314.520.833.333.333,256.625,31.3,19.7,0,13,7453,174.426.405.474.306,NA,NA,NA,NA,NA
4662,2025-07-28,253.541.666.666.667,221.083.333.333.333,71.875,NA,211.375,249.270.833.333.333,30.2,21.3,0.8,26,17308,150.219.551.652.415,NA,NA,NA,NA,NA
4663,2025-07-29,247.708.333.333.333,235.75,701.666.666.666.667,NA,326.979.166.666.667,242.958.333.333.333,30.2,19.1,0,16,7859,20.358.824.277.898,NA,NA,NA,NA,NA
4664,2025-07-30,262.708.333.333.333,217.770.833.333.333,659.148.936.170.213,NA,274.446.808.510.638,240.851.063.829.787,29.7,18.8,0.1,11,5803,189.557.125.624.677,NA,NA,NA,NA,NA
4665,2025-07-31,358.125,252.979.166.666.667,699.583.333.333.333,NA,317.958.333.333.333,248.354.166.666.667,30.8,19.3,0,19,11767,16.146.851.363.984,NA,NA,NA,NA,NA
4666,2025-08-01,122.857.142.857.143,303.285.714.285.714,100,NA,0,196.571.428.571.429,20.3,19.3,0,9,5968,150.804.289.544.236,NA,NA,NA,NA,NA
4667,2025-09-29,124.285.714.285.714,309.857.142.857.143,988.571.428.571.429,NA,0,176.857.142.857.143,18.2,17.3,0,18,9302,193.506.772.737.046,NA,NA,NA,NA,NA
4668,2025-09-30,2.225,296.5,86.1,NA,107.25,18.43,24.1,16.7,0,41,16571,247.420.191.901.515,NA,NA,NA,NA,NA
4669,2025-10-04,253.953.488.372.093,263.558.139.534.884,834.186.046.511.628,NA,201.674.418.604.651,21.353.488.372.093,27.3,16.7,0,11,5608,196.148.359.486.448,NA,NA,NA,NA,NA
4670,2025-10-05,265.625,182.520.833.333.333,764.375,NA,136.229.166.666.667,1.966.875,23.4,15.4,2.4,14,9579,146.153.043.115.148,NA,NA,NA,NA,NA
4671,2025-10-06,316.875,280.666.666.666.667,688.541.666.666.667,NA,2.016.875,1.773.125,23,13.1,0.1,37,18540,199.568.500.539.374,NA,NA,NA,NA,NA
4672,2025-10-07,267.916.666.666.667,269.791.666.666.667,793.958.333.333.333,NA,1.918.125,182.166.666.666.667,25,12.8,0,26,10594,245.421.936.945.441,NA,NA,NA,NA,NA
4673,2025-10-08,232.916.666.666.667,262.875,873.958.333.333.333,NA,172.458.333.333.333,196.895.833.333.333,25.5,15.8,0,32,19340,165.460.186.142.709,NA,NA,NA,NA,NA
4674,2025-10-09,166.041.666.666.667,2.548.125,94.75,NA,757.916.666.666.667,192.166.666.666.667,24.4,17.1,30.7,30,12765,235.017.626.321.974,NA,NA,NA,NA,NA
