date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2
2022-06-01,270.416.666.666.667,230.895.833.333.333,77.5,NA,344.916.666.666.667,215.083.333.333.333,27.5,15.6,0,338,182072,18.564.084.537.985,NA,NA,NA,1.38,16.5,17.88,NA,31.48,NA,NA
2022-06-02,269.583.333.333.333,154.979.166.666.667,75,NA,287.875,212.270.833.333.333,25.7,14.9,0,313,159399,196.362.586.967.296,NA,NA,NA,2.3,20.57,24.92,NA,38.46,NA,NA
2022-06-03,240.833.333.333.333,147.479.166.666.667,788.125,NA,304.729.166.666.667,222.541.666.666.667,28.3,18.5,0,112,63146,177.366.737.402.211,NA,NA,NA,3.61,23.43,28.48,NA,44.54,NA,NA
2022-06-04,213.125,193.875,772.291.666.666.667,NA,317.041.666.666.667,227.458.333.333.333,28.9,16.3,0,118,72169,163.505.106.070.473,NA,NA,NA,1.76,12.48,14.33,NA,33.33,NA,NA
2022-06-05,244.375,179.666.666.666.667,719.166.666.666.667,NA,341.270.833.333.333,235.729.166.666.667,28.9,17.2,0,136,78219,173.870.798.655.058,NA,NA,NA,1.32,9.64,10.59,NA,26.04,NA,NA
2022-06-06,277.708.333.333.333,216.083.333.333.333,725.208.333.333.333,NA,335.520.833.333.333,234.479.166.666.667,28.1,18.7,0,544,270923,200.795.059.850.954,NA,NA,NA,4.43,27.71,34.24,NA,30.08,NA,NA
2022-06-07,268.333.333.333.333,215.895.833.333.333,713.333.333.333.333,NA,322.020.833.333.333,227.395.833.333.333,28.3,16.6,0,359,190718,188.236.034.354.387,NA,NA,NA,1.37,11.58,12.63,NA,22.04,NA,NA
2022-06-08,264.375,2.094.375,734.583.333.333.333,NA,246.833.333.333.333,224.270.833.333.333,28.5,16.9,0,388,221286,175.338.701.951.321,NA,NA,NA,2.21,12.79,15.53,NA,24.33,NA,NA
2022-06-09,287.083.333.333.333,214.708.333.333.333,712.708.333.333.333,NA,315.770.833.333.333,2.174.375,26.1,16.7,0,311,166076,187.263.662.419.615,NA,NA,NA,2.43,13.48,16.29,NA,32.29,NA,NA
2022-06-10,330.416.666.666.667,240.375,76.5,NA,341.125,2.246.875,27.9,16,0,125,77946,16.036.743.386.447,NA,NA,NA,4.88,25.19,32.38,NA,27,NA,NA
2022-06-11,2.925,2.353.125,651.875,NA,3.464.375,246.916.666.666.667,31.7,18.4,0,102,63546,160.513.643.659.711,NA,NA,NA,1.58,21.26,23.05,NA,34.29,NA,NA
2022-06-12,2.925,243.375,61.625,NA,321.020.833.333.333,25.3,32.8,17.5,0,506,245152,20.640.255.841.274,NA,NA,NA,7.58,35.38,46.58,NA,36,NA,NA
2022-06-13,233.125,230.479.166.666.667,549.375,NA,3.319.375,248.458.333.333.333,32.2,15.8,0,342,198252,172.507.717.450.518,NA,NA,NA,7.62,45.71,57.04,NA,38.71,NA,NA
2022-06-14,238.333.333.333.333,1.990.625,518.958.333.333.333,NA,248.125,245.875,31,18.5,0.1,371,193700,191.533.298.915.849,NA,NA,NA,4.38,34.38,40.21,NA,36.92,NA,NA
2022-06-15,265.416.666.666.667,1.856.875,583.125,NA,292.708.333.333.333,262.354.166.666.667,32.7,18.5,0,313,165221,189.443.230.582.069,NA,NA,NA,5.21,37.5,45.04,NA,36.17,NA,NA
2022-06-16,248.958.333.333.333,235.520.833.333.333,566.666.666.666.667,NA,318.354.166.666.667,2.663.125,34.2,18.1,0,375,195686,191.633.535.357.665,NA,NA,NA,5.83,40.17,48.5,NA,43.54,NA,NA
2022-06-17,2.3,224.375,38.625,NA,318.041.666.666.667,286.979.166.666.667,35,22,0,118,74790,157.775.103.623.479,NA,NA,NA,2.79,32.88,36.25,NA,41.96,NA,NA
2022-06-18,3.15,1.425.625,605.833.333.333.333,NA,320.708.333.333.333,264.416.666.666.667,31.6,22.6,0,151,102707,147.020.164.156.289,NA,NA,NA,1.33,9.5,10.29,NA,30.58,NA,NA
2022-06-19,302.708.333.333.333,856.041.666.666.667,733.125,NA,320.875,259.708.333.333.333,29.6,21.5,0,635,291085,218.149.337.822.286,NA,NA,NA,02.04,20.75,23.04,NA,50.13,NA,NA
2022-06-20,207.916.666.666.667,197.375,721.666.666.666.667,NA,278.791.666.666.667,2.593.125,30.3,21.3,0,538,270742,198.713.166.039.994,NA,NA,NA,3,24.87,29.09,NA,54.96,NA,NA
2022-06-21,215.625,208.729.166.666.667,757.083.333.333.333,NA,1.600.625,2.539.375,31.8,20.7,5.5,528,259787,203.243.426.345.429,NA,NA,NA,6.54,20.08,29.75,NA,56.21,NA,NA
2022-06-22,2.625,220,82.375,NA,269.270.833.333.333,2.388.125,29,19.8,1.2,397,206051,192.670.746.562.744,NA,NA,NA,3.42,16.21,21.38,NA,61.04,NA,NA
2022-06-23,336.041.666.666.667,231.854.166.666.667,725.625,NA,334.166.666.666.667,246.208.333.333.333,30.3,19.4,0,183,101436,180.409.322.134.154,NA,NA,NA,1.96,12.7,15.52,NA,46.96,NA,NA
2022-06-24,358.541.666.666.667,202.791.666.666.667,61.375,NA,354.75,248.833.333.333.333,32.1,18.8,0,221,126857,174.211.907.896.293,NA,NA,NA,02.04,14.57,17.22,NA,25,NA,NA
2022-06-25,2.125,1.756.875,716.666.666.666.667,NA,347.145.833.333.333,245.229.166.666.667,30.1,19.2,0,187,114903,162.745.968.338.512,NA,NA,NA,2.76,15.29,19.48,NA,33.79,NA,NA
2022-06-26,284.791.666.666.667,151.208.333.333.333,76.875,NA,3.196.875,2.413.125,28.2,19.1,0,837,355150,235.675.066.873.152,NA,NA,NA,2.68,14.73,18.32,NA,32.58,NA,NA
2022-06-27,250.833.333.333.333,216,667.291.666.666.667,NA,227.541.666.666.667,2.488.125,29.2,20.6,0.2,543,268295,202.389.161.184.517,NA,NA,NA,2.45,11.82,15.23,NA,26.04,NA,NA
2022-06-28,3.8875,262.875,599.583.333.333.333,NA,341.875,243.125,29.9,17.6,0,506,248065,203.978.795.880.112,NA,NA,NA,2.5,17.27,21.09,NA,32.96,NA,NA
2022-06-29,298.333.333.333.333,242.604.166.666.667,707.291.666.666.667,NA,3.445.625,238.291.666.666.667,29.3,15.6,0,441,235257,187.454.570.958.569,NA,NA,NA,3,16.83,21.33,NA,24.25,NA,NA
2022-06-30,3.1125,203.375,687.083.333.333.333,NA,3.193.125,245.729.166.666.667,30,17.1,0,387,190641,202.999.354.808.252,NA,NA,NA,03.05,14.81,19.33,NA,19.12,NA,NA
2022-07-01,238.125,206.916.666.666.667,613.958.333.333.333,NA,314.479.166.666.667,232.625,27.9,16.6,0,136,85734,15.863.018.172.487,NA,NA,NA,2.75,26.65,30.9,NA,23.25,NA,NA
2022-07-02,215.833.333.333.333,2.124.375,616.041.666.666.667,NA,313.520.833.333.333,2.360.625,29.1,17.7,0,149,82730,180.103.952.616.947,NA,NA,NA,06.05,33.29,42.43,NA,35.16,NA,NA
2022-07-03,217.083.333.333.333,178.5,572.708.333.333.333,NA,303.291.666.666.667,253.020.833.333.333,31.6,18,0,573,264125,216.942.735.447.231,NA,NA,NA,5.38,39.62,47.48,NA,26.81,NA,NA
2022-07-04,225.208.333.333.333,1.929.375,574.791.666.666.667,NA,330.333.333.333.333,25.65,32.9,17.5,0,419,225370,185.916.492.878.378,NA,NA,NA,03.08,28.62,33.25,NA,33.62,NA,NA
2022-07-05,245.208.333.333.333,224.895.833.333.333,631.458.333.333.333,NA,306.583.333.333.333,2.606.875,32.9,19.2,2,480,234638,204.570.444.685.004,NA,NA,NA,2.88,24.62,28.79,NA,33.46,NA,NA
2022-07-06,283.541.666.666.667,254.145.833.333.333,714.375,NA,139.104.166.666.667,2.423.125,28.9,21,2.1,380,203572,186.666.142.691.529,NA,NA,NA,2.29,13.21,16.5,NA,24.46,NA,NA
2022-07-07,397.083.333.333.333,256.791.666.666.667,598.541.666.666.667,NA,326.020.833.333.333,256.770.833.333.333,31,20,0,359,191932,187.045.411.916.721,NA,NA,NA,2.5,19.71,23.38,NA,30.12,NA,NA
2022-07-08,313.333.333.333.333,231.333.333.333.333,620.625,NA,336.875,25.425,31.1,19.8,0,137,92869,14.751.962.441.719,NA,NA,NA,2.58,25.12,28.83,NA,27.75,NA,NA
2022-07-09,277.916.666.666.667,228.583.333.333.333,618.541.666.666.667,NA,3.413.125,258.104.166.666.667,31.9,19.4,0,120,89037,134.775.430.439.031,NA,NA,NA,2.96,24.08,28.21,NA,27.96,NA,NA
2022-07-10,269.791.666.666.667,234.75,59.875,NA,341.395.833.333.333,264.770.833.333.333,33.2,20,0,524,258265,202.892.377.983.854,NA,NA,NA,3.33,25.75,30.46,NA,25.83,NA,NA
2022-07-11,263.125,182.979.166.666.667,61.875,NA,337.541.666.666.667,258.125,31.5,19.1,0,378,198773,190.166.672.536.008,NA,NA,NA,4.38,30.96,37.54,NA,30.96,NA,NA
2022-07-12,2.325,214.895.833.333.333,61.75,NA,333.145.833.333.333,26.125,33.1,20.2,0,334,189350,176.392.923.158.173,NA,NA,NA,3.96,24.54,30.42,NA,24.67,NA,NA
2022-07-13,251.458.333.333.333,213.979.166.666.667,612.083.333.333.333,NA,334.104.166.666.667,269.666.666.666.667,32.7,20.4,0,273,152019,179.582.815.305.981,NA,NA,NA,03.04,22.46,27.12,NA,23.04,NA,NA
2022-07-14,283.333.333.333.333,2.360.625,633.958.333.333.333,NA,334.041.666.666.667,267.916.666.666.667,33,20.2,0,269,130463,206.188.727.838.544,NA,NA,NA,7.5,39.54,50.88,NA,37.62,NA,NA
2022-07-15,2.6875,242.791.666.666.667,512.291.666.666.667,NA,328.166.666.666.667,288.791.666.666.667,36.8,22,0,116,80740,143.671.042.853.604,NA,NA,NA,2.18,35.05,38.32,NA,31.04,NA,NA
2022-07-16,250.416.666.666.667,202.75,496.458.333.333.333,NA,3.209.375,2.773.125,34,20.7,0,98,61331,159.788.687.613.116,NA,NA,NA,2.9,36.38,40.52,NA,36.25,NA,NA
2022-07-17,241.041.666.666.667,185.333.333.333.333,538.541.666.666.667,NA,321.645.833.333.333,26.925,32.5,19.8,0,371,193339,191.890.927.334.888,NA,NA,NA,2.86,31.1,35.38,NA,27.83,NA,NA
2022-07-18,206.666.666.666.667,174.583.333.333.333,686.666.666.666.667,NA,3.144.375,259.354.166.666.667,31.2,18.8,0,239,132452,180.442.726.421.647,NA,NA,NA,4.1,23.33,29.48,NA,24.71,NA,NA
2022-07-19,188.541.666.666.667,220.958.333.333.333,747.291.666.666.667,NA,317.729.166.666.667,264.083.333.333.333,33.3,20,0,207,109490,1.890.583.614.942,NA,NA,NA,4.42,21.25,27.75,NA,34.25,NA,NA
2022-07-20,265.833.333.333.333,188.75,688.541.666.666.667,NA,314.354.166.666.667,2.661.875,31,21.7,0,188,103124,182.304.798.107.133,NA,NA,NA,2.79,18.79,22.62,NA,43.75,NA,NA
2022-07-21,348.333.333.333.333,244.104.166.666.667,695.416.666.666.667,NA,315.104.166.666.667,270.270.833.333.333,33,20.6,0,186,106113,175.284.837.861.525,NA,NA,NA,2.83,15.09,19.09,NA,40.5,NA,NA
2022-07-22,367.083.333.333.333,241.895.833.333.333,720.208.333.333.333,NA,318.729.166.666.667,271.270.833.333.333,33.5,20.3,0,85,55505,153.139.356.814.701,NA,NA,NA,02.04,13,15.67,NA,29.21,NA,NA
2022-07-23,256.458.333.333.333,191.854.166.666.667,762.291.666.666.667,NA,261.291.666.666.667,266.604.166.666.667,32.1,20.3,0,62,37774,16.413.406.046.487,NA,NA,NA,02.04,10,12.71,NA,29.75,NA,NA
2022-07-24,299.166.666.666.667,235.416.666.666.667,746.041.666.666.667,NA,319.770.833.333.333,276.333.333.333.333,33.5,21.1,0,295,158537,186.076.436.415.474,NA,NA,NA,03.08,21.25,25.67,NA,34.83,NA,NA
2022-07-25,270.833.333.333.333,181.291.666.666.667,701.875,NA,244.708.333.333.333,263.333.333.333.333,31.2,20.1,0,243,132316,183.651.259.106.986,NA,NA,NA,7.46,11.17,21.96,NA,51.12,NA,NA
2022-07-26,348.958.333.333.333,234.5,67.125,NA,288.791.666.666.667,273.666.666.666.667,32,21.6,0,208,117920,176.390.773.405.699,NA,NA,NA,2.17,10.08,13,NA,30.21,NA,NA
2022-07-27,245.208.333.333.333,197.854.166.666.667,744.375,NA,154.958.333.333.333,260.708.333.333.333,30.4,22.6,1.1,180,100902,178.390.913.956.116,NA,NA,NA,4.21,14.62,20.54,NA,31.96,NA,NA
2022-07-28,238.958.333.333.333,253.708.333.333.333,759.583.333.333.333,NA,213.395.833.333.333,2.639.375,32.9,22.2,0,186,102747,181.027.183.275.424,NA,NA,NA,2.71,17.12,20.96,NA,30.21,NA,NA
2022-07-29,2.4375,168,744.583.333.333.333,NA,213.291.666.666.667,2.620.625,32.2,21.9,0.4,86,59741,14.395.473.795.216,NA,NA,NA,1.58,14.08,16.04,NA,21.12,NA,NA
2022-07-30,256.666.666.666.667,240.729.166.666.667,657.916.666.666.667,NA,243.020.833.333.333,266.458.333.333.333,32.1,21.5,0,63,41956,150.157.307.655.639,NA,NA,NA,2.29,11.42,14.42,NA,21.71,NA,NA
2022-07-31,262.291.666.666.667,244.125,611.875,NA,310.375,2.815.625,34.3,22.7,0,220,123788,177.723.204.187.805,NA,NA,NA,4.17,18.33,24.46,NA,27.21,NA,NA
2022-08-01,3.1125,244.5,597.291.666.666.667,NA,315.229.166.666.667,290.833.333.333.333,35.3,23.8,0,166,85894,193.261.461.801.756,NA,NA,NA,2.83,15,18.62,NA,31.21,NA,NA
2022-08-02,287.916.666.666.667,243.979.166.666.667,63,NA,309.083.333.333.333,2.876.875,35,22.3,0,174,89956,193.427.898.083.507,NA,NA,NA,2.17,13.79,16.29,NA,25.83,NA,NA
2022-08-03,307.291.666.666.667,238.833.333.333.333,622.708.333.333.333,NA,314.333.333.333.333,2.829.375,34.3,22.1,0,168,95709,175.532.081.622.418,NA,NA,NA,2.52,15.3,18.74,NA,23.39,NA,NA
2022-08-04,2.775,236.291.666.666.667,658.541.666.666.667,NA,310.375,278.520.833.333.333,34,21,0,145,85458,169.673.991.902.455,NA,NA,NA,2.12,12.21,15.54,NA,25.42,NA,NA
2022-08-05,2.7375,255.583.333.333.333,716.041.666.666.667,NA,252.583.333.333.333,261.041.666.666.667,34.3,20.6,6.8,56,34549,1.620.886.277.461,NA,NA,NA,2.71,19.5,23.5,NA,25.96,NA,NA
2022-08-06,332.083.333.333.333,251.583.333.333.333,654.791.666.666.667,NA,2.956.875,273.291.666.666.667,34.5,20.2,0,48,25168,190.718.372.536.554,NA,NA,NA,02.04,16.21,19.08,NA,23.92,NA,NA
2022-08-07,257.083.333.333.333,2.414.375,56.5,NA,264.833.333.333.333,2.764.375,33.9,22.3,0,221,115734,19.095.512.122.626,NA,NA,NA,2.25,17.96,21.42,NA,24.12,NA,NA
2022-08-08,258.125,213.875,599.791.666.666.667,NA,304.458.333.333.333,271.458.333.333.333,33.6,21.8,0,178,105393,168.891.672.122.437,NA,NA,NA,2.46,22.79,26.5,NA,30.46,NA,NA
2022-08-09,2.6125,2.144.375,588.333.333.333.333,NA,293.041.666.666.667,280.958.333.333.333,33.8,22.6,0,155,89500,173.184.357.541.899,NA,NA,NA,2.21,12.5,15.54,NA,25.33,NA,NA
2022-08-10,325.833.333.333.333,244.958.333.333.333,590.208.333.333.333,NA,303.833.333.333.333,282.791.666.666.667,35.6,22.1,0,162,99505,162.805.889.151.299,NA,NA,NA,2.21,15.62,18.96,NA,25.38,NA,NA
2022-08-11,2.775,242.479.166.666.667,651.666.666.666.667,NA,297,274.104.166.666.667,33.9,20.8,0,150,86675,173.060.282.665.128,NA,NA,NA,2,12.58,15.83,NA,34.21,NA,NA
2022-08-12,431.041.666.666.667,248.479.166.666.667,679.791.666.666.667,NA,292.916.666.666.667,276.895.833.333.333,32.8,20.9,0,57,38917,146.465.554.898.887,NA,NA,NA,2.58,20.42,24.21,NA,37.33,NA,NA
2022-08-13,208.333.333.333.333,202.291.666.666.667,722.708.333.333.333,NA,230.958.333.333.333,278.395.833.333.333,34.1,21.7,0,55,34014,161.698.124.301.758,NA,NA,NA,1.75,9.88,12.29,NA,48.12,NA,NA
2022-08-14,3.2625,2.020.625,592.291.666.666.667,NA,260.854.166.666.667,291.583.333.333.333,36.3,24.1,0,91,61389,148.235.025.818.958,NA,NA,NA,1.58,8.42,10.46,NA,26.88,NA,NA
2022-08-15,271.041.666.666.667,165,65.625,NA,2.926.875,26.625,31.2,21.1,0,206,121054,17.017.198.936.012,NA,NA,NA,2.17,16.12,19.29,NA,34.62,NA,NA
2022-08-16,183.125,208.25,75.125,NA,188.166.666.666.667,261.645.833.333.333,31.6,21.6,0,178,91108,195.372.524.915.485,NA,NA,NA,1.62,10.67,12.67,NA,35.83,NA,NA
2022-08-17,265.208.333.333.333,217.75,74.375,NA,191.458.333.333.333,252.520.833.333.333,32.7,19.2,20.1,145,97106,149.321.360.163.121,NA,NA,NA,2,10.38,13.17,NA,17.67,NA,NA
2022-08-18,23.804.347.826.087,273.934.782.608.696,777.916.666.666.667,NA,1.851.875,211.166.666.666.667,28.3,18.1,7.1,168,101941,164.801.208.542.196,NA,NA,NA,1.45,12.91,14.95,NA,18.19,NA,NA
2022-08-19,268.333.333.333.333,233.604.166.666.667,664.583.333.333.333,NA,302.625,234.125,29.8,17.1,0,73,46085,158.402.951.068.677,NA,NA,NA,1.58,17.58,19.25,NA,20.29,NA,NA
2022-08-20,359.583.333.333.333,250.375,745.833.333.333.333,NA,298.75,24.475,29.7,19.3,0,64,45522,140.591.362.418.171,NA,NA,NA,1.67,15.67,17.25,NA,19.33,NA,NA
2022-08-21,258.541.666.666.667,259.020.833.333.333,831.666.666.666.667,NA,227.416.666.666.667,251.416.666.666.667,31.5,20.8,4.2,220,123709,177.836.697.410.859,NA,NA,NA,1.92,14.5,16.67,NA,20.17,NA,NA
2022-08-22,217.083.333.333.333,2.319.375,83.875,NA,214.479.166.666.667,251.666.666.666.667,29.8,22.1,1.8,167,96720,172.663.358.147.229,NA,NA,NA,2.29,17.12,19.88,NA,21.25,NA,NA
2022-08-23,272.916.666.666.667,254.104.166.666.667,77.25,NA,285.541.666.666.667,261.083.333.333.333,31.2,21.3,0,171,99948,171.088.966.262.456,NA,NA,NA,2.58,15.25,18.62,NA,21.33,NA,NA
2022-08-24,2.8,248.041.666.666.667,76.25,NA,2.730.625,269.729.166.666.667,33,22.3,0,174,94268,184.580.133.237.154,NA,NA,NA,02.08,13.17,15.25,NA,19.04,NA,NA
2022-08-25,282.291.666.666.667,240.875,688.541.666.666.667,NA,242.520.833.333.333,265.270.833.333.333,31.5,21.8,0.8,173,94430,183.204.490.098.486,NA,NA,NA,1.75,13.5,14.96,NA,19.67,NA,NA
2022-08-26,288.333.333.333.333,273.208.333.333.333,663.125,NA,247.770.833.333.333,257.604.166.666.667,33,20.7,0,57,30146,189.079.811.583.626,NA,NA,NA,1.29,13.92,14.79,NA,20.17,NA,NA
2022-08-27,2.7,2.548.125,713.958.333.333.333,NA,245.125,264.770.833.333.333,32.1,22.1,0,59,39205,150.491.008.799.898,NA,NA,NA,1.58,9.88,10.71,NA,19.79,NA,NA
2022-08-28,332.083.333.333.333,2.591.875,736.458.333.333.333,NA,258.125,260.645.833.333.333,31.4,21.2,0,255,148010,172.285.656.374.569,NA,NA,NA,1.5,12.83,14,NA,21.96,NA,NA
2022-08-29,272.708.333.333.333,255.916.666.666.667,755.416.666.666.667,NA,2.075.625,259.666.666.666.667,30.8,21.2,0.1,154,95390,161.442.499.213.754,NA,NA,NA,2.88,17.5,20.88,NA,30.25,NA,NA
2022-08-30,344.583.333.333.333,2.509.375,765.625,NA,2.410.625,267.208.333.333.333,31.8,22,0,147,91284,161.035.887.997.897,NA,NA,NA,2,21.79,23.46,NA,20.88,NA,NA
2022-08-31,177.291.666.666.667,210.75,909.166.666.666.667,NA,118.020.833.333.333,235.375,30.4,18.9,38.7,160,91255,175.332.858.473.508,NA,NA,NA,4.29,23.54,29.04,NA,23.04,NA,NA
2022-09-01,269.791.666.666.667,256.375,734.583.333.333.333,NA,267.916.666.666.667,241.520.833.333.333,30.7,18.2,0,152,80119,189.717.794.780.264,NA,NA,NA,3.25,25.71,29.54,NA,41.04,NA,NA
2022-09-02,240.625,243.270.833.333.333,79.375,NA,184.375,250.208.333.333.333,30.4,21.6,0.3,48,31500,152.380.952.380.952,NA,NA,NA,1.33,12.96,13.5,NA,28.75,NA,NA
2022-09-03,257.083.333.333.333,174.458.333.333.333,78.875,NA,1.891.875,2.460.625,28.4,21.2,0,33,19836,166.364.186.327.889,NA,NA,NA,1.54,10.58,11.5,NA,34.54,NA,NA
2022-09-04,225.625,1.944.375,842.916.666.666.667,NA,225.416.666.666.667,255.395.833.333.333,29.6,21.8,0,195,117430,166.056.374.010.049,NA,NA,NA,2.21,17.58,19.88,NA,36.58,NA,NA
2022-09-05,233.333.333.333.333,198.958.333.333.333,860.208.333.333.333,NA,1.541.875,25.8,29.6,22.6,0,196,100380,195.258.019.525.802,NA,NA,NA,2.75,17.75,21.12,NA,41.64,NA,NA
2022-09-06,295.208.333.333.333,257.375,844.166.666.666.667,NA,255.291.666.666.667,256.479.166.666.667,30.5,19.6,0,156,92350,168.922.577.152.139,NA,NA,NA,6.57,18.76,28.14,NA,37.05,NA,NA
2022-09-07,209.791.666.666.667,229.125,819.583.333.333.333,NA,1.910.625,246.375,30.7,19.1,0,151,88948,169.762.108.198.048,NA,NA,NA,3.29,13.58,18.67,NA,24.33,NA,NA
2022-09-08,221.666.666.666.667,233.854.166.666.667,662.708.333.333.333,NA,156.479.166.666.667,242.916.666.666.667,29.2,20.2,0,195,105736,184.421.578.270.409,NA,NA,NA,7.29,17.96,29,NA,28.04,NA,NA
2022-09-09,268.125,174.041.666.666.667,679.583.333.333.333,NA,138.583.333.333.333,239.520.833.333.333,28.3,20.5,0,66,38108,17.319.198.068.647,NA,NA,NA,3.83,11.46,17.17,NA,20.12,NA,NA
2022-09-10,240.208.333.333.333,239.208.333.333.333,745.208.333.333.333,NA,202.875,243.083.333.333.333,29,19,0,63,37754,166.869.735.657.149,NA,NA,NA,3.58,9.5,14.92,NA,22.5,NA,NA
2022-09-11,204.583.333.333.333,227.333.333.333.333,84.75,NA,185.020.833.333.333,251.916.666.666.667,29,21.7,0,260,130324,19.950.277.769.252,NA,NA,NA,6.54,15.04,24.75,NA,23.5,NA,NA
2022-09-12,02.05,2.339.375,851.666.666.666.667,NA,211,259.791.666.666.667,32.1,21.5,0,242,135695,178.341.132.687.277,NA,NA,NA,5.12,18.96,26.79,NA,31.33,NA,NA
2022-09-13,237.708.333.333.333,302.375,68.25,NA,109.458.333.333.333,260.416.666.666.667,31.1,22.4,0,279,147110,189.654.000.407.858,NA,NA,NA,6.67,17.88,28.04,NA,30.67,NA,NA
2022-09-14,286.666.666.666.667,287.354.166.666.667,777.916.666.666.667,NA,746.875,235.229.166.666.667,27,19.9,1.2,261,129834,20.102.592.541.245,NA,NA,NA,6.71,17.21,27.12,NA,27.12,NA,NA
2022-09-15,242.708.333.333.333,235.708.333.333.333,763.541.666.666.667,NA,2.406.875,245.104.166.666.667,30.8,19.6,0,279,139411,200.127.680.025.249,NA,NA,NA,4.17,16.88,23.08,NA,22.29,NA,NA
2022-09-16,266.041.666.666.667,2.211.875,752.291.666.666.667,NA,1.571.875,2.394.375,29.3,20.5,0.1,91,56285,161.677.178.644.399,NA,NA,NA,2.96,7.83,12.25,NA,20,NA,NA
2022-09-17,267.708.333.333.333,2.283.125,61.375,NA,200.25,223.458.333.333.333,27.1,19.1,0,96,57220,167.773.505.767.214,NA,NA,NA,3.83,8.33,14.12,NA,20.54,NA,NA
2022-09-18,207.916.666.666.667,2.038.125,650.416.666.666.667,NA,227.833.333.333.333,208.458.333.333.333,26,15.5,0,418,183718,227.522.616.183.499,NA,NA,NA,5.58,17.75,26.29,NA,25.5,NA,NA
2022-09-19,02.05,239.104.166.666.667,790.833.333.333.333,NA,220.770.833.333.333,215.416.666.666.667,26.7,17.1,0,342,161964,211.158.035.118.915,NA,NA,NA,03.05,16.82,21.64,NA,21.91,NA,NA
2022-09-20,187.291.666.666.667,1.749.375,754.583.333.333.333,NA,189.395.833.333.333,220.104.166.666.667,26.7,18,0,351,164895,212.862.730.828.709,NA,NA,NA,3.46,19.42,24.46,NA,23.46,NA,NA
2022-09-21,243.541.666.666.667,174.979.166.666.667,698.333.333.333.333,NA,188.25,216.666.666.666.667,25.6,17.5,0,356,154681,230.151.085.136.507,NA,NA,NA,03.04,12.12,16.92,NA,26.46,NA,NA
2022-09-22,253.333.333.333.333,1.799.375,644.583.333.333.333,NA,208.645.833.333.333,213.166.666.666.667,25.4,17.3,0,298,133248,223.643.131.604.227,NA,NA,NA,6.17,25.54,34.58,NA,32.5,NA,NA
2022-09-23,244.791.666.666.667,247.5,783.333.333.333.333,NA,175.104.166.666.667,215.833.333.333.333,27.8,16.3,14.5,76,47544,159.851.926.636.379,NA,NA,NA,2.17,8.12,11.12,NA,11.88,NA,NA
2022-09-24,211.666.666.666.667,1.268.125,811.458.333.333.333,NA,107.895.833.333.333,197.375,22.9,16.3,4,90,52619,171.040.878.770.026,NA,NA,NA,3.54,8.92,14.08,NA,11.67,NA,NA
2022-09-25,229.583.333.333.333,247.020.833.333.333,682.083.333.333.333,NA,1.966.875,189.541.666.666.667,24.2,15.3,0.1,116,71135,16.307.021.859.844,NA,NA,NA,6.67,19.71,29.79,NA,17.75,NA,NA
2022-09-26,288.125,276,639.583.333.333.333,NA,206,183.604.166.666.667,24.4,12.7,0,488,200241,243.706.333.867.689,NA,NA,NA,5.25,14.92,22.67,NA,23.17,NA,NA
2022-09-27,216.458.333.333.333,222.395.833.333.333,63.125,NA,190.354.166.666.667,1.850.625,25.1,10.3,0,406,177792,228.356.731.461.483,NA,NA,NA,4.46,10.08,16.88,NA,25.36,NA,NA
2022-09-28,278.333.333.333.333,275.020.833.333.333,556.666.666.666.667,NA,1.440.625,2.035.625,26.2,15.9,0,345,149863,230.210.258.702.949,NA,NA,NA,4.12,11.83,17.88,NA,18.88,NA,NA
2022-09-29,241.458.333.333.333,2.398.125,624.583.333.333.333,NA,150.583.333.333.333,188.479.166.666.667,24.7,14.3,0,356,154346,230.650.616.148.135,NA,NA,NA,5,13.71,21.17,NA,17.62,NA,NA
2022-09-30,304.583.333.333.333,244.625,617.708.333.333.333,NA,197.895.833.333.333,176.354.166.666.667,23.5,13.3,0,140,84376,16.592.395.941.974,NA,NA,NA,4.46,13.54,20.25,NA,19.75,NA,NA
2022-10-01,324.166.666.666.667,275.291.666.666.667,633.125,NA,217.208.333.333.333,178.729.166.666.667,23.7,12.4,0,96,59405,16.160.255.870.718,NA,NA,NA,04.08,18,24.29,NA,24.58,NA,NA
2022-10-02,378.958.333.333.333,261.291.666.666.667,699.375,NA,212.041.666.666.667,193.958.333.333.333,26.5,14,0,514,234398,219.285.147.484.194,NA,NA,NA,10.83,29.83,46.12,NA,25,NA,NA
2022-10-03,218.958.333.333.333,254.583.333.333.333,823.541.666.666.667,NA,2.046.875,1.938.125,26.1,14.8,0,423,208042,203.324.328.741.312,NA,NA,NA,12.92,25.62,44.92,NA,22.46,NA,NA
2022-10-04,206.666.666.666.667,220.708.333.333.333,81.75,NA,203.833.333.333.333,197.104.166.666.667,26.2,15.9,0,375,171380,218.811.996.732.407,NA,NA,NA,5.67,18.92,27.46,NA,19.33,NA,NA
2022-10-05,209.583.333.333.333,219.854.166.666.667,844.166.666.666.667,NA,1.893.125,194.354.166.666.667,25.1,15,0,355,161644,21.961.842.072.703,NA,NA,NA,3.33,12.92,17.75,NA,21,NA,NA
