date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,pm10,so2
2019-12-22,4.6125,306.708.333.333.333,532.083.333.333.333,977.495.833.333.333,101.229.166.666.667,140.354.166.666.667,15.9,11.8,0,50,20552,243.285.325.029.194,1.5,5.29,07.06,68.75,10.21,1.57
2019-12-23,2.675,302.375,586.666.666.666.667,991.579.166.666.667,948.333.333.333.333,111.708.333.333.333,14,8.8,0,57,20927,272.375.400.200.698,9.21,15.48,29.21,51.88,12.67,1.55
2019-12-24,1.0875,245.125,711.666.666.666.667,994.827.083.333.333,91.25,115.458.333.333.333,16.7,6.5,0,68,23053,29.497.245.477.812,24.54,28.26,65.63,8.46,25.83,4.43
2019-12-25,1.1625,2.535.625,70.625,993.1,993.333.333.333.333,134.416.666.666.667,18.3,10.3,0,33,13670,241.404.535.479.151,18.85,25.6,54.17,8.29,15.17,9.85
2019-12-26,1.1375,2.278.125,733.125,99.421.875,87.25,118.770.833.333.333,16.4,8.7,0,23,11600,198.275.862.068.966,16.67,25.79,51.08,6.29,14.25,5.64
2019-12-27,138.125,302.645.833.333.333,740.208.333.333.333,99.785.625,102.208.333.333.333,877.916.666.666.667,12.5,5.9,0,44,18987,231.737.504.608.416,16.25,27.23,51.81,8,16.58,3.94
2019-12-28,110.416.666.666.667,240.395.833.333.333,817.083.333.333.333,999.470.833.333.333,988.958.333.333.333,843.958.333.333.333,14.7,4.5,0,30,17747,169.042.655.096.636,18.29,26.25,54,7.96,20.88,3.51
2019-12-29,797.916.666.666.667,2.281.875,867.708.333.333.333,100.115.625,508.541.666.666.667,902.708.333.333.334,12.1,6.9,0,23,10060,228.628.230.616.302,13.25,27.88,48.02,5.75,26.17,2.83
2019-12-30,889.583.333.333.333,265.125,819.583.333.333.333,100.167.916.666.667,612.083.333.333.333,8.775,12.6,5.5,0,51,25585,199.335.548.172.757,22.64,33.34,67.79,7.79,20.26,2.94
2019-12-31,119.583.333.333.333,2.574.375,824.583.333.333.333,100.145.833.333.333,81.125,724.166.666.666.667,12.7,3.9,0,21,7051,297.830.095.021.983,14.25,27.23,48.85,10.25,16.33,3.7
2020-01-01,130.833.333.333.333,241.958.333.333.333,817.291.666.666.667,100.068.958.333.333,1.003.125,6.575,12.1,3.1,0,32,16851,18.989.970.921.607,8.73,22,35.06,12.5,NA,2.36
2020-01-02,124.375,255.583.333.333.333,857.083.333.333.333,100.032.708.333.333,837.083.333.333.333,6.8375,11.4,2,0,47,19844,236.847.409.796.412,47.15,32.46,104.44,1.46,30.3,6.85
2020-01-03,102.916.666.666.667,2.290.625,773.333.333.333.333,999.633.333.333.333,783.125,749.166.666.666.667,10.9,4.8,0,48,21446,223.817.961.391.402,42.65,32.02,97.02,1.58,20.88,12.7
2020-01-04,0.9,233.625,682.708.333.333.333,100.007.916.666.667,104.208.333.333.333,791.666.666.666.667,14.1,2.4,0,32,14360,222.841.225.626.741,18.65,29.98,58.38,6.62,18.75,8.98
2020-01-05,126.458.333.333.333,235.395.833.333.333,678.958.333.333.333,997.577.083.333.333,106.791.666.666.667,896.875,15.5,5.6,0,26,11129,233.623.865.576.422,15.58,26.17,49.77,12.75,15.62,10.3
2020-01-06,1.0375,240.770.833.333.333,786.458.333.333.333,9.984.125,1.021.875,781.875,14.6,3.2,0,20,8211,243.575.691.146.024,22.02,30.48,63.85,8.42,22.54,6.7
2020-01-07,105.833.333.333.333,256.833.333.333.333,72.625,998.472.916.666.667,106.666.666.666.667,837.708.333.333.333,14.7,4.1,0,51,21809,233.848.411.206.383,38.04,37.98,96,4.83,24.92,6.17
2020-01-08,106.041.666.666.667,242.75,745.833.333.333.333,999.366.666.666.667,103.5,9.0625,16.4,5,0,45,19441,23.146.957.461.036,45.23,40.23,109.09,4.91,30.67,4.87
2020-01-09,1.3625,270.125,845.416.666.666.667,995.960.416.666.667,87.375,903.333.333.333.333,12.4,5.8,0,49,21922,223.519.751.847.459,47.48,42.4,114.83,8.33,34.67,3.83
2020-01-10,7.625,225.604.166.666.667,900.416.666.666.667,995.050.000.000.001,323.125,781.458.333.333.333,10,5.9,19.4,28,12012,233.100.233.100.233,24.77,47.75,85.52,5.58,22.62,4.43
2020-01-11,1.6375,303.25,769.375,999.014.583.333.333,111.395.833.333.333,609.583.333.333.333,9.7,3.7,0,32,15736,203.355.363.497.712,9.54,27.17,41.5,14.88,18.88,1.67
2020-01-12,104.375,226.520.833.333.333,689.375,998.475,113.583.333.333.333,710.416.666.666.667,13.2,2.7,0,19,6358,298.836.111.984.901,14.4,26.92,48.75,10.96,21.58,7.49
2020-01-13,132.083.333.333.333,245.979.166.666.667,646.875,993.379.166.666.667,996.458.333.333.333,7.6875,12.4,3.6,0,60,22034,272.306.435.508.759,44.11,51.52,118.8,4.58,33.96,2.39
2020-01-14,117.083.333.333.333,2.456.875,714.583.333.333.333,990.966.666.666.667,114.416.666.666.667,8.3,14.9,3.9,0,41,19674,208.396.868.964.115,44.42,40.62,108.27,5.96,36.92,3.77
2020-01-15,115.625,2.726.875,793.125,993.639.583.333.333,100.729.166.666.667,774.583.333.333.333,14.9,3.8,0,56,24100,232.365.145.228.216,53.98,53.09,135.53,4.75,41.91,3.6
2020-01-16,979.166.666.666.667,246.395.833.333.333,744.166.666.666.667,996.577.083.333.333,111.458.333.333.333,940.416.666.666.667,15.2,4.8,0,51,18376,277.535.916.412.712,43.56,51.08,117.5,6.54,44.62,3.38
2020-01-17,282.916.666.666.667,303.833.333.333.333,619.375,995.439.583.333.333,1.130.625,117.166.666.666.667,15.8,7.8,0,56,23596,237.328.360.739.108,32.58,34.77,84.42,26.54,30.04,2.4
2020-01-18,129.791.666.666.667,257.104.166.666.667,635.833.333.333.333,995.535.416.666.667,105.791.666.666.667,940.833.333.333.334,13.9,6.2,0,15,7952,188.631.790.744.467,11.21,39.29,56.38,17.96,24,04.09
2020-01-19,1.225,748.333.333.333.333,602.708.333.333.333,9.901.375,475.208.333.333.333,801.875,9.8,5.9,7.1,18,9528,188.916.876.574.307,2.69,20.23,23.98,45.67,11.38,3.77
2020-01-20,249.375,688.541.666.666.667,617.708.333.333.333,994.797.916.666.667,208.333.333.333.333,727.083.333.333.333,8.8,5.8,4.2,49,22548,217.314.174.206.138,1.92,11.79,14.29,64.17,12.83,2.79
2020-01-21,296.458.333.333.333,80.375,96.75,9.930.375,2.125,812.291.666.666.667,10.2,5.7,85.7,39,17906,21.780.408.801.519,1.52,9.69,11.46,65.42,10,2.57
2020-01-22,279.583.333.333.333,127.854.166.666.667,972.708.333.333.333,990.264.583.333.333,107.708.333.333.333,1.051.875,12.6,7.6,5.2,46,20948,219.591.369.104.449,4.83,26.65,33.6,50.75,38.29,2.91
2020-01-23,171.041.666.666.667,226.270.833.333.333,855.833.333.333.333,990.291.666.666.667,1.140.625,103.645.833.333.333,14.8,6.5,10.9,71,30665,231.534.322.517.528,20.37,36.11,66.96,28.36,46.21,1.82
2020-01-24,113.958.333.333.333,266.791.666.666.667,754.791.666.666.667,991.108.333.333.333,115.729.166.666.667,953.333.333.333.334,15.4,5.5,0,46,17833,257.948.746.705.546,41.08,42,104.71,4.67,66.29,4.17
2020-01-25,445.833.333.333.333,209.166.666.666.667,878.541.666.666.667,989.614.583.333.333,48.75,9.45,12.7,6.7,0,29,11866,244.395.752.570.369,36,40.5,95.44,2.75,71.75,3.64
2020-01-26,138.958.333.333.333,303.791.666.666.667,816.875,989.558.333.333.333,116.916.666.666.667,101.333.333.333.333,14.7,7.5,0,27,12463,216.641.258.124.047,13.38,22.67,42.92,16.92,37.67,2.96
2020-01-27,236.666.666.666.667,288.791.666.666.667,647.291.666.666.667,989.560.416.666.667,102.75,9.8,13.1,6.4,0,81,33653,240.691.765.964.401,23.96,32.62,68.96,16.12,28.71,3.16
2020-01-28,350.208.333.333.333,2.970.625,64.25,9.872.125,733.333.333.333.333,127.291.666.666.667,15.7,9.6,0,46,17818,258.165.899.652.037,21.04,40.1,72.15,18.88,22.04,11.51
2020-01-29,103.541.666.666.667,224.75,808.125,990.460.416.666.667,869.791.666.666.667,107.333.333.333.333,15.2,8.5,0,61,23631,258.135.499.978.841,35.35,41.38,95.29,4.88,37,5.15
2020-01-30,145.625,2.956.875,737.083.333.333.333,989.747.916.666.667,978.125,129.541.666.666.667,17.6,9.9,0,39,17157,227.312.467.214.548,42.58,35.19,100.25,8.25,29.12,4.15
2020-01-31,108.260.869.565.217,254.260.869.565.217,698.695.652.173.913,990.565.217.391.304,106.347.826.086.957,127.260.869.565.217,18,10.4,0,66,26570,248.400.451.637.185,35.88,39.33,94.1,9.5,28.92,04.04
2020-02-03,166.190.476.190.476,233.047.619.047.619,601.666.666.666.667,995.940.476.190.476,14.002.380.952.381,17.897.619.047.619,23.2,14.6,0,82,29974,27.357.042.770.401,26.85,39.21,80.08,8.12,30.5,5.32
2020-02-04,282.708.333.333.333,291.979.166.666.667,629.375,992.275,135.354.166.666.667,152.083.333.333.333,20.3,9.5,0,72,27825,258.760.107.816.712,11.06,26.52,43.46,21.08,39.42,3.66
2020-02-05,166.875,308.854.166.666.667,540.416.666.666.667,99.758.125,148.625,991.666.666.666.667,14.8,6.2,0,58,26248,220.969.216.702.225,20.46,36.85,67.72,25.22,21.04,2.91
2020-02-06,126.458.333.333.333,276.75,737.708.333.333.333,996.425,148.666.666.666.667,855.833.333.333.333,15.6,3.9,0,35,18106,193.306.086.380.205,29.84,32.33,77.72,21.38,27.95,2.72
2020-02-07,733.333.333.333.333,248.104.166.666.667,834.166.666.666.667,994.233.333.333.333,588.125,8.8,12.5,5.3,0,38,14485,262.340.352.088.367,21.92,38.29,71.46,12.38,37.25,2.96
2020-02-08,105.208.333.333.333,260.916.666.666.667,833.333.333.333.333,994.420.833.333.333,565.833.333.333.333,976.666.666.666.667,12.7,6.9,0,38,16071,236.450.749.797.772,9.71,28.25,42.71,17.83,28.96,2.79
2020-02-09,163.958.333.333.333,255.354.166.666.667,805.833.333.333.333,997.675,143.791.666.666.667,109.520.833.333.333,16.2,6,0,24,10845,221.300.138.312.586,7.91,22.79,34.56,27.96,28.67,04.02
2020-02-10,204.375,307.229.166.666.667,660.416.666.666.667,995.616.666.666.667,150.520.833.333.333,146.333.333.333.333,19.5,10.8,0,70,26741,261.770.315.246.251,23.96,37.37,73.91,19.79,28.54,6.84
2020-02-11,995.833.333.333.333,187.479.166.666.667,769.166.666.666.667,993.275,115.916.666.666.667,1.365.625,18,11.3,0,68,27626,246.144.935.929.921,16.52,35.5,60.71,13.96,29.25,4.28
2020-02-12,126.458.333.333.333,179.145.833.333.333,935.833.333.333.333,99.428.125,161.875,102.979.166.666.667,11.4,9.2,0.6,55,22540,244.010.647.737.356,13.15,33.02,52.98,21.75,26.5,1.64
2020-02-13,149.791.666.666.667,2.840.625,831.666.666.666.667,990.572.916.666.667,140.479.166.666.667,127.791.666.666.667,18.5,9.3,0,48,22266,215.575.316.626.246,22.27,35.42,69.23,13.83,27.92,2.94
2020-02-14,1.0875,208.520.833.333.333,858.125,9.941.375,956.458.333.333.333,114.604.166.666.667,15.3,8.2,0,51,24147,211.206.361.038.638,32.79,30.62,80.6,15.12,41.5,1.87
2020-02-15,120.208.333.333.333,246.541.666.666.667,826.875,99.534.375,159.583.333.333.333,123.729.166.666.667,18,7.9,0,22,9739,225.895.882.534.141,6.35,25.48,34.96,25,26.58,1.26
2020-02-16,158.541.666.666.667,271.604.166.666.667,856.666.666.666.667,9.953.125,107.645.833.333.333,122.604.166.666.667,16,10.9,0,22,10326,21.305.442.572.148,3.31,20.4,25.08,30.17,22.5,1.4
2020-02-17,151.666.666.666.667,202.041.666.666.667,80.375,994.572.916.666.667,154.604.166.666.667,136.416.666.666.667,19.8,10.5,0.6,56,23060,242.844.752.818.734,21.98,37.56,71.19,21.58,38.67,2.89
2020-02-18,152.291.666.666.667,2.714.375,735.208.333.333.333,100.002.083.333.333,167.770.833.333.333,966.041.666.666.667,14.9,5.7,0.8,43,19978,21.523.676.043.648,6.91,23.36,33.73,31.38,14.62,1.39
2020-02-19,152.083.333.333.333,281.166.666.666.667,684.375,999.35,174.479.166.666.667,889.375,15.1,5.1,0,59,24267,243.128.528.454.279,19.5,27.54,57.19,17.83,24.75,3.17
2020-02-20,153.030.303.030.303,260.090.909.090.909,718.181.818.181.818,994.784.848.484.848,255.424.242.424.242,121.636.363.636.364,18.1,6.4,0,43,18368,234.102.787.456.446,27.88,36.48,78.94,17.83,28.14,4.7
2020-02-21,1.55,2.656.875,655.833.333.333.333,998.316.666.666.667,174.604.166.666.667,116.166.666.666.667,18.5,6.3,0,52,23460,221.653.878.942.882,27.44,39.48,81.29,27.21,33.08,03.09
2020-02-22,118.541.666.666.667,211.104.166.666.667,727.916.666.666.667,10.011.125,169,121.583.333.333.333,18.5,6.7,0,33,12255,269.277.845.777.234,12.4,38.31,57.17,24.04,39,4.43
2020-02-23,136.875,271.833.333.333.333,600.625,100.083.333.333.333,181.479.166.666.667,148.729.166.666.667,22.3,8.3,0,19,9924,191.455.058.444.176,8.88,34.06,47.35,22.83,43.12,3.15
2020-02-24,145.625,261.375,530.416.666.666.667,993.935.416.666.667,181.75,151.666.666.666.667,22.9,9.2,0,67,27577,242.956.086.593.901,22.29,49.9,83.73,16.92,45.96,3.81
2020-02-25,135.625,227.708.333.333.333,696.875,985.360.416.666.667,100.833.333.333.333,125.479.166.666.667,17.4,8.5,0,56,22078,253.646.163.601.776,24.56,48.48,85.65,14.83,44.71,2.96
2020-02-26,258.958.333.333.333,288.625,519.583.333.333.333,98.470.625,191.770.833.333.333,122.770.833.333.333,17.1,8.7,0,52,20603,252.390.428.578.362,7.83,27.21,39.06,41.88,27.96,1.85
2020-02-27,274.583.333.333.333,2.785.625,56.5,985.845.833.333.333,1.675.625,129.979.166.666.667,17.7,7.1,0,44,15753,279.311.877.102.774,4.47,17.6,24.14,51.17,23.54,02.02
2020-02-28,185.833.333.333.333,2.306.875,75.25,989.935.416.666.667,999.791.666.666.667,121.395.833.333.333,17.3,9.1,0,41,19602,209.162.330.374.452,15.25,27.73,50.98,36.88,29.58,2.55
2020-02-29,163.333.333.333.333,271.395.833.333.333,725.208.333.333.333,981.016.666.666.667,144.625,139.041.666.666.667,20.5,8.7,0,26,9862,263.638.207.260.191,8.71,25.92,38.79,28.29,65.67,2.91
2020-03-01,279.166.666.666.667,288.291.666.666.667,484.166.666.666.667,978.845.833.333.333,176.979.166.666.667,152.958.333.333.333,18.6,12.5,0,24,12943,185.428.416.904.891,4.66,19.11,25.85,47.54,34.04,2.11
2020-03-02,523.125,289.229.166.666.667,559.166.666.666.667,970.65,187.833.333.333.333,127.291.666.666.667,15.9,7.5,2.3,65,26540,244.913.338.357.197,2.83,9.31,13.21,68.88,18.17,2.17
2020-03-03,3.3,303.270.833.333.333,541.875,979.195.833.333.333,92.75,10.65,15.5,6.7,0,42,17356,24.199.124.222.171,4.23,16.69,22.81,56.54,10.71,1.64
2020-03-04,1.3375,222.291.666.666.667,67.375,984.908.333.333.334,913.333.333.333.333,118.520.833.333.333,16.5,8.6,0,45,16905,266.193.433.895.297,11.04,35.12,51.56,34.12,23.04,2.21
2020-03-05,294.583.333.333.333,294.791.666.666.667,630.625,977.095.833.333.333,147.291.666.666.667,138.604.166.666.667,20.8,9.1,2.3,57,18592,3.065.834.767.642,24.27,22.15,58.9,36,29.92,2.25
2020-03-06,408.333.333.333.333,327.041.666.666.667,519.375,97.913.125,191.708.333.333.333,977.083.333.333.333,14.9,6.3,0.3,32,17942,178.352.469.066.994,03.08,10.31,14.75,66.75,11.17,1.51
2020-03-07,209.166.666.666.667,267.854.166.666.667,516.041.666.666.667,98.864.375,214.104.166.666.667,106.666.666.666.667,16.8,5.8,0,21,13259,158.382.985.142.168,3.54,18.83,23.79,57.83,11.83,2.43
2020-03-08,144.583.333.333.333,2.521.875,670.208.333.333.333,9.913.375,194.583.333.333.333,119.041.666.666.667,18.4,6.4,0,18,8910,202.020.202.020.202,3.58,23.42,28.6,37.62,19.21,3
2020-03-09,206.041.666.666.667,249.145.833.333.333,657.291.666.666.667,989.222.916.666.667,211.020.833.333.333,11.8875,17.9,8,0,61,23429,260.361.090.955.653,15.24,25.87,48.85,38.96,25.46,1.78
2020-03-10,141.666.666.666.667,2.671.875,672.083.333.333.333,9.930.625,152.375,1.130.625,17.5,6.7,0,48,17037,281.739.742.912.485,10.5,29.92,45.69,32.54,25.29,1.68
2020-03-11,118.958.333.333.333,175.208.333.333.333,707.083.333.333.333,992.310.416.666.667,2.188.125,1.386.875,21.1,7.8,0,80,27801,287.759.433.113.917,22.38,36.35,70.35,26,39.5,3.65
2020-03-12,935.416.666.666.667,183.479.166.666.667,674.583.333.333.333,989.783.333.333.333,204.25,157.229.166.666.667,23.4,10.7,0,65,29223,222.427.539.951.408,17.43,43.87,70.39,29.96,39.58,2.4
2020-03-13,145.208.333.333.333,262.041.666.666.667,745.208.333.333.333,988.872.916.666.667,191.729.166.666.667,145.666.666.666.667,21.3,10,0,58,26087,222.332.962.778.395,14.35,37.67,59.35,26.88,34.5,1.92
2020-03-14,1.5875,245.083.333.333.333,740.833.333.333.333,989.433.333.333.333,1.205.625,12.9375,17,8.2,0,21,11302,185.807.821.624.491,4.38,25.4,31.81,34,25.46,2.27
2020-03-15,187.916.666.666.667,2.055.625,785.208.333.333.333,987.910.416.666.667,202.208.333.333.333,121.854.166.666.667,19.5,7,0,17,7446,228.310.502.283.105,2.46,14.12,16.92,48.17,23.29,2.21
2020-03-16,258.125,105.729.166.666.667,92.5,98.721.875,995.833.333.333.333,115.291.666.666.667,12.5,10.6,57,85,37604,226.039.783.001.808,1.19,12.56,13.15,72.75,17.62,1.54
2020-03-17,132.916.666.666.667,146.791.666.666.667,84.625,996.864.583.333.333,846.666.666.666.667,12.2625,15.9,10.1,1.7,40,20215,197.872.866.683.156,2,18.4,20.75,55.75,23.5,2.31
2020-03-18,1,231.395.833.333.333,710.833.333.333.333,9.965.875,1.646.875,11.8625,17.7,8.2,0,44,21890,201.005.025.125.628,12.94,25.12,44.29,34.21,27.33,1.67
2020-03-19,139.583.333.333.333,211.958.333.333.333,739.791.666.666.667,992.785.416.666.667,220.520.833.333.333,108.229.166.666.667,16.7,6.4,0,77,24723,311.450.875.702.787,8.44,18.81,31.06,42.75,25.83,1.77
2020-03-20,136.666.666.666.667,213.604.166.666.667,770.833.333.333.333,989.341.666.666.667,220.583.333.333.333,10.825,17.6,5.9,0,40,19779,202.234.693.361.646,9.27,20.92,34.65,43.71,22.62,2.56
2020-03-21,122.916.666.666.667,194.083.333.333.333,75.25,984.185.416.666.667,221.916.666.666.667,112.020.833.333.333,17.6,5.4,0,17,9525,178.477.690.288.714,2.65,14.85,18.25,47,26.33,2
2020-03-22,169.375,176.708.333.333.333,867.083.333.333.333,98.368.125,128.916.666.666.667,117.395.833.333.333,16.7,8.4,8,10,4044,247.279.920.870.425,1.69,9.58,11.23,46.75,28.5,2.1
2020-03-23,126.875,945.833.333.333.333,93.125,9.885.625,659.375,11.1625,13.2,10.3,22.1,39,20021,194.795.464.762,2.17,18.65,21.15,52.12,20.58,2.31
2020-03-24,213.541.666.666.667,999.166.666.666.667,750.833.333.333.333,98.950.625,970.625,985.208.333.333.333,12.6,7.1,0,50,25301,197.620.647.405.241,1.71,13.4,15.02,73.04,24.67,1.87
2020-03-25,132.083.333.333.333,169,609.583.333.333.333,98.601.875,1.109.375,792.291.666.666.667,12,5.9,0,41,18135,226.082.161.566.033,2.15,15.96,18.23,64.92,18.12,1.29
2020-03-26,150.416.666.666.667,1.659.375,735.416.666.666.667,979.764.583.333.334,141.416.666.666.667,696.041.666.666.667,11.9,3.4,1.4,21,11443,183.518.308.135.978,7.86,23.65,35.51,35,20.5,1.77
2020-03-27,130.625,259.791.666.666.667,605.208.333.333.333,983.735.416.666.667,174.625,871.875,14.9,2.9,0.1,16,8848,180.831.826.401.447,7.73,25.73,37.08,42,23.42,2.19
2020-03-28,1.4875,220.979.166.666.667,582.916.666.666.667,986.495.833.333.333,198.083.333.333.333,1.249.375,18.3,8.5,0,11,6630,165.912.518.853.695,3.69,17.52,22.83,49.58,16.92,2.6
2020-03-29,142.083.333.333.333,2.224.375,586.875,984.377.083.333.333,237.354.166.666.667,139.104.166.666.667,20.6,8.9,0,28,15858,176.567.032.412.662,3.24,13.39,17.76,54.78,17.78,1.61
2020-03-30,125.625,2.339.375,872.083.333.333.333,983.9,326.458.333.333.333,776.041.666.666.667,11,5.5,5.2,36,16044,224.382.946.896.036,3.24,15.09,19.74,44.67,16.42,01.02
2020-03-31,847.916.666.666.667,131.520.833.333.333,898.125,983.939.583.333.333,565.833.333.333.333,857.916.666.666.667,11.7,6.2,4.7,29,13002,223.042.608.829.411,2.88,15.31,19.31,40.88,11.71,1.38
2020-04-01,137.916.666.666.667,852.083.333.333.333,959.583.333.333.333,9.839.125,156.666.666.666.667,889.375,9.8,7.8,21,43,17201,249.985.465.961.281,2.23,10.9,13.77,64.67,8.25,1.33
2020-04-02,130.208.333.333.333,1.356.875,795.208.333.333.333,982.060.416.666.667,118.979.166.666.667,1.001.875,13.8,7.9,0.3,24,10957,219.038.057.862.554,2.4,11.42,14.62,70.5,10.08,1.4
2020-04-03,163.125,277.333.333.333.333,709.166.666.666.667,985.510.416.666.667,216.916.666.666.667,114.083.333.333.333,17.2,7.1,0,21,10797,194.498.471.797.722,5.83,14.9,23.44,47.17,12.95,1
2020-04-04,184.583.333.333.333,2.441.875,642.708.333.333.333,98.945.625,277.979.166.666.667,128.520.833.333.333,20.2,7.3,0,12,7636,157.150.340.492.404,3.79,11.4,16.77,49.92,11.67,1.21
2020-04-05,191.666.666.666.667,2.371.875,632.291.666.666.667,990.529.166.666.667,290.458.333.333.333,11.9125,18.3,6.3,0,3,1581,189.753.320.683.112,2.4,7.79,10.85,63.71,10.83,1
2020-04-06,173.125,231.583.333.333.333,615.833.333.333.333,993.525,262.479.166.666.667,126.791.666.666.667,18.2,6.8,0,27,11889,227.100.681.302.044,4.88,15.27,22.06,67.42,13.54,1.17
2020-04-07,1.175,251.375,677.708.333.333.333,996.016.666.666.667,182.333.333.333.333,1.353.125,18.7,9.9,0,21,10100,207.920.792.079.208,5.56,18.83,26.75,65.75,14.67,01.08
2020-04-08,175.416.666.666.667,205.854.166.666.667,59.75,994.535.416.666.667,2.180.625,13.675,19.7,8.9,0,20,8335,23.995.200.959.808,4.93,16.35,23.52,71.79,14.75,1
2020-04-09,164.375,227.020.833.333.333,612.083.333.333.333,992.164.583.333.333,248.791.666.666.667,140.125,19.3,9.6,0,22,11900,184.873.949.579.832,3.67,15.05,20.07,61.7,14.3,1.41
2020-04-10,1.425,219.041.666.666.667,534.166.666.666.667,99.210.625,289.145.833.333.333,148.895.833.333.333,22.5,8.9,0,13,7922,16.409.997.475.385,1.67,11.19,12.77,74.17,18.29,1.65
2020-04-11,107.291.666.666.667,253.625,593.958.333.333.333,992.291.666.666.667,181.5,146.416.666.666.667,20.5,9.6,0,15,6606,227.066.303.360.581,1.92,13.23,15.33,67.75,20.96,1.98
2020-04-12,1.7875,201,548.958.333.333.333,988.420.833.333.333,270.958.333.333.333,143.791.666.666.667,19.7,9.1,0,8,4396,181.983.621.474.067,1.54,10.52,11.85,75.58,17.54,2.71
2020-04-13,9.375,77.75,910.416.666.666.667,98.045.625,189.583.333.333.333,113.958.333.333.333,12.6,9.9,36.3,8,5673,141.018.861.272.695,1.27,13.6,14.65,66.38,10.75,2.65
2020-04-14,126.041.666.666.667,201.479.166.666.667,790.416.666.666.667,983.464.583.333.333,278,141.520.833.333.333,20.3,10,0,19,11752,161.674.608.577.263,2.12,13.02,15.5,65.29,9.5,1.73
2020-04-15,235.416.666.666.667,176.458.333.333.333,805.833.333.333.333,988,2.263.125,137.625,18.2,9.2,0,19,8449,224.878.683.867.913,6.42,14.83,24.04,52.58,22.54,1.79
2020-04-16,149.166.666.666.667,136.895.833.333.333,78.625,988.841.666.666.667,234.458.333.333.333,152.916.666.666.667,19.9,12.1,0,22,9009,244.200.244.200.244,2.25,15.29,18.25,61.71,23.29,1.75
2020-04-17,104.166.666.666.667,198.25,805.833.333.333.333,987.191.666.666.667,182.104.166.666.667,157.729.166.666.667,20.1,11.8,0,12,7884,15.220.700.152.207,3.5,15.58,20.21,53.29,15.94,1.77
2020-04-18,205.416.666.666.667,1.679.375,851.458.333.333.333,985.802.083.333.333,148.041.666.666.667,1.503.125,18.8,12.6,6.6,6,3883,154.519.701.261.911,3.71,15.5,20.56,47.79,17.67,1.64
2020-04-19,847.916.666.666.667,844.166.666.666.667,984.375,979.564.583.333.333,25.375,142.875,14.7,13.9,78.2,4,1162,344.234.079.173.838,1.62,10.96,12.71,51.96,5.35,1.87
2020-04-20,627.083.333.333.333,206.583.333.333.333,965.208.333.333.333,975.345.833.333.333,84.625,146.354.166.666.667,17.4,13.5,18.5,10,5898,169.548.999.660.902,7.38,21.19,32.27,30.46,5.71,1.96
2020-04-21,105.416.666.666.667,124.791.666.666.667,981.666.666.666.667,974.495.833.333.333,282.916.666.666.667,129.541.666.666.667,13.8,12,97.8,14,6839,204.708.290.685.773,2.31,17.38,20.46,44.25,4.92,1.38
2020-04-22,123.958.333.333.333,991.666.666.666.667,847.083.333.333.333,98.384.375,163.229.166.666.667,131.104.166.666.667,15.9,10.9,5.6,19,8622,220.366.504.291.348,1.16,9.53,10.29,70.54,9.33,1.13
2020-04-23,1.4625,265.5,721.041.666.666.667,988.660.416.666.667,215,155.854.166.666.667,21,11.5,0.4,12,7429,161.529.142.549.468,4.62,12.5,19.08,53.83,12.58,1.81
2020-04-24,153.125,250.770.833.333.333,631.458.333.333.333,9.853.875,301.479.166.666.667,171.375,24,13.2,0,10,4677,21.381.227.282.446,6.71,14.17,24.08,51.83,16.33,2.1
2020-04-25,194.791.666.666.667,207.666.666.666.667,667.916.666.666.667,98.048.125,310,1.553.125,21.7,10.2,0,7,4038,173.353.145.121.347,3.15,8.12,12.19,57.29,14.67,2.62
2020-04-26,166.458.333.333.333,223.291.666.666.667,739.375,980.966.666.666.667,2.588.125,159.291.666.666.667,22.1,10.7,0,4,2039,196.174.595.389.897,1.98,5.31,7.85,50.71,10.83,1.73
2020-04-27,149.375,241.145.833.333.333,808.541.666.666.667,980.679.166.666.666,1.673.125,157.854.166.666.667,21.6,11.3,2.4,56,12605,444.268.147.560.492,5.27,10.85,18.44,38.18,14.54,2.41
2020-04-28,2.5375,2.936.875,629.583.333.333.333,981.95,273.229.166.666.667,158.520.833.333.333,21.3,11.2,1.2,7,4068,172.074.729.596.854,2.56,10.21,13.6,63.71,7.54,1.29
2020-04-29,175.416.666.666.667,237.125,65.875,98.493.125,2.468.125,162.625,22.1,10.7,0,24,8820,272.108.843.537.415,10.04,14.29,29.04,58.33,11.43,2.29
2020-04-30,275.208.333.333.333,292.333.333.333.333,492.291.666.666.667,982.922.916.666.667,262.229.166.666.667,1.848.125,22.6,14.2,0,21,11347,185.070.943.861.814,3.35,16.98,21.71,58.38,10.54,3.44
2020-05-01,3.3125,305.291.666.666.667,504.375,984.102.083.333.334,295.354.166.666.667,211.729.166.666.667,25.7,16.3,0,5,3473,143.967.751.223.726,2.5,10.77,14.08,42.38,8.58,4.17
2020-05-02,143.333.333.333.333,221.875,679.166.666.666.667,986.783.333.333.333,295.979.166.666.667,198.708.333.333.333,26.9,15.2,0,7,4491,155.867.290.135.827,2.23,9.92,12.98,44.92,10.08,2.94
2020-05-03,1.5875,202.645.833.333.333,74.5,98.840.625,326.541.666.666.667,185.708.333.333.333,23.9,13.8,0,7,4825,145.077.720.207.254,02.04,6.12,8.38,40.25,9.92,02.08
