date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,c6h6,co,no,no2,nox,o3,so2,casos_total,poblacio_total,incidencia_1000
2021-06-29,301.458.333.333.333,154.958.333.333.333,711.875,NA,224.520.833.333.333,232.770.833.333.333,26.7,17.6,0,0.6,0.34,1.33,5.83,7.88,62.17,4.96,41,22446,182.660.607.680.656
2021-06-30,270.208.333.333.333,167.708.333.333.333,684.791.666.666.667,NA,226.416.666.666.667,234.395.833.333.333,27.7,19.4,0,0.6,0.32,1.17,4.96,6.88,66.25,4.92,93,37939,245.130.340.810.248
2021-07-01,301.875,233.291.666.666.667,754.166.666.666.667,NA,322.958.333.333.333,238.479.166.666.667,28.3,17.7,0,0.6,0.32,1.46,4.5,7,62.5,5,60,26479,226.594.659.919.181
2021-07-02,310.833.333.333.333,240.5,725.416.666.666.667,NA,339.041.666.666.667,238.958.333.333.333,30.2,17.3,0,0.62,0.34,1.75,6.71,9.25,66.5,5,60,29462,203.652.162.107.121
2021-07-03,289.375,231.541.666.666.667,756.666.666.666.667,NA,291.479.166.666.667,2.404.375,29.3,16.4,0,0.6,0.37,1.21,5.58,7.67,58.58,4.92,22,13111,167.798.032.186.713
2021-07-04,273.125,200.958.333.333.333,78,NA,250.708.333.333.333,233.375,30.3,17.8,0,0.6,0.4,1,5.29,6.88,62.79,4.92,27,14598,184.956.843.403.206
2021-07-05,306.666.666.666.667,235.958.333.333.333,72.875,NA,340.5,248.729.166.666.667,29.9,18,0,0.6,0.38,1.88,6.12,09.08,64.71,5,93,36991,251.412.505.744.641
2021-07-06,234.375,168.145.833.333.333,76.25,NA,250.541.666.666.667,255.479.166.666.667,31.1,20.4,0,0.6,0.38,1.46,5.92,7.96,67.5,5,77,28620,269.042.627.533.194
2021-07-07,253.958.333.333.333,225.625,642.708.333.333.333,NA,216.541.666.666.667,237.375,28.4,18.2,0,0.6,0.34,1.38,6.83,9.17,61.92,5,87,36105,240.963.855.421.687
2021-07-08,326.666.666.666.667,212.229.166.666.667,569.375,NA,3.156.875,240.458.333.333.333,29.4,19.3,0,0.6,0.35,1.25,07.08,9.25,64.04,4.96,103,43552,236.498.897.869.214
2021-07-09,377.083.333.333.333,235.520.833.333.333,689.166.666.666.667,NA,3.335.625,231.895.833.333.333,28.3,16.3,0,0.6,0.32,1.21,4.96,7.17,64.17,5,80,34276,233.399.463.181.235
2021-07-10,387.916.666.666.667,241.541.666.666.667,68,NA,330.208.333.333.333,241.895.833.333.333,29.6,16.8,0,0.6,0.37,1.29,4.58,6.5,62.25,5,22,14581,150.881.283.862.561
2021-07-11,245.625,220.291.666.666.667,697.708.333.333.333,NA,2.765.625,244.041.666.666.667,29.7,16.6,0,0.6,0.38,01.08,5.83,7.58,64.75,5,30,15992,187.593.796.898.449
2021-07-12,261.458.333.333.333,1.713.125,73.375,NA,1.644.375,24.1,29.5,18.6,0,0.6,0.4,1.46,8.83,11.17,56.21,5,124,48924,253.454.337.339.547
2021-07-13,3.475,240.625,473.333.333.333.333,NA,288.75,2.248.125,28.2,15.4,0,0.6,0.3,1.46,5.96,8.17,50.21,4.47,77,35765,21.529.428.211.939
2021-07-14,312.708.333.333.333,193.333.333.333.333,577.291.666.666.667,NA,321.25,22.9,28,17.2,0,0.6,0.22,1.32,6.84,8.89,60.95,3.96,78,37623,207.319.990.431.385
2021-07-15,281.041.666.666.667,189.041.666.666.667,668.125,NA,3.290.625,24.2,28.7,19.4,0,0.6,0.2,1.67,6.38,09.08,67.88,4,77,33799,227.817.391.047.072
2021-07-16,286.875,224.833.333.333.333,718.333.333.333.333,NA,327.395.833.333.333,240.354.166.666.667,29.1,18.5,0,0.6,0.2,2,7.12,10.12,58.75,4,78,33149,235.301.215.722.948
2021-07-17,290.416.666.666.667,234.729.166.666.667,751.458.333.333.333,NA,322.520.833.333.333,237.645.833.333.333,29.3,18,0,0.6,0.22,1.67,5.12,7.71,56.58,4,33,18423,179.123.921.185.475
2021-07-18,264.375,236.25,709.583.333.333.333,NA,327.291.666.666.667,247.979.166.666.667,31.1,17.8,0,0.61,0.2,1.29,5.54,7.58,70.42,4.21,34,20005,169.957.510.622.344
2021-07-19,352.291.666.666.667,239.375,584.375,NA,330.083.333.333.333,266.125,33,19.9,0,0.61,0.21,2.21,10.04,13.42,81.08,4.46,98,39263,249.598.858.976.645
2021-07-20,347.083.333.333.333,233.625,698.958.333.333.333,NA,318.333.333.333.333,25.425,31.8,18,0,0.7,0.22,2.58,10.42,14.21,65.35,4.47,60,31512,19.040.365.575.019
2021-07-21,270.625,2.274.375,724.375,NA,319.208.333.333.333,2.573.125,31.7,18.3,0,0.61,0.2,1.77,7.73,10.5,77.59,4.59,64,34791,183.955.620.706.505
2021-07-22,3.45,2.400.625,659.166.666.666.667,NA,318.833.333.333.333,2.624.375,33.2,18.1,0,0.62,0.21,2.54,9.46,13.29,76.46,4.67,77,35003,219.981.144.473.331
2021-07-23,254.166.666.666.667,248.229.166.666.667,66.25,NA,2.895.625,255.645.833.333.333,33.5,17,0,0.61,0.21,2.25,9.71,13.25,76.67,4.46,53,26919,1.968.869.571.678
2021-07-24,276.458.333.333.333,177.729.166.666.667,715.833.333.333.333,NA,301.375,25.125,30.3,19.8,0,0.6,0.2,1.83,9.58,12.38,74.75,4.67,33,19573,168.599.601.491.851
2021-07-25,272.708.333.333.333,2.074.375,678.958.333.333.333,NA,3.008.125,251.833.333.333.333,31.1,19.6,0,0.6,0.21,1.46,6.96,9.21,73.67,4.67,19,11311,16.797.807.444.081
2021-07-26,235.416.666.666.667,258.020.833.333.333,638.333.333.333.333,NA,168.270.833.333.333,247.458.333.333.333,31.1,19.7,0,0.6,0.21,1.67,8.79,11.5,76.21,4.67,68,31181,218.081.524.005.003
2021-07-27,349.583.333.333.333,248.145.833.333.333,682.916.666.666.667,NA,324.25,246.375,30.2,18.9,0,0.62,0.21,1.67,6.83,9.62,81.08,4.58,46,26907,170.959.229.940.164
2021-07-28,289.375,157.666.666.666.667,716.458.333.333.333,NA,309,246.604.166.666.667,30,19.4,0,0.6,0.21,2,9.79,12.79,75.88,4.96,50,26924,185.707.918.585.649
2021-07-29,283.333.333.333.333,243.604.166.666.667,707.916.666.666.667,NA,312.333.333.333.333,250.666.666.666.667,30.1,19.9,0,0.6,0.2,1.79,7.38,10.25,79,4.79,45,31323,143.664.399.961.689
2021-07-30,265.416.666.666.667,197.708.333.333.333,75.875,NA,279.875,260.125,31.4,19.3,0,0.6,0.21,2.29,6.75,10.17,62.17,4.92,49,25748,19.030.604.318.782
2021-07-31,245.833.333.333.333,157.166.666.666.667,700.208.333.333.333,NA,167.479.166.666.667,2.381.875,29.7,16.9,7,0.6,0.2,1.58,9.62,12.08,69.08,4.71,28,17766,157.604.412.923.562
2021-08-01,274.583.333.333.333,259.979.166.666.667,666.041.666.666.667,NA,311.895.833.333.333,214.166.666.666.667,27.3,16.4,0,0.6,0.2,1.29,4.96,7.17,56.46,4.79,29,18389,157.702.974.604.383
2021-08-02,248.541.666.666.667,1.960.625,701.041.666.666.667,NA,2.811.875,236.083.333.333.333,28.6,17.6,0,0.68,0.2,2.25,9.58,12.83,58.33,5,40,21177,188.884.166.784.719
2021-08-03,3.25,2.465.625,731.875,NA,274.229.166.666.667,246.458.333.333.333,29.4,20,0,0.6,0.22,2.21,7.96,11.25,59.62,5,42,23187,181.135.981.368.871
2021-08-04,241.458.333.333.333,2.166.875,789.375,NA,181.854.166.666.667,230.583.333.333.333,30.3,17.8,3.6,0.6,0.21,1.79,9.54,12.54,62.33,5,45,22764,197.680.548.234.054
2021-08-05,338.541.666.666.667,243.208.333.333.333,77.25,NA,300.958.333.333.333,242.145.833.333.333,29.5,18.5,0,0.61,0.22,1.79,8.33,11.12,70.54,5,33,19935,165.537.998.495.109
2021-08-06,279.791.666.666.667,121.770.833.333.333,793.333.333.333.333,NA,243.958.333.333.333,244.604.166.666.667,28.1,19.6,0,0.6,0.26,1.88,12.54,15.25,53.83,4.96,32,17203,186.014.067.313.841
2021-08-07,271.458.333.333.333,134.125,73,NA,268.395.833.333.333,2.571.875,31.9,21.9,0,NA,0.26,1.5,8.21,10.58,61.5,4.96,9,5070,177.514.792.899.408
2021-08-08,242.291.666.666.667,136.208.333.333.333,645.625,NA,273.208.333.333.333,235.791.666.666.667,28.3,18.6,0,NA,0.23,1.62,6.71,9.21,58.67,4.92,19,12098,157.050.752.190.445
2021-08-09,188.541.666.666.667,247.916.666.666.667,689.166.666.666.667,NA,184.895.833.333.333,222.583.333.333.333,29.5,17.3,0.5,NA,0.28,1.75,9.96,12.46,57.96,4.75,31,22163,139.872.760.907.819
2021-08-10,195.416.666.666.667,187.395.833.333.333,625.416.666.666.667,NA,173.833.333.333.333,2.404.375,31,18.6,0,0.6,0.31,03.04,19.96,24.5,61.92,5.12,30,18900,158.730.158.730.159
2021-08-11,179.791.666.666.667,210.770.833.333.333,572.083.333.333.333,NA,177.020.833.333.333,251.770.833.333.333,32.4,18.8,0,0.62,0.32,2.83,19.79,24.17,65.67,5,27,16111,167.587.362.671.467
2021-08-12,202.916.666.666.667,174.583.333.333.333,694.375,NA,257.895.833.333.333,260.916.666.666.667,31.8,19.7,0,0.62,0.32,3.67,23.42,28.83,62.04,5.54,34,19938,170.528.638.780.219
2021-08-13,219.166.666.666.667,212.229.166.666.667,695.416.666.666.667,NA,284,258.625,33.7,18.5,0,0.62,0.35,2.21,16.04,19.5,71.96,5.25,27,16478,163.854.836.752.033
2021-08-14,273.958.333.333.333,234.333.333.333.333,655.208.333.333.333,NA,264.875,274.583.333.333.333,35,20.9,0,0.64,0.33,1.92,12.33,15.42,70.83,4.92,17,10496,161.966.463.414.634
2021-08-15,2.25,122.875,77.125,NA,231.25,26.65,31.2,22,0,0.6,0.31,1.74,10.09,12.96,62.74,5,20,12527,159.655.144.887.044
2021-08-16,2.8875,236.104.166.666.667,72.75,NA,265.875,257.083.333.333.333,30.9,20.7,0,0.6,0.37,1.5,6.5,8.67,64.42,5,35,19359,180.794.462.523.891
2021-08-17,284.166.666.666.667,222.625,60.375,NA,270.75,242.395.833.333.333,29.4,19.4,0,0.6,0.36,1.12,5.12,6.79,66.33,5,18,9546,188.560.653.676.933
2021-08-18,262.708.333.333.333,205.625,629.375,NA,264.041.666.666.667,23.7,28.9,17.5,0,0.6,0.4,1.25,6.17,8.21,78.62,4.96,35,23375,149.732.620.320.856
2021-08-19,2,238.958.333.333.333,784.166.666.666.667,NA,124.25,227.958.333.333.333,28.3,18.6,0,0.6,0.5,1.29,7.96,10.12,61.92,4.96,32,20586,155.445.448.362.965
2021-08-20,262.916.666.666.667,240.041.666.666.667,76.625,NA,238.5,247.895.833.333.333,31,20,0,0.6,0.49,1.25,6.38,8.17,56.04,5,24,15234,157.542.339.503.742
2021-08-21,312.708.333.333.333,241.541.666.666.667,79.5,NA,268.145.833.333.333,252.291.666.666.667,31.1,19.1,0,0.6,0.48,1.29,4.29,6.29,49.04,5,14,8673,161.420.500.403.551
2021-08-22,244.166.666.666.667,207.166.666.666.667,755.416.666.666.667,NA,258.041.666.666.667,25.025,30.8,18.6,0,0.6,0.5,1.42,6.5,8.67,59.67,5,6,4404,136.239.782.016.349
2021-08-23,2.275,220.520.833.333.333,781.875,NA,133.25,239.979.166.666.667,29.5,20.4,0,0.6,0.35,1.81,8.24,11,50.55,5.25,17,10970,154.968.094.804.011
2021-08-24,1.825,168.25,777.083.333.333.333,NA,1.684.375,236.875,28.6,20.1,3.7,0.6,0.21,1.44,6.94,9.11,46.17,5.29,22,12694,173.310.225.303.293
2021-08-25,227.083.333.333.333,227.708.333.333.333,686.041.666.666.667,NA,224.145.833.333.333,2.394.375,28.6,19.6,0,0.6,0.21,1.5,9.12,11.33,70.5,5,29,18385,15.773.728.583.084
2021-08-26,361.875,253.520.833.333.333,748.541.666.666.667,NA,251.708.333.333.333,24.15,29.5,18.5,0,0.65,0.24,2.12,7.54,10.88,66.67,4.73,21,10710,196.078.431.372.549
2021-08-27,230.416.666.666.667,193.5,760.833.333.333.333,NA,255.833.333.333.333,262.291.666.666.667,31.7,20.6,0,0.6,0.2,1.96,7.38,10.33,58.58,4.88,22,12017,183.073.978.530.415
2021-08-28,2.8625,147.666.666.666.667,668.541.666.666.667,NA,2.401.875,241.333.333.333.333,28.5,17.6,0,0.6,0.22,01.04,7.42,9.12,82.12,4.12,7,4287,163.284.348.028.925
2021-08-29,261.875,222.75,671.666.666.666.667,NA,1.959.375,234.333.333.333.333,27.9,17.8,0,0.6,0.22,1.21,5.42,7.5,72.79,4.46,4,2548,156.985.871.271.586
2021-08-30,182.083.333.333.333,215.708.333.333.333,853.958.333.333.333,NA,616.875,212.166.666.666.667,24.4,18.8,5,0.6,0.3,2.29,16.54,19.79,41.71,4.79,22,13496,163.011.262.596.325
2021-08-31,2.425,189.895.833.333.333,805.416.666.666.667,NA,220.625,229.666.666.666.667,28,19.1,0,0.6,0.31,1.67,9.83,12.29,51.58,4.83,21,12406,169.272.932.452.039
2021-09-01,234.166.666.666.667,160.75,703.958.333.333.333,NA,882.291.666.666.667,225.791.666.666.667,25.3,19.8,0.9,0.6,0.31,1.58,16.42,18.62,56.38,4.96,20,11968,167.112.299.465.241
2021-09-02,255.833.333.333.333,1.380.625,715.833.333.333.333,NA,115.875,228.229.166.666.667,27.6,18.2,0.8,0.6,0.3,1.79,14.88,17.38,74.75,5,18,9385,191.795.418.220.565
2021-09-03,228.958.333.333.333,2.320.625,723.541.666.666.667,NA,243.354.166.666.667,237.583.333.333.333,29.8,18.9,0.2,0.6,0.28,1.46,9.71,11.92,80.25,5,37,19052,194.205.332.773.462
2021-09-04,220.833.333.333.333,241.604.166.666.667,773.541.666.666.667,NA,196.333.333.333.333,233.625,29.2,19.2,0,0.6,0.3,1.58,10.04,12.42,64.62,4.79,5,3074,162.654.521.795.706
2021-09-05,3.375,2.510.625,812.708.333.333.333,NA,2.625.625,2.428.125,29.6,18.6,0,0.61,0.28,1.25,4.29,6.17,54.25,4.83,4,2354,169.923.534.409.516
2021-09-06,267.916.666.666.667,2.366.875,821.458.333.333.333,NA,215.770.833.333.333,249.083.333.333.333,31.1,19.8,0,0.6,0.24,2.17,4.88,8.29,50.96,5,27,15401,175.313.291.344.718
2021-09-07,191.458.333.333.333,232.833.333.333.333,81.625,NA,1.586.875,242.375,30.8,20,0,0.6,0.23,1.62,6.21,8.67,51.58,5,36,20929,172.010.129.485.403
2021-09-08,260.833.333.333.333,177.770.833.333.333,782.083.333.333.333,NA,212.020.833.333.333,2.510.625,30.8,20.2,0.2,0.6,0.28,3.17,9.42,14.04,63.29,5,21,12088,173.726.009.265.387
2021-09-09,293.958.333.333.333,148.416.666.666.667,745.833.333.333.333,NA,2.018.125,24.875,28.9,21.3,0.2,0.6,0.3,1.29,11.42,13.46,85.04,5,18,10477,171.804.905.984.538
2021-09-10,255.625,239.375,793.333.333.333.333,NA,143.395.833.333.333,223.145.833.333.333,29.6,18.6,4.4,0.6,0.28,1.5,11.75,14,60.58,5,11,6549,167.964.574.744.236
2021-09-11,284.375,2.648.125,779.375,NA,216.854.166.666.667,226.729.166.666.667,29.1,17.6,0,0.61,0.28,1.67,5.42,7.96,57.42,5,13,7155,181.691.125.087.352
2021-09-12,229.375,2.538.125,81.875,NA,151.666.666.666.667,239.041.666.666.667,29.7,20.6,0,0.61,0.3,1.58,6.62,8.88,51.83,5,6,2403,249.687.890.137.328
2021-09-13,297.083.333.333.333,249.333.333.333.333,81.875,NA,187.145.833.333.333,2.491.875,29.5,20.4,0,0.6,0.25,2.46,5.79,9.58,51.75,05.08,25,15987,156.377.056.358.291
2021-09-14,213.333.333.333.333,184.645.833.333.333,809.791.666.666.667,NA,164.25,259.979.166.666.667,31.2,21.1,0,0.61,0.24,2,9.12,12.17,22.1,5.21,24,13786,174.089.656.172.929
2021-09-15,314.583.333.333.333,2.321.875,75.25,NA,208.229.166.666.667,257.270.833.333.333,30.3,22.2,0.3,0.6,0.21,1.71,7.25,9.67,NA,5.62,30,15992,187.593.796.898.449
2021-09-16,218.125,266.104.166.666.667,753.958.333.333.333,NA,198.395.833.333.333,2.346.875,28.7,19.9,0.2,0.6,0.23,1.54,7.58,9.88,NA,5.54,15,7494,200.160.128.102.482
2021-09-17,3.125,265.104.166.666.667,708.958.333.333.333,NA,240.875,2.298.125,28.8,17.7,0.1,0.6,0.22,2.67,7.25,11.29,NA,5.38,26,11741,221.446.214.121.455
2021-09-18,224.375,266.645.833.333.333,870.208.333.333.333,NA,1.184.375,211.395.833.333.333,28.2,18.8,48.8,0.6,0.27,1.38,9.79,12,NA,5.62,18,11959,150.514.257.044.903
2021-09-19,286.041.666.666.667,273.291.666.666.667,620.416.666.666.667,NA,242.291.666.666.667,202.375,25.7,16.3,0,0.6,0.24,1.33,4.92,6.67,NA,5.58,7,3836,182.481.751.824.818
2021-09-20,280.833.333.333.333,224.270.833.333.333,745.833.333.333.333,NA,167.395.833.333.333,1.903.125,25.9,15.9,2.8,0.6,0.29,1.5,9.11,11.28,74.07,5.54,44,20476,214.885.719.867.162
2021-09-21,204.166.666.666.667,290.520.833.333.333,700.625,NA,742.916.666.666.667,1.819.375,22.7,15.3,0.1,0.6,0.29,2.25,14.21,17.5,50.33,05.05,46,23327,19.719.638.187.508
2021-09-22,268.958.333.333.333,173.854.166.666.667,663.333.333.333.333,NA,126.854.166.666.667,204.645.833.333.333,25.1,16.2,0,0.6,0.32,1.79,18.88,21.58,75,5,45,22544,199.609.652.235.628
2021-09-23,213.541.666.666.667,200.875,756.458.333.333.333,NA,112.083.333.333.333,197.979.166.666.667,25.4,16,6.7,0.6,0.34,2.5,20.29,24.08,65.96,05.08,34,16925,200.886.262.924.668
2021-09-24,189.791.666.666.667,196.770.833.333.333,756.875,NA,951.458.333.333.333,211.479.166.666.667,25.2,16.2,0,0.6,0.35,2.12,23.62,26.62,73.08,5,46,20780,221.366.698.748.797
2021-09-25,215.208.333.333.333,271.333.333.333.333,809.375,NA,186.75,2.349.375,29.4,19.6,0.1,0.61,0.33,1.71,9.29,11.67,58.25,5.12,14,8081,173.245.885.410.222
2021-09-26,251.875,229.895.833.333.333,732.083.333.333.333,NA,208.958.333.333.333,230.645.833.333.333,29.7,18.1,0.1,0.6,0.3,1.42,7.54,9.54,66.79,5,21,13006,161.463.939.720.129
2021-09-27,270.416.666.666.667,239.645.833.333.333,773.333.333.333.333,NA,211.979.166.666.667,214.979.166.666.667,27.6,16,0,0.62,0.32,2.88,11.83,15.96,62.25,5.38,84,31546,266.277.816.521.905
2021-09-28,287.708.333.333.333,264.416.666.666.667,783.541.666.666.667,NA,201.25,212.625,26.6,17,0,0.63,0.32,4.42,9.33,16.29,47.12,5.17,51,19835,2.571.212.503.151
2021-09-29,181.041.666.666.667,249.770.833.333.333,832.083.333.333.333,NA,137.958.333.333.333,206.791.666.666.667,25.3,17.4,1.6,0.62,0.33,03.08,9.71,14.29,45.83,5.38,59,27220,216.752.387.950.037
2021-09-30,259.583.333.333.333,273.666.666.666.667,80.625,NA,179.125,199.333.333.333.333,24.9,15.7,0,0.6,0.3,2.17,8.42,11.83,48.96,5.38,65,30834,210.806.252.837.776
2021-10-01,210.208.333.333.333,221.333.333.333.333,813.125,NA,156.25,193.041.666.666.667,25,14.9,0,0.6,0.32,2.38,12.12,15.71,50.58,5.29,69,32114,214.859.562.807.498
2021-10-02,299.791.666.666.667,242.208.333.333.333,793.333.333.333.333,NA,188.479.166.666.667,214.541.666.666.667,26.1,16,0.2,0.62,0.37,2.29,6.71,9.96,56.92,5.62,32,18575,172.274.562.584.118
2021-10-03,429.375,2.338.125,756.458.333.333.333,NA,137.208.333.333.333,231.729.166.666.667,26.4,16.9,5.6,0.6,0.31,1.17,3.92,5.67,89.08,5.71,20,10692,187.055.742.611.298
2021-10-04,202.916.666.666.667,296.645.833.333.333,885.416.666.666.667,NA,731.666.666.666.667,153.375,19,12.8,17.3,0.6,0.3,2,7.25,10.29,45.79,5.21,78,33601,232.135.948.334.871
2021-10-05,272.916.666.666.667,262.291.666.666.667,732.083.333.333.333,NA,189.104.166.666.667,176.708.333.333.333,23.8,11.1,0,0.6,0.33,2.92,10.33,14.54,49.71,5.5,39,19970,195.292.939.409.114
2021-10-06,238.541.666.666.667,2.740.625,772.083.333.333.333,NA,147.166.666.666.667,178.395.833.333.333,22.5,13.8,0,0.6,0.37,2.29,11.71,15.33,47.96,5.42,58,27733,209.137.129.052.032
2021-10-07,266.666.666.666.667,252.541.666.666.667,752.708.333.333.333,NA,1.940.625,172.395.833.333.333,22.6,13,0,0.6,0.37,1.67,9.79,12.25,66.79,5.5,46,22141,20.775.936.046.249
2021-10-08,225.625,2.634.375,781.666.666.666.667,NA,179.479.166.666.667,169.625,23.3,12.9,0,0.6,0.38,2.21,10.79,14.12,56.83,5.17,60,25067,239.358.519.168.628
2021-10-09,159.375,243.729.166.666.667,835.833.333.333.333,NA,654.583.333.333.333,17.3,21.3,15.1,0.1,0.6,0.4,1.88,11.54,14.25,39.54,5.12,19,11883,159.892.283.093.495
2021-10-10,149.166.666.666.667,237.395.833.333.333,778.958.333.333.333,NA,100.041.666.666.667,1.771.875,22.2,13.9,0,0.6,0.41,1.79,8.38,11.12,46.29,5.29,12,6517,184.133.803.897.499
2021-10-11,2.575,279.520.833.333.333,765.625,NA,187.208.333.333.333,169.604.166.666.667,24,12.4,0,0.62,0.4,2,8.38,11.54,54.67,5.67,51,24227,210.508.936.310.728
2021-10-12,243.125,268.145.833.333.333,722.291.666.666.667,NA,1.819.375,167.645.833.333.333,23.5,12.2,0,0.6,0.41,1.92,7.79,10.54,57.33,5.67,30,15957,188.005.264.147.396
2021-10-13,2.275,252.645.833.333.333,702.291.666.666.667,NA,163.916.666.666.667,168.666.666.666.667,22.9,13.1,0,0.61,0.42,02.08,11.38,14.54,60.58,5.67,76,34962,217.378.868.485.785
2021-10-14,1.8875,248.083.333.333.333,75.875,NA,163.041.666.666.667,161.645.833.333.333,21.9,11.8,0,0.61,0.43,3.12,13.25,17.96,53.04,5.54,72,35082,205.233.453.052.848
2021-10-15,234.791.666.666.667,271.791.666.666.667,80.75,NA,127.416.666.666.667,174.708.333.333.333,24.1,13.2,0,0.7,0.46,6.58,13.12,23.29,45.79,5.71,54,24902,216.850.052.204.642
2021-10-16,184.791.666.666.667,229.958.333.333.333,789.791.666.666.667,NA,1.498.125,176.833.333.333.333,23.3,12.7,0,NA,0.45,1.96,14.79,17.79,59.17,5.62,24,11332,211.789.622.308.507
2021-10-17,1.8,237.166.666.666.667,826.041.666.666.667,NA,134.458.333.333.333,174.083.333.333.333,23.2,14.1,0,NA,0.42,1.62,9.88,12.33,56.17,5.83,17,8468,200.755.786.490.316
2021-10-18,191.041.666.666.667,2.633.125,847.291.666.666.667,NA,144.770.833.333.333,182.416.666.666.667,24.4,14.1,1.4,NA,0.44,2.21,11.29,14.38,56.17,5.92,83,36496,227.422.183.252.959
2021-10-19,271.041.666.666.667,2.636.875,825.625,NA,160.375,192.895.833.333.333,24.1,15.1,0,0.6,0.41,4.29,7.54,14.17,59,5.96,52,24272,214.238.628.872.775
2021-10-20,319.583.333.333.333,247.5,802.708.333.333.333,NA,1.219.375,192.104.166.666.667,23.6,14.8,0,0.6,0.4,1.21,05.08,7,86.79,6,55,26773,205.430.844.507.526
2021-10-21,199.791.666.666.667,216.229.166.666.667,828.958.333.333.333,NA,68.625,176.666.666.666.667,21.8,14.9,0.1,0.61,0.43,3.17,15.12,19.83,46.46,6,42,18691,224.707.078.272.966
2021-10-22,170.416.666.666.667,2.779.375,789.583.333.333.333,NA,987.916.666.666.667,160.854.166.666.667,21.1,12.1,0,0.62,0.43,2.79,15.21,19.42,37.21,6,55,25353,216.936.851.654.637
2021-10-23,230.208.333.333.333,267.770.833.333.333,733.541.666.666.667,NA,150.125,144.583.333.333.333,21.5,10.9,0,0.6,0.42,1.79,09.04,11.71,54.88,5.67,12,8309,14.442.171.139.728
2021-10-24,255.416.666.666.667,2.705.625,690.625,NA,160.145.833.333.333,15.75,23.3,11,0,0.6,0.43,1.42,8.38,10.67,69.38,5.46,19,5980,317.725.752.508.361
2021-10-25,229.583.333.333.333,246.916.666.666.667,784.166.666.666.667,NA,147.5,152.958.333.333.333,21.7,11.1,0,0.6,0.36,2.29,11.12,14.67,31.29,05.09,61,31766,19.202.921.362.463
2021-10-26,281.458.333.333.333,279.145.833.333.333,76.25,NA,152.458.333.333.333,158.645.833.333.333,22.7,11.8,0,0.6,0.27,3.54,15.5,20.79,54.71,4.79,64,33334,191.996.160.076.798
2021-10-27,242.291.666.666.667,2.238.125,738.541.666.666.667,NA,127.666.666.666.667,1.489.375,21.1,10.9,0,0.65,0.26,3.2,15.3,20.1,47.92,4.29,51,22889,222.814.452.357.027
2021-10-28,225.625,256.166.666.666.667,795.833.333.333.333,NA,1.438.125,146.729.166.666.667,21.5,10.6,0,0.6,0.22,NA,NA,NA,68.79,4.29,67,31190,214.812.439.884.578
2021-10-29,214.375,258.604.166.666.667,84.375,NA,81.625,166.104.166.666.667,21.8,12.6,9.2,0.62,0.24,NA,NA,NA,43.21,4.75,36,16343,220.277.794.774.521
2021-10-30,2.55,257.958.333.333.333,926.666.666.666.667,NA,351.458.333.333.333,1.835.625,22.1,16.4,11.5,0.61,0.22,NA,NA,NA,53.04,4.83,17,11703,145.261.898.658.464
2021-10-31,229.583.333.333.333,239.729.166.666.667,868.958.333.333.333,NA,119.770.833.333.333,189.520.833.333.333,23.9,15.4,0.3,0.63,0.25,NA,NA,NA,31.88,05.08,18,9851,18.272.256.623.693
2021-11-01,236.666.666.666.667,2.813.125,67.5,NA,117.333.333.333.333,178.708.333.333.333,24.6,11.4,0.9,0.6,0.22,NA,NA,NA,37.67,5,17,10721,158.567.297.826.695
2021-11-02,239.583.333.333.333,274.375,62.625,NA,1.135.625,138.583.333.333.333,20,7,0,0.6,0.21,NA,NA,NA,44.75,4.58,72,33757,213.289.095.594.988
2021-11-03,191.041.666.666.667,273.375,703.333.333.333.333,NA,832.083.333.333.333,122.104.166.666.667,17.8,7.3,0,0.61,0.22,NA,NA,NA,49.33,4.25,64,28010,228.489.825.062.478
2021-11-04,2.5375,2.976.875,72.75,NA,100.458.333.333.333,113.083.333.333.333,17.9,7.8,0.3,0.6,0.24,NA,NA,NA,49.08,4.17,69,32363,213.206.439.452.461
2021-11-05,257.291.666.666.667,290.104.166.666.667,726.666.666.666.667,NA,126.291.666.666.667,103.583.333.333.333,16.8,7.3,0,0.61,0.25,NA,NA,NA,33.71,4.33,60,30578,196.219.504.218.719
2021-11-06,252.708.333.333.333,275.791.666.666.667,528.125,NA,142.416.666.666.667,1.065.625,19.1,5.1,0,0.62,0.26,NA,NA,NA,40.83,4.21,9,3908,230.296.827.021.494
2021-11-07,331.666.666.666.667,304.520.833.333.333,545.833.333.333.333,NA,1.404.375,1.091.875,18.8,6.6,0,0.61,0.27,NA,NA,NA,43.5,4.29,28,18539,151.032.957.548.951
2021-11-08,260.833.333.333.333,276.083.333.333.333,667.916.666.666.667,NA,135.979.166.666.667,1.236.875,19.3,7.8,0,0.65,0.28,NA,NA,NA,37.08,4.58,85,32709,259.867.314.806.322
2021-11-09,294.583.333.333.333,181.520.833.333.333,605.833.333.333.333,NA,562.083.333.333.333,133.958.333.333.333,16.6,9.3,0.7,0.6,0.29,NA,NA,NA,49.67,4,68,32284,210.630.652.955.024
2021-11-10,2.6125,225.145.833.333.333,786.458.333.333.333,NA,179.166.666.666.667,135.625,15.9,11.3,10.2,0.6,0.3,NA,NA,NA,61.25,3.33,45,20650,217.917.675.544.794
