date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,no,no2,nox,o3,pm10,pm2.5,so2,casos_total,poblacio_total,incidencia_1000
2021-04-19,1.625,171.666.666.666.667,757.916.666.666.667,987.354.166.666.667,2.460.625,118.979.166.666.667,17.1,7,0,14.25,38.04,59.71,NA,NA,NA,NA,32,14237,224.766.453.606.799
2021-04-20,127.916.666.666.667,152.166.666.666.667,791.041.666.666.667,984.9,1.551.875,129.520.833.333.333,17.5,9.7,0.1,6.33,36.04,45.75,NA,NA,NA,NA,23,10075,228.287.841.191.067
2021-04-21,114.166.666.666.667,123.083.333.333.333,89.375,9.843.625,749.166.666.666.667,11.0375,12.6,8.7,3.7,22.25,33.12,67,NA,NA,NA,NA,27,13581,198.807.157.057.654
2021-04-22,166.041.666.666.667,177.041.666.666.667,79.125,987.429.166.666.667,171.770.833.333.333,113.520.833.333.333,16,7.8,0,17.83,33.42,60.38,NA,NA,NA,NA,17,11878,143.121.737.666.274
2021-04-23,192.291.666.666.667,2.024.375,62.875,990.789.583.333.333,315.708.333.333.333,132.416.666.666.667,19,7.2,0,4.12,24.62,30.67,NA,NA,NA,NA,18,9375,1.92
2021-04-24,171.041.666.666.667,204,608.125,990.164.583.333.334,2.889.375,140.520.833.333.333,19.6,7.8,0,1.88,13.17,15.71,NA,NA,NA,NA,10,6697,149.320.591.309.542
2021-04-25,190.208.333.333.333,174.666.666.666.667,594.375,98.513.125,229.833.333.333.333,148.979.166.666.667,20.3,10.2,0.1,6.75,34.04,43.96,NA,NA,NA,NA,7,4540,154.185.022.026.432
2021-04-26,1.3,210.770.833.333.333,734.166.666.666.667,9.775.875,617.083.333.333.333,12.95,17.7,10.6,8.1,20.82,32.09,63.86,NA,NA,NA,NA,48,25144,190.900.413.617.563
2021-04-27,151.875,200.479.166.666.667,777.916.666.666.667,976.529.166.666.667,115.145.833.333.333,1.319.375,16.6,9.4,0,13.17,34.83,54.96,NA,NA,NA,NA,39,19121,203.964.227.812.353
2021-04-28,107.291.666.666.667,186.020.833.333.333,846.875,97.719.375,1.220.625,137.041.666.666.667,17.9,11.6,0.5,6.75,28.46,38.75,NA,NA,NA,NA,18,10719,167.926.112.510.495
2021-04-29,166.875,1.490.625,85.125,97.829.375,154.5,149.979.166.666.667,18.7,12.7,0,9.42,27.58,41.92,NA,NA,NA,NA,24,10758,223.089.793.641.941
2021-04-30,142.291.666.666.667,165.354.166.666.667,858.333.333.333.333,979.260.416.666.667,154.291.666.666.667,144.854.166.666.667,20.1,12.1,1.7,1.54,13.83,15.92,NA,NA,NA,NA,22,10996,200.072.753.728.629
2021-05-01,148.125,264.5,813.958.333.333.333,980.585.416.666.667,178.333.333.333.333,1.318.125,18.8,10.5,26,2.12,14.92,18,NA,NA,NA,NA,5,3884,128.733.264.675.592
2021-05-02,186.041.666.666.667,212.104.166.666.667,72.875,9.891.125,192.375,113.083.333.333.333,14.2,8.1,0,15.83,31.25,55.12,NA,NA,NA,NA,6,4389,136.705.399.863.295
2021-05-03,2.1375,2.155.625,57.25,991.477.083.333.333,307.541.666.666.667,126.041.666.666.667,18.5,6.8,0,13.75,40.17,61.04,NA,NA,NA,NA,40,22355,178.930.887.944.531
2021-05-04,151.875,241,557.708.333.333.333,987.041.666.666.667,3.311.875,153.354.166.666.667,22.7,8.3,0,9.46,34.33,48.75,NA,NA,NA,NA,30,17276,173.651.308.173.188
2021-05-05,200.625,190.479.166.666.667,687.083.333.333.333,9.854.125,3.074.375,1.724.375,24.9,11.3,0,10.54,30,45.88,NA,NA,NA,NA,25,14286,174.996.500.069.999
2021-05-06,1.6625,251.145.833.333.333,736.666.666.666.667,985.654.166.666.667,306.375,1.721.875,23.7,12.9,0,9.96,30.83,45.96,NA,NA,NA,NA,30,18796,159.608.427.324.963
2021-05-07,196.666.666.666.667,1.888.125,777.708.333.333.333,987.441.666.666.667,209.916.666.666.667,164.125,22.6,12.5,0,5.67,18.67,27.17,NA,NA,NA,NA,34,19359,17.562.890.645.178
2021-05-08,142.083.333.333.333,227.229.166.666.667,645.416.666.666.667,987.327.083.333.333,330.958.333.333.333,1.854.375,24.3,12.3,0,2.75,18.25,22.54,NA,NA,NA,NA,3,2095,143.198.090.692.124
2021-05-09,161.041.666.666.667,194.5,725.625,979.854.166.666.667,210.020.833.333.333,173.208.333.333.333,22.5,12.5,0.5,4.76,18.76,25.86,NA,NA,NA,NA,8,6845,116.873.630.387.144
2021-05-10,215.416.666.666.667,256.229.166.666.667,700.416.666.666.667,978.75,202.166.666.666.667,167.520.833.333.333,20.7,14.2,0.6,5.46,17.17,25.21,NA,NA,NA,NA,37,21895,168.988.353.505.367
2021-05-11,265.416.666.666.667,273.25,607.083.333.333.333,983.766.666.666.667,3.036.875,147.020.833.333.333,21.4,9.9,0.9,10.92,27.46,44.08,NA,NA,NA,NA,12,6849,17.520.805.957.074
2021-05-12,1.7625,2.464.375,575.208.333.333.333,984.202.083.333.333,261.375,1.620.625,22.8,9.5,0.1,3.21,15.33,19.88,NA,NA,NA,NA,16,10267,155.839.096.133.242
2021-05-13,245.208.333.333.333,271.354.166.666.667,546.666.666.666.667,982.472.916.666.667,313.041.666.666.667,164.875,23.7,11.8,1.8,6.5,23.46,33.12,NA,NA,NA,NA,15,8935,167.879.127.028.539
2021-05-14,213.958.333.333.333,233.395.833.333.333,73,983.302.083.333.333,249.583.333.333.333,151.833.333.333.333,20,12.2,0,4.79,22.62,29.67,NA,NA,NA,NA,14,10569,132.462.863.090.169
2021-05-15,176.875,2.405.625,538.125,9.827.125,290.354.166.666.667,192.541.666.666.667,24.4,13.1,0,3.46,16.83,21.92,NA,NA,NA,NA,5,3457,144.634.075.788.256
2021-05-16,232.291.666.666.667,245.375,578.958.333.333.333,981.004.166.666.667,195.583.333.333.333,208.854.166.666.667,28.1,15.3,0,2.29,11.12,14.46,NA,NA,NA,NA,5,1826,273.822.562.979.189
2021-05-17,298.958.333.333.333,191.291.666.666.667,716.458.333.333.333,987.675,299.229.166.666.667,1.626.875,21.6,13.6,0,4.67,17.54,24.54,NA,NA,NA,NA,26,14885,174.672.489.082.969
2021-05-18,186.875,224.625,79.625,98.819.375,208.208.333.333.333,1.639.375,19.6,12.4,0,2.21,12.21,15.5,NA,NA,NA,NA,26,18029,14.421.210.272.339
2021-05-19,274.791.666.666.667,196.833.333.333.333,771.666.666.666.667,991.641.666.666.667,278.604.166.666.667,155.625,18.6,13,0.2,3.88,16.42,22.21,NA,NA,NA,NA,16,10310,155.189.136.760.427
2021-05-20,223.333.333.333.333,194.375,685.416.666.666.667,99.246.875,335.25,170.229.166.666.667,22.4,12.3,0,7.79,17.33,29.17,NA,NA,NA,NA,9,6613,136.095.569.333.132
2021-05-21,210.208.333.333.333,248.125,696.666.666.666.667,985.872.916.666.667,321.041.666.666.667,175.208.333.333.333,21.4,14,0,2.88,19.12,23.25,NA,NA,NA,NA,24,12569,190.945.978.200.334
2021-05-22,188.541.666.666.667,1.949.375,711.041.666.666.667,984.760.416.666.667,220.895.833.333.333,160.458.333.333.333,22,12.5,0,4.4,18.3,24.8,NA,NA,NA,NA,5,3683,13.575.889.220.744
2021-05-23,183.333.333.333.333,238.479.166.666.667,687.291.666.666.667,9.881.625,1.276.875,147.979.166.666.667,19,12.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-24,2.2,240.020.833.333.333,633.125,987.895.833.333.333,337.791.666.666.667,179.166.666.666.667,24.6,12.7,0,1.75,11.08,12.33,NA,NA,NA,NA,NA,NA,NA
2021-05-25,190.208.333.333.333,182.75,715.416.666.666.667,994.654.166.666.667,1.465.625,150.875,18.7,13.4,0,12,30.29,48,NA,NA,NA,NA,19,10795,176.007.410.838.351
2021-05-26,147.708.333.333.333,221.729.166.666.667,706.041.666.666.667,99.019.375,253.166.666.666.667,169.208.333.333.333,22,12,0,8.58,32.42,45.38,NA,NA,NA,NA,35,18846,185.715.801.761.647
2021-05-27,204.583.333.333.333,2.146.875,677.916.666.666.667,987.6,336.020.833.333.333,194.479.166.666.667,26.3,14,0,12.38,41.88,60.79,NA,NA,NA,NA,19,9470,200.633.579.725.449
2021-05-28,2.2375,216.333.333.333.333,536.875,987.535.416.666.667,345.958.333.333.333,205.895.833.333.333,25.6,15.5,0,4.75,31.08,38.08,NA,NA,NA,NA,24,14377,166.933.296.237.045
2021-05-29,1.6625,2.205.625,40.25,988.652.083.333.333,351.625,230.520.833.333.333,29.3,16.2,0,02.04,19.46,21.71,NA,NA,NA,NA,6,3929,15.271.061.338.763
2021-05-30,199.166.666.666.667,193.083.333.333.333,530.625,988.25,297.979.166.666.667,2.181.875,27.2,17.6,0,5.88,28.25,36.62,NA,NA,NA,NA,13,10013,129.831.219.414.761
2021-05-31,183.541.666.666.667,187.479.166.666.667,573.958.333.333.333,986.533.333.333.333,273.479.166.666.667,206.145.833.333.333,25.4,16.3,0,9.75,37.58,52.33,NA,NA,NA,NA,32,17789,179.886.446.680.533
2021-06-01,158.541.666.666.667,198.666.666.666.667,677.083.333.333.333,98.356.875,2.444.375,199.166.666.666.667,26.4,15.4,0.2,6.29,26.25,35.79,NA,NA,NA,NA,20,11806,16.940.538.709.131
2021-06-02,204.166.666.666.667,158.833.333.333.333,74.25,986.335.416.666.667,3.411.875,203.875,25.5,16.2,0,4.92,22.12,29.04,NA,NA,NA,NA,25,14410,173.490.631.505.899
2021-06-03,214.166.666.666.667,133.666.666.666.667,768.333.333.333.333,9.905.875,281.583.333.333.333,1.990.625,24.3,16.4,0,4.25,25.04,30.67,NA,NA,NA,NA,31,16108,192.450.956.046.685
2021-06-04,187.916.666.666.667,138.875,715.416.666.666.667,991.660.416.666.667,2.340.625,204.416.666.666.667,24.8,16.9,0,3.75,23.54,29.04,NA,NA,NA,NA,20,10888,183.688.464.364.438
2021-06-05,187.083.333.333.333,194.25,694.375,992.214.583.333.333,248.375,203.875,25.5,16.3,0,1.62,14.71,16.38,NA,NA,NA,NA,4,3396,117.785.630.153.121
2021-06-06,1.8625,2.635.625,611.666.666.666.667,990.239.583.333.333,300.520.833.333.333,20.425,25.4,16,0.7,9.73,29.91,44.55,NA,NA,NA,NA,4,2834,141.143.260.409.315
2021-06-07,188.333.333.333.333,207.333.333.333.333,667.916.666.666.667,990.472.916.666.667,350.270.833.333.333,207.479.166.666.667,25.9,16.1,0,12.08,31.92,50.08,NA,NA,NA,NA,37,15633,236.678.820.443.933
2021-06-08,204.166.666.666.667,225.770.833.333.333,642.916.666.666.667,990.470.833.333.333,3.575.625,217.875,27.3,15.3,0,12.12,33.38,51.79,NA,NA,NA,NA,31,14815,209.247.384.407.695
2021-06-09,235.416.666.666.667,223.291.666.666.667,487.083.333.333.333,990.472.916.666.667,3.359.375,230.458.333.333.333,28.3,17.5,0,11.75,26.88,44.46,NA,NA,NA,NA,12,7732,155.199.172.271.081
2021-06-10,213.333.333.333.333,233.875,418.333.333.333.333,989.345.833.333.333,348.979.166.666.667,238.083.333.333.333,29.2,17.7,0,10.62,35.29,51.38,NA,NA,NA,NA,17,9036,18.813.634.351.483
2021-06-11,212.708.333.333.333,221.041.666.666.667,426.875,988.258.333.333.333,283.75,2.434.375,29,19,0,2.25,20.88,24.29,NA,NA,NA,NA,33,18798,17.555.059.048.835
2021-06-12,220.625,2.158.125,445.208.333.333.333,990.589.583.333.333,350.666.666.666.667,2.528.125,32,18.5,0,02.04,18.17,21.08,NA,NA,NA,NA,8,4631,172.748.866.335.565
2021-06-13,239.166.666.666.667,233,408.333.333.333.333,990.533.333.333.333,353.291.666.666.667,2.699.375,32.6,21.7,0,6.91,39.78,50.22,NA,NA,NA,NA,3,2029,147.856.086.742.238
2021-06-14,204.583.333.333.333,233.604.166.666.667,342.291.666.666.667,988.079.166.666.667,352.145.833.333.333,2.871.875,34.5,23.7,0,12.25,39.62,58.17,NA,NA,NA,NA,24,12693,189.080.595.603.876
2021-06-15,2.375,200.645.833.333.333,407.916.666.666.667,987.489.583.333.333,345.479.166.666.667,266.520.833.333.333,31.9,21.2,0,10.88,40.92,57.25,NA,NA,NA,NA,24,9492,252.844.500.632.111
2021-06-16,161.458.333.333.333,191.854.166.666.667,498.125,984.054.166.666.667,261.895.833.333.333,256.916.666.666.667,31.9,21.7,0,05.08,31.17,38.67,NA,NA,NA,NA,43,19560,219.836.400.817.996
2021-06-17,163.958.333.333.333,169.229.166.666.667,774.375,981.795.833.333.333,103.75,223.833.333.333.333,24.2,19.4,1.6,6.17,23.88,33.17,NA,NA,NA,NA,12,4436,270.513.976.555.455
2021-06-18,202.916.666.666.667,173,720.625,984.625,326.333.333.333.333,235.666.666.666.667,30.2,18.3,0,4.17,24.54,30.62,NA,NA,NA,NA,31,16898,183.453.663.155.403
2021-06-19,119.166.666.666.667,188.25,681.041.666.666.667,984.983.333.333.333,162.75,24,29.1,19.6,0,2.38,10.67,14,NA,NA,NA,NA,3,2845,105.448.154.657.294
2021-06-20,175.625,266.291.666.666.667,620.416.666.666.667,980.045.833.333.333,191.166.666.666.667,229.604.166.666.667,28,19.5,0.1,10.21,16.5,31.71,NA,NA,NA,NA,11,7967,138.069.536.839.463
2021-06-21,279.375,262.5,520.833.333.333.333,97.956.875,3.496.875,243.229.166.666.667,30,19.7,0,6.25,29.58,38.92,NA,NA,NA,NA,24,10289,233.258.820.099.135
2021-06-22,2.55,214.270.833.333.333,550.833.333.333.333,983.785.416.666.667,316.291.666.666.667,2.200.625,26.4,17.9,0,4.41,16.59,23.32,NA,NA,NA,NA,11,6655,165.289.256.198.347
2021-06-23,151.458.333.333.333,278.770.833.333.333,748.541.666.666.667,987.575,1.761.875,189.541.666.666.667,24.4,14.7,7,2.92,15.25,19.42,NA,NA,NA,NA,18,10858,165.776.386.074.784
2021-06-24,201.666.666.666.667,209.791.666.666.667,551.458.333.333.333,9.908.125,365.833.333.333.333,2.038.125,26.4,15.2,0,9.79,19.12,34,NA,NA,NA,NA,4,2669,14.986.886.474.335
2021-06-25,182.083.333.333.333,238.166.666.666.667,701.666.666.666.667,9.899.125,3.585.625,21.35,27.8,16.2,0,5.92,13.79,22.71,NA,NA,NA,NA,21,11101,189.172.146.653.455
2021-06-26,149.375,248.833.333.333.333,642.916.666.666.667,986.879.166.666.667,303.104.166.666.667,226.395.833.333.333,29.7,16.8,0.1,3.42,16.54,21.71,NA,NA,NA,NA,9,6482,138.846.035.174.329
2021-06-27,175.416.666.666.667,191.541.666.666.667,599.583.333.333.333,984.120.833.333.333,354.270.833.333.333,235.791.666.666.667,30,18.2,0.2,15.04,25.33,48.04,NA,NA,NA,NA,6,4514,132.919.805.050.953
2021-06-28,173.125,1.856.875,711.666.666.666.667,984.2,275.833.333.333.333,228.604.166.666.667,28.9,17.7,0,7.38,19.42,30.67,NA,NA,NA,NA,27,13955,193.479.039.770.692
2021-06-29,268.333.333.333.333,1.953.125,72.5,987.125,302.375,2.213.125,28.4,18.1,0,5.17,19.83,27.75,NA,NA,NA,NA,28,19268,1.453.186.630.683
2021-06-30,166.041.666.666.667,198.270.833.333.333,722.083.333.333.333,988.264.583.333.333,175.645.833.333.333,21.6,26.3,18.6,0,6.67,15.29,25.21,NA,NA,NA,NA,30,15478,193.823.491.407.159
2021-07-01,144.375,2.528.125,692.083.333.333.333,987.710.416.666.666,330.895.833.333.333,2.348.125,29.3,18.7,0,13.75,23.58,44.58,NA,NA,NA,NA,46,19133,240.422.307.008.833
2021-07-02,155.416.666.666.667,238.625,558.125,98.683.125,352.125,245.041.666.666.667,31.8,18,0,6.96,19.04,29.46,NA,NA,NA,NA,32,16441,194.635.362.812.481
2021-07-03,149.375,232.520.833.333.333,678.541.666.666.667,98.494.375,315.791.666.666.667,24.85,31.4,19.4,0,2.67,11.92,15.88,NA,NA,NA,NA,15,9086,165.089.148.139.996
2021-07-04,198.541.666.666.667,198,699.166.666.666.667,98.446.875,2.076.875,231.291.666.666.667,31.5,19.2,0,11.29,21.96,38.96,NA,NA,NA,NA,18,12395,145.219.846.712.384
2021-07-05,1.8125,226.458.333.333.333,637.916.666.666.667,984.160.416.666.667,354.645.833.333.333,247.479.166.666.667,30.3,18,0,9.83,24.33,39.12,NA,NA,NA,NA,49,20022,244.730.796.124.263
2021-07-06,2.025,201.541.666.666.667,702.916.666.666.667,981.791.666.666.667,252.541.666.666.667,248.625,29.6,21.4,0,6.25,25.5,34.92,NA,NA,NA,NA,37,17638,209.774.350.833.428
2021-07-07,169.166.666.666.667,249.229.166.666.667,55.625,985.595.833.333.333,232.458.333.333.333,2.369.375,27.9,20.2,0,5,19.62,27.08,NA,NA,NA,NA,50,17371,287.836.048.586.725
2021-07-08,251.875,259.104.166.666.667,541.458.333.333.333,991.335.416.666.666,337.645.833.333.333,228.666.666.666.667,30,19.1,0,6.18,12.77,21.82,NA,NA,NA,NA,36,19499,184.624.852.556.541
2021-07-09,158.125,2.585.625,654.166.666.666.667,991.691.666.666.667,3.436.875,231.375,28.6,17.6,0,4.58,14.75,21.54,NA,NA,NA,NA,40,19094,209.489.892.112.706
2021-07-10,184.375,273.291.666.666.667,580.416.666.666.667,98.758.125,344.979.166.666.667,247.166.666.666.667,30.6,18.7,0,4,20.58,26.29,NA,NA,NA,NA,7,4925,142.131.979.695.431
2021-07-11,212.708.333.333.333,204.75,588.541.666.666.667,986.041.666.666.667,299.166.666.666.667,243.854.166.666.667,29.5,19.6,0,7.67,25.92,37.54,NA,NA,NA,NA,10,6512,153.562.653.562.654
2021-07-12,212.083.333.333.333,180.125,674.375,981.366.666.666.667,186,237.541.666.666.667,30.3,19.8,0,4.54,14.67,21.33,NA,NA,NA,NA,61,23984,254.336.224.149.433
2021-07-13,192.083.333.333.333,299.75,428.125,985.070.833.333.333,312.416.666.666.667,2.204.375,29,16,0,4.88,18.17,25.46,NA,NA,NA,NA,35,18084,193.541.251.935.413
2021-07-14,244.166.666.666.667,195.916.666.666.667,569.583.333.333.333,988.829.166.666.667,333.416.666.666.667,214.354.166.666.667,27.2,16.2,0,5.58,19.38,27.58,NA,NA,NA,NA,48,27002,177.764.610.028.887
2021-07-15,208.958.333.333.333,214.041.666.666.667,661.875,989.383.333.333.333,291.520.833.333.333,2.240.625,26.9,18.5,0,9.96,21.33,36.42,NA,NA,NA,NA,44,21789,20.193.675.707.926
2021-07-16,1.8,222.5,678.125,988.689.583.333.333,336,232.375,28.4,18.3,0,4.96,16.96,24.38,NA,NA,NA,NA,28,15678,178.594.208.444.955
2021-07-17,153.125,2.424.375,651.666.666.666.667,987.589.583.333.333,327.020.833.333.333,241.729.166.666.667,30.5,18.8,0,2.88,16.25,20.46,NA,NA,NA,NA,14,9544,146.689.019.279.128
2021-07-18,205.416.666.666.667,221.041.666.666.667,60.75,984.341.666.666.667,328.729.166.666.667,2.525.625,30.9,19.7,0,6.42,21,30.54,NA,NA,NA,NA,11,8287,13.273.802.341.016
2021-07-19,241.458.333.333.333,258.75,45.625,983.591.666.666.667,341.479.166.666.667,2.723.125,32,22.1,0,6.58,25.5,35.54,NA,NA,NA,NA,37,20093,184.143.731.647.838
2021-07-20,194.375,255.583.333.333.333,53.25,985.575,333,264.708.333.333.333,32.3,21.1,0,6.5,32.12,42.21,NA,NA,NA,NA,25,11508,21.724.018.074.383
2021-07-21,193.333.333.333.333,2.261.875,495.625,9.882.375,330.604.166.666.667,2.756.875,34.2,22.6,0,7.88,29.88,41.92,NA,NA,NA,NA,33,17820,185.185.185.185.185
2021-07-22,175.416.666.666.667,258.645.833.333.333,367.708.333.333.333,987.589.583.333.333,333.270.833.333.333,287.583.333.333.333,35.7,22.5,0,12.12,32.46,51.04,NA,NA,NA,NA,39,17308,225.329.327.478.623
2021-07-23,176.875,223.895.833.333.333,475.208.333.333.333,983.760.416.666.667,300.208.333.333.333,2.754.375,34.6,21.8,0,6.17,26.21,35.33,NA,NA,NA,NA,22,13186,166.843.622.023.358
2021-07-24,219.375,203.416.666.666.667,661.041.666.666.667,980.141.666.666.667,310.208.333.333.333,251.541.666.666.667,30.6,21.4,0,2.88,19.29,23.54,NA,NA,NA,NA,11,8301,132.514.154.921.094
2021-07-25,234.583.333.333.333,213.270.833.333.333,632.291.666.666.667,981.304.166.666.667,286.5,249.520.833.333.333,31,20.9,0,9.12,25.12,38.92,NA,NA,NA,NA,7,5423,129.079.845.104.186
2021-07-26,145.833.333.333.333,2.404.375,58.125,984.404.166.666.667,146.5,238.291.666.666.667,28.4,20.2,0,9.75,20.71,35.67,NA,NA,NA,NA,32,16716,191.433.357.262.503
2021-07-27,200.416.666.666.667,251.020.833.333.333,606.666.666.666.667,985.225,333.166.666.666.667,246.375,30.6,20.5,0,7.39,25.39,36.43,NA,NA,NA,NA,29,16857,172.035.356.231.832
2021-07-28,237.916.666.666.667,180.458.333.333.333,728.333.333.333.333,986.014.583.333.333,292.354.166.666.667,234.916.666.666.667,28.3,19.7,0,9.96,29.71,44.62,NA,NA,NA,NA,34,17228,197.353.146.041.328
2021-07-29,162.708.333.333.333,230.770.833.333.333,64.625,9.853.625,322.041.666.666.667,247.645.833.333.333,29.9,19,0,10.54,27.38,43.38,NA,NA,NA,NA,21,12718,165.120.301.934.266
2021-07-30,177.708.333.333.333,168.5,744.583.333.333.333,982.597.916.666.667,266.25,255.291.666.666.667,32.7,20.8,0,2.21,13.33,16.67,NA,NA,NA,NA,21,11459,183.262.064.752.596
2021-07-31,213.125,175.916.666.666.667,734.375,981.404.166.666.667,160.416.666.666.667,221.625,28.4,14.7,18.8,2,8.25,11.08,NA,NA,NA,NA,7,5765,121.422.376.409.367
2021-08-01,179.791.666.666.667,251.833.333.333.333,639.583.333.333.333,984.741.666.666.667,213.145.833.333.333,19.875,25,14.9,0,11.96,20.83,39,NA,NA,NA,NA,12,6830,175.695.461.200.586
2021-08-02,2.1875,211.458.333.333.333,72.25,98.711.875,288.416.666.666.667,2.150.625,27.8,16.2,0,11.21,15.71,32.83,NA,NA,NA,NA,29,17531,16.542.125.377.902
2021-08-03,176.875,240.75,690.625,986.139.583.333.333,270.104.166.666.667,23.55,27.8,18.4,0,8.71,28.58,41.58,NA,NA,NA,NA,23,12925,177.949.709.864.603
2021-08-04,1.5125,185.708.333.333.333,752.083.333.333.333,984.427.083.333.333,1.864.375,228.229.166.666.667,29.8,18.8,0,10.33,24.33,39.92,NA,NA,NA,NA,22,10815,203.421.174.294.961
2021-08-05,145.833.333.333.333,224.75,660.416.666.666.667,984.264.583.333.333,316.666.666.666.667,242.770.833.333.333,30.1,17.9,0,7.62,23.92,35.42,NA,NA,NA,NA,20,11678,171.262.202.431.923
2021-08-06,193.958.333.333.333,141.020.833.333.333,79.625,981.233.333.333.333,212.333.333.333.333,231.791.666.666.667,27.4,20.7,0.1,2.38,12.79,16.38,NA,NA,NA,NA,22,12426,177.048.124.899.404
2021-08-07,157.291.666.666.667,1.815.625,730.833.333.333.333,978.377.083.333.333,2.561.875,249.645.833.333.333,32.6,21.4,0,2.33,13.25,16.75,NA,NA,NA,NA,7,4688,149.317.406.143.345
2021-08-08,187.083.333.333.333,206.854.166.666.667,673.541.666.666.667,986.620.833.333.333,163.604.166.666.667,217.875,25,18,0,9.58,29.67,43.96,NA,NA,NA,NA,13,8208,158.382.066.276.803
2021-08-09,109.791.666.666.667,198.479.166.666.667,589.166.666.666.667,988.375,188.291.666.666.667,2.249.375,29.2,17.3,0.1,14.42,40.58,62.5,NA,NA,NA,NA,23,14376,159.988.870.339.455
2021-08-10,1.35,198.5,534.583.333.333.333,987.352.083.333.333,150.104.166.666.667,2.400.625,29.4,19,0,11.91,44.86,62.91,NA,NA,NA,NA,23,9851,233.478.834.636.078
2021-08-11,159.375,188.645.833.333.333,452.708.333.333.333,988,1.893.125,261.125,31.2,21.4,0,9.42,49.58,63.75,NA,NA,NA,NA,10,7575,132.013.201.320.132
2021-08-12,1.675,193.125,46,988.208.333.333.333,261.416.666.666.667,289.020.833.333.333,37,23.3,0,14,38.62,59.79,NA,NA,NA,NA,11,8142,135.101.940.555.146
2021-08-13,161.875,2.001.875,55.875,991.504.166.666.667,293.833.333.333.333,272.666.666.666.667,35.5,21.8,0,04.04,26.5,32.46,NA,NA,NA,NA,18,9650,186.528.497.409.326
2021-08-14,146.458.333.333.333,205.833.333.333.333,464.791.666.666.667,988.972.916.666.667,2.730.625,2.916.875,38.3,23.3,0,3.58,23.58,28.46,NA,NA,NA,NA,6,4748,12.636.899.747.262
2021-08-15,169.375,193.875,620.416.666.666.667,986.704.166.666.667,2.410.625,271.458.333.333.333,33.6,22.8,0,4.58,19,25.58,NA,NA,NA,NA,7,4163,168.147.970.213.788
2021-08-16,205.625,2.358.125,696.875,987.379.166.666.667,276.520.833.333.333,256.270.833.333.333,32.2,22.2,0,2.54,15.5,18.96,NA,NA,NA,NA,11,5887,186.852.386.614.574
2021-08-17,161.666.666.666.667,262.020.833.333.333,56.875,988.835.416.666.667,296.395.833.333.333,237.791.666.666.667,30.1,18.4,0,2.33,17.88,20.92,NA,NA,NA,NA,14,10854,128.984.706.099.134
2021-08-18,215.416.666.666.667,247.479.166.666.667,592.291.666.666.667,987.65,299.854.166.666.667,227.125,29.1,18.4,0,8.12,28.62,40.75,NA,NA,NA,NA,6,4284,140.056.022.408.964
2021-08-19,130.625,213.833.333.333.333,789.375,985.864.583.333.333,126.104.166.666.667,219.625,25.6,18.5,0.5,07.08,18.96,29.38,NA,NA,NA,NA,9,6069,148.294.611.962.432
2021-08-20,180.416.666.666.667,221.625,762.291.666.666.667,986.483.333.333.333,2.709.375,2.401.875,29,19.1,0,4.83,15.08,22.29,NA,NA,NA,NA,15,8509,176.283.934.657.422
2021-08-21,144.375,2.591.875,696.875,988.479.166.666.667,2.815.625,257.791.666.666.667,32.5,21,0,2.58,16.79,20.58,NA,NA,NA,NA,4,2572,15.552.099.533.437
2021-08-22,2.2125,205.041.666.666.667,740.208.333.333.333,990.316.666.666.667,279.916.666.666.667,243.520.833.333.333,29.2,19.9,0,8.83,22.79,35.96,NA,NA,NA,NA,6,4790,125.260.960.334.029
2021-08-23,189.375,210.541.666.666.667,759.166.666.666.667,988.470.833.333.333,1.744.375,232.333.333.333.333,29,20,0,7.23,22.41,33.18,NA,NA,NA,NA,15,8826,169.952.413.324.269
2021-08-24,178.541.666.666.667,205.166.666.666.667,791.666.666.666.667,985.870.833.333.333,147.375,221.145.833.333.333,25.7,19.7,2.3,9.42,27.62,41.67,NA,NA,NA,NA,11,3968,277.217.741.935.484
2021-08-25,186.666.666.666.667,214.895.833.333.333,658.541.666.666.667,984.785.416.666.667,225.5,226.416.666.666.667,27,18.8,0,4.25,18.46,24.17,NA,NA,NA,NA,12,8814,136.147.038.801.906
2021-08-26,141.666.666.666.667,221.083.333.333.333,728.958.333.333.333,984.345.833.333.333,268.541.666.666.667,240.625,31,17.6,0,8,27.29,39.29,NA,NA,NA,NA,8,5973,133.936.045.538.255
2021-08-27,172.916.666.666.667,177.145.833.333.333,734.166.666.666.667,98.311.875,2.761.875,2.579.375,32.1,21.5,0,02.08,16.67,19.42,NA,NA,NA,NA,4,2698,148.257.968.865.827
2021-08-28,246.458.333.333.333,177.5,714.166.666.666.667,984.445.833.333.333,195.875,2.258.125,26.1,20,0,1.58,13.38,15,NA,NA,NA,NA,17,7826,217.224.635.829.287
2021-08-29,208.541.666.666.667,223.020.833.333.333,671.458.333.333.333,985.054.166.666.667,186.479.166.666.667,221.833.333.333.333,25.3,19.1,0,13.58,30.88,51.54,NA,NA,NA,NA,4,3003,133.200.133.200.133
2021-08-30,1.1375,220.291.666.666.667,883.125,985.195.833.333.333,612.291.666.666.667,1.970.625,22.3,18,6.2,20.92,24.29,55.88,NA,NA,NA,NA,18,10911,164.971.130.052.241
